HS300_returns,MsgBSIs,g_MsgBSIs,rates,rates_country,exs,total_mv,float_mv,B/M,pe
0.022997607308514367,0.15809489514811453,-1.0709925368654343,3.5099,0.17263636363636392,6.5677,33533281130678.047,24446129967384.094,0.6027554535017223,15.053333333333333
0.02806714558000457,0.39576260631710364,-0.29256889765338995,3.359194117647059,0.24028823529411714,6.619494117647058,34277219167110.06,25062776931277.47,0.5929543076386468,15.387058823529411
0.03435720139733652,0.30500594136865833,-1.3006522763180561,3.439068181818182,0.33588636363636315,6.621936363636365,35127887215169.41,25780072582971.953,0.5981511691136487,15.769545454545458
-0.014157142386696747,0.16061318415878914,-1.707362031264378,3.475728571428571,0.14303809523809452,6.5908476190476195,35099646936974.668,25629192643014.477,0.6046645551396488,15.681428571428572
0.053969397311809504,0.45028322966964807,-0.8404982228224406,3.2228545454545454,0.4241954545454547,6.429304545454545,37859932868649.0,27639299797465.137,0.5668642102550889,16.88409090909091
-0.044012496654320825,0.024820079067058635,-2.2944515056161143,3.3251411764705887,0.46800588235294205,6.313019999999999,36855421829368.47,26954831777787.867,0.584339696143358,16.432
-0.011524227952132291,0.09589942153086475,-1.1468380169076298,3.398009090909092,0.5101636363636373,6.319440909090909,35772291686124.0,26362151720353.5,0.6055601431323974,15.622727272727273
-0.047796091742541076,0.045699558297465054,-1.6506862648345149,3.6486300000000007,0.4849700000000001,6.296655555555557,34063153773794.61,25185216414490.332,0.6423982869379015,13.461666666666668
0.004782593248695677,0.0862002218970689,-1.485081997605928,3.315390909090908,0.5286909090909098,6.374477272727273,34326992444939.273,25466561158104.41,0.6537890044576523,13.364545454545453
-0.04288172702663809,-0.044547422881642304,-2.519580888416638,3.480175,0.3837050000000004,6.4653849999999995,33514470883538.2,24858055923797.15,0.6688963210702342,12.811000000000002
-0.061841109125288646,-0.11878175755971275,-1.7833298055314166,3.2124954545454547,0.4464000000000006,6.715863636363637,32118115427392.59,23872390044363.227,0.6924771797293044,12.177727272727271
-0.036163926930177975,-0.10835378290773233,-2.1776805772369827,3.064956521739131,0.7326086956521727,6.848626086956522,31461607993738.74,23371885975372.043,0.7046568627450982,11.929130434782609
-0.011142223189688539,-0.0018050853318677454,-2.1034350195434177,3.358133333333333,0.7202904761904763,6.8546421052631565,31447765573701.21,23345215315124.316,0.7180650037792895,11.92421052631579
