ret_S1BM1E1,ret_S1BM1E2,ret_S1BM1E3,ret_S1BM1E4,ret_S1BM2E1,ret_S1BM2E2,ret_S1BM2E3,ret_S1BM2E4,ret_S1BM3E1,ret_S1BM3E2,ret_S1BM3E3,ret_S1BM3E4,ret_S2BM1E1,ret_S2BM1E2,ret_S2BM1E3,ret_S2BM1E4,ret_S2BM2E1,ret_S2BM2E2,ret_S2BM2E3,ret_S2BM2E4,ret_S2BM3E1,ret_S2BM3E2,ret_S2BM3E3,ret_S2BM3E4
0.02417102989733745,0.02224448466918339,0.018418434540721295,0.016498209527117707,0.02431295345564535,0.027722840433018803,0.02733196304927227,0.023792092608908397,0.027881372631990878,0.02436821449657221,0.02712077304938975,0.020382768818107782,0.024951788797576833,0.01468588279329267,0.02322984453501784,0.015685928567622923,0.031647241416897065,0.02925726032677291,0.0222416715180955,0.02351727262488033,0.0249955405022341,0.030151493362273837,0.027761394048349694,0.031037347437077832
-0.010281465404542927,-0.01054069118349855,-0.013992386377457382,-0.010417733678720583,-0.00975402365640543,-0.012648391344429674,-0.010436157977241723,-0.010730872657080299,-0.01241276676897346,-0.01237718021697166,-0.005483364811965104,-0.020682379556323134,0.0022453939111311853,-0.009628200698041949,-0.007679694454030357,-0.020466052857753207,0.027508080614636166,0.017243413228995613,0.00475002030105691,0.005291940896496029,0.01293700717761541,0.011510141615570353,0.011113952562705316,0.0071651482410548676
-0.005192172380575416,-0.009927505507722352,-0.014099458554942863,0.00040373341688921486,-0.007388176732037657,-0.012509183336588679,-0.020354592137976496,-0.0237200086586106,-0.015710139622071215,-0.01233715855649399,-0.012382399322964211,-0.0215629496470852,-0.006757809556709446,-0.012807720197814239,-0.010863914526039853,-0.014715386607601393,-0.0017237464499683542,0.01972057760392787,-0.01131930400804426,-0.011022840969816516,-0.010868754019099456,-0.010474095671778236,-0.010431249906261809,-0.017987426982431085
0.025026931839522218,0.029816732627771035,0.028843736460884447,0.024423856982741063,0.03533699943911626,0.029701389345896438,0.03381735874027794,0.03436605572976681,0.02879418270019135,0.0354436978679349,0.03541691994269392,0.030419027225584615,0.02181284701515195,0.029004502510375896,0.03290268345158168,0.032355266835286015,0.019615725645715492,0.02074427283767863,0.01939137054614561,0.018795006613178542,0.029984657304082268,0.029154596783602115,0.012394943378390335,0.021536065485357695
0.02347974283083724,0.03168925853628009,0.02383522054083577,0.01774476036041426,0.025023500766066464,0.025524734862201345,0.028035930229345276,0.02781571710613726,0.02674526577269745,0.033673408475934356,0.03209744032752556,0.024078038478828844,0.015920540042247244,0.022441248588998118,0.025838281615929687,0.021769654344816286,0.013559468709628828,0.03450095638378819,0.015467102554935278,0.009838634754462842,0.024398817530904605,0.025314741444364644,0.028180849012360627,0.026135606516272076
0.006941112110574188,0.011653399353977167,0.006582605266808079,0.007468335573363855,-0.0021834212208448234,0.003655462122314655,-0.0001550680178043111,0.0033683659715522305,0.0016545011379032123,0.006285446347388033,0.002107677959905027,0.012103210812284647,0.0008279786949303827,0.005341099211494624,0.0022681828004629534,-0.00831359692817324,0.004395381058723054,0.029719249936201966,0.006991597820914675,0.002249644979673837,0.002137488146750457,-0.0022386764748423267,0.00017539558494551863,0.011816218010767574
-0.033079272351390646,-0.042332734532593355,-0.0304095099732226,-0.031649542257037096,-0.032100238163520964,-0.048262326955762685,-0.041535354128702545,-0.03921235711061051,-0.03797963413413094,-0.040668479585465274,-0.03954645288847586,-0.03623350175830772,-0.04036382357445692,-0.0402591490083341,-0.033676494725952556,-0.03820941547856065,-0.01649985981043222,0.007821010843886818,-0.02668947689543874,-0.032875317640976745,-0.0012547532730980571,-0.00954814342260189,0.0005329911931260846,-0.012749412682708784
0.013022323104974363,0.011501873586111022,0.010027174059825566,0.008992049288003623,0.008609270239370066,0.015303553746737713,0.01211168226782429,0.013932756947671536,0.011022671293028637,0.009636208262328347,0.010329011176465641,0.011674742390626228,0.012887826343572991,0.0248292099782287,0.014267935228488933,0.013725958441758735,0.032112221420471806,0.041484920212042066,0.03345202837617564,0.025731900153987394,0.039366023806240824,0.025863703131900364,0.03265783939571622,0.020519605520050364
-9.045637222015321e-05,0.009717628949469245,0.0022469343745643335,0.006702568977550619,0.0028368169309147453,0.0034907239680444712,0.0036448118246080567,0.001982322253527562,0.014320835007248059,0.01581928041606496,0.010790439775663798,0.012701259765710807,0.011673470867290453,0.012768103334090557,0.006208802884884917,0.0018016656456728113,0.020423359585109806,0.05380481299190522,0.014445033694482235,0.0191289244932964,0.016341436374837183,0.02070821079247764,0.02337294547783249,0.04069613390242049
-0.02018965611258517,-0.020510917862956637,-0.02447121272666407,-0.030250302413507027,-0.03204349560735135,-0.022675916752678098,-0.035441774741431877,-0.03586235905519255,-0.032535510715777594,-0.01564986374908471,-0.023523910726537003,-0.012236558391211932,-0.013402618825098155,-0.020841946568973174,-0.019395534235985255,-0.025451133375179492,-0.037455711103793324,0.007298253292267098,-0.017091523405704356,-0.01898886707630514,-0.005385647031552876,-0.018187100860526845,-0.01811778346249341,0.004555593924255002
