ret_S1BM1E1,ret_S1BM2E1,ret_S1BM3E1,ret_S1BM4E1,ret_S1BM5E1,ret_S2BM1E1,ret_S2BM2E1,ret_S2BM3E1,ret_S2BM4E1,ret_S2BM5E1,ret_S3BM1E1,ret_S3BM2E1,ret_S3BM3E1,ret_S3BM4E1,ret_S3BM5E1,ret_S4BM1E1,ret_S4BM2E1,ret_S4BM3E1,ret_S4BM4E1,ret_S4BM5E1,ret_S5BM1E1,ret_S5BM2E1,ret_S5BM3E1,ret_S5BM4E1,ret_S5BM5E1
0.029063272653109387,0.03517561885268618,0.024340089296865965,0.03576993075850562,0.026470332306855755,0.020814390705643913,0.02198834537571607,0.020276002310958264,0.02700846763355479,0.01974048052978608,0.015328410032960123,0.023382537071759503,0.031178174064784986,0.025550311162782918,0.027904223813367674,0.02017599176004845,0.02403235298814447,0.023339232378071992,0.028762592749232846,0.033371626654261896,0.021252920974860673,0.01508939713087341,0.029148696774975523,0.027057132842133645,0.027793448773393365
-0.0003664796971787766,-0.009265196552998591,0.004995035902595175,-0.0021730400352494277,-0.0034651356335971308,-0.0004456590388477136,-0.011741892202355228,-0.01214774565271575,-0.008270666773800266,-0.01620645498801943,-0.009351593664517837,-0.018170745942051154,-0.0031905202433176144,-0.012241700157026194,-0.010923462834645844,-0.014211217672177503,-0.005033698958412776,-0.011765162722659256,-0.0030782065281936975,-0.0012285073331044795,-0.012527922878599393,-0.004761548382411811,0.025848813209786797,0.005367044139366804,0.013255924143284687
-0.013368594819070797,-0.003748836889490334,-0.008470326079611254,0.00011012844892385141,-0.012669100332855423,0.006817278948935274,0.0034596854475409276,-0.020743907999184425,-0.010605393174809947,-0.01262787808418579,-0.0037582249435723584,-0.011547226587639521,-0.020098486178003874,-0.011621567259074097,-0.01613180541314231,-0.009270384488093836,-0.011066430066901174,-0.010177330079193456,-0.0071884552662942625,-0.01507812737044462,-0.013020269274946311,-0.010237174651151423,-0.006163983910565024,-0.00042887842971604394,-0.011531344363232252
0.028283040008275796,0.032063107626982945,0.030881599866818012,0.036189211611656176,0.036930491750408884,0.021777137289585302,0.028232767615372033,0.03872886383107819,0.03152504429375857,0.0328730852568773,0.03254869184543905,0.024378618162896933,0.0303276673225326,0.03260595398996404,0.03261297359649221,0.031470408114965605,0.034071337147267226,0.025885999288823947,0.029708798979387472,0.02609301916370273,0.03126825735834554,0.02250460576220481,0.016375281503779055,0.022470162489154646,0.018173871266192267
0.030644581329081145,0.04228229773321099,0.029396038132207973,0.03183298017006204,0.02686647346622284,0.02989779489278687,0.022733920372058326,0.02742401583833464,0.027135108189723176,0.03410942315630409,0.018276778029965572,0.02559053489244231,0.0256878815449285,0.028970810390589703,0.032519892600421665,0.027158663110864654,0.027453931399529466,0.02979405532872038,0.02985301313364616,0.027140454317406693,0.01917250827922275,0.01700928959418102,0.008449530399996776,0.019171157047139897,0.02744489449495861
0.0034638661272235853,0.005321375066237613,-0.0018698880350554482,0.006721490688834069,-0.001963986638505431,0.010843703267736425,0.009762615306118078,-0.0005560539553153537,0.006499076218984644,0.00577944212967365,-0.0004388005815845688,0.00630726632006628,-0.002595219852448394,-0.0004993835292462402,0.009428775475975386,0.011178213504024597,-0.011232855866749512,0.007669195986132394,-0.008035638467228712,0.010223867699287372,-0.004975980943545482,0.006068951592166224,0.004831556711798702,0.018313604173840425,0.0015693170400675985
-0.03590546941362126,-0.03431226178862793,-0.04019169505944683,-0.02816166369841776,-0.031255156247810084,-0.02674678567417825,-0.03291437487909616,-0.038913830053480994,-0.03980399073088804,-0.04131015360309709,-0.036135885981035794,-0.04051977388000822,-0.041790390726396794,-0.04302918537955389,-0.036565567504973445,-0.03460796153560174,-0.04424851820068776,-0.04079642775766087,-0.0405319999337903,-0.0304919273393867,-0.039532910669532795,-0.03598773958647323,-0.02063744970473765,-0.011991123261988784,0.0015637030482728107
0.010225952837033012,0.012932798227243067,0.01023115106847655,0.008098937709247848,0.006697929233768952,0.01454896893139624,0.004210447448848541,0.013065718346822595,0.013629910466956725,0.014159660412068655,0.013288427458264468,0.013683826856029794,0.014396591412285525,0.012032522463959897,0.006899246587812903,0.019515047898950994,0.015016988940612942,0.015363174650080132,0.016913714128947432,0.012947484491412687,0.016767604943120767,0.015519059150276758,0.03337247626261861,0.038713515083078236,0.031842877908717857
0.017368107746405844,0.006825643759659766,0.0016701295543173826,0.017248693714871158,0.009315684803197471,-0.0031865366531070188,0.00579060841228471,-0.002425464571349038,0.0072626292471840576,0.011152948501652729,0.0012923032157135378,0.008291923017834876,0.003472123158125285,0.008304882632220636,0.012491814595004208,0.0031356038008502206,0.006258344608131363,0.008255299006648679,0.008847810449433594,0.010853150971407358,0.010413502764361754,0.008290691747672297,0.02066266814278782,0.04050953752267643,0.026305553236667664
-0.010124484949956322,-0.01668096010581916,-0.03472165283979301,-0.00216358908706752,-0.01858920117159447,-0.022251512927737607,-0.022999532839165497,-0.030650734061473603,-0.03235014190689502,-0.025461573605090135,-0.019329784405169987,-0.031094919508273627,-0.028018058711018,-0.026714402218811564,-0.021857692250570392,-0.024732567275733027,-0.027645555314152304,-0.02606374861494341,-0.01839112535644805,-0.022968750014592636,-0.017101479086984398,-0.01774871105891353,-0.02356998619196118,-0.007066130594564478,-0.010147885444792185
0.0410759262173156,0.045812428100186826,0.041220474631321724,0.04092720857882976,0.0375254679200993,0.04156635888961305,0.033156514430078554,0.048508397250117845,0.03807052768214849,0.034381597427368404,0.03956268149019859,0.03943435962490609,0.040597926306607024,0.040206857840237496,0.03443603740359045,0.04546743943625268,0.03622289554394388,0.044537039231279905,0.03446988101145012,0.03215994568469875,0.040543865009647906,0.02640331227390626,0.028819620000957915,0.02838228684005439,0.01171698494982646
0.03728205068823769,0.0385296160372716,0.028032300575945163,0.035626075312187394,0.033485069034013173,0.03583348037466237,0.03362631537145362,0.03675262015605999,0.031533471438324384,0.03169638633750543,0.032785928894782095,0.03212609653055913,0.03632521030078893,0.02772902912015542,0.033162780718710365,0.0377786236946494,0.027689884090957458,0.028981300496947346,0.031513972144531305,0.03295232770113198,0.0334189810093772,0.01917026047536365,0.02639120903537151,0.03843241312030264,0.021945395450836805
0.021798363220735355,0.00997879222143449,0.014022913574738817,0.009945439820092427,0.01510330012325932,0.015735022040683895,0.021725386655079285,0.013049322446446361,0.007339299594094894,0.014178033427560084,0.015309935064850483,0.01716393615199058,0.013569181722269822,0.010890506530705921,0.012325525925369143,0.018586215276559154,0.011214228138133768,0.007008010613490735,0.011985142145731924,0.010583828334025434,0.007441741048874036,0.008665216910047747,0.004622680891918517,-0.0015336492626852468,0.004638255231203741
0.013663074014723615,0.006624249773312934,0.009618198790953218,0.0015048007800613533,0.019735983213926406,0.009949167047722463,0.013629272104709152,0.00450829062561039,-0.0007693937158514579,-0.0018625744543519845,0.0013931898437975977,0.005129097877419795,-0.0011838704083597287,0.005476518999725595,0.0005820669321350427,-0.0005863603568865053,-0.008758294970245833,0.000820000949273924,0.0011904579124816456,-0.0032780460108503343,0.001967584863109214,0.023320165825012392,-0.001422295074984747,-0.009761512082347573,-0.008795602987146265
0.0021114198465222314,0.002549385895791542,0.011312446391008852,0.006565115098577269,0.0011070817261662892,0.018108549617782563,0.010855701973145719,0.006446129655537277,0.004823586341714638,0.010763191432923999,0.006577818895561955,0.00926736259274741,0.005797833519818317,0.012144269928427445,0.01253662401680628,0.008345314313797304,0.009046307254422155,0.008012299924053877,0.010301725701785495,0.016525866914616754,0.004233048818027619,0.006916824298301733,0.010753346258342277,0.02233288029255691,0.05013159277261067
-0.035191199540792265,-0.030789517346505743,-0.02510510702271399,-0.04006802368121268,-0.03347070253238652,-0.022242671694475594,-0.02945365553593686,-0.034478354459550185,-0.03731270573277022,-0.03852836677901388,-0.03873816128896748,-0.030895745480234018,-0.03523184945187523,-0.037573945947968576,-0.02798341850160752,-0.03461251226562129,-0.03756200442581941,-0.028789922774960043,-0.03431905642825288,-0.023865919127945882,-0.032814138524597546,-0.03854689709337383,-0.02378146061693713,-0.011731800324877879,0.0013370504820196176
0.022961688108357567,0.03844304836506496,0.025618577342358083,0.029259632501096377,0.02275086098411691,0.028858453278842004,0.025980300890061675,0.029674789467526826,0.030842072276481693,0.025516304287659636,0.03320980618095721,0.023083545695999234,0.026766890280040787,0.02104888256419825,0.026070559965132013,0.02298868064255434,0.02885805162046343,0.023960671978990454,0.02754688545048204,0.018468411755040562,0.02655088692921422,0.017016832354806447,0.008713832003843437,0.006773586309599348,-0.013821588854417251
0.0025781199008449948,0.004294762267553339,0.011698240660571698,0.003630724856514032,-0.0030545927095125373,0.014583302923453344,0.004573398900904371,0.006198309989139068,0.006478518901704347,0.006484253332371393,0.012585807573524198,0.010174824744131283,-0.0016500846076830463,0.0017624363863933457,-0.0031012412934064574,0.0027722279668011447,0.0052610658315645166,0.00263126719264525,-0.0008156098795073828,-0.0021738315426191317,0.017673302036044936,-0.010467414172323867,-0.008648823161883751,-0.006742056462276355,-0.009355785989553427
0.018508942649505467,0.004542454719386846,0.015084658337788071,0.010983750491772014,0.015690775696290772,0.017807597149042436,0.010815133189506727,0.015370482421127263,0.01114861868089242,0.022864648153670324,0.006859894609552772,0.015485397611000531,0.002767674373640047,0.01401902574124604,0.014757621962766788,0.00708635002867807,0.005476973058486627,0.009354716886158597,0.010624158183486328,0.018400440687571306,-0.003938461186347568,0.0004077125563956467,0.011594354101788452,0.013201204398722289,0.013079909249644892
-0.016396286834926922,-0.025549927519485576,-0.01980318793637829,-0.018312198024937304,-0.027759947784872667,-0.029519443510817107,-0.027711287348145954,-0.03475116061924002,-0.03103606559581673,-0.03292099345283623,-0.03330254491020709,-0.036132061904043736,-0.023596470170349118,-0.038168475054566255,-0.03629385883517815,-0.024134526936556003,-0.028749584692217237,-0.03437948916650941,-0.03931553372941274,-0.047531054913568,-0.02907847471117243,-0.020081569224475793,-0.03373386931671998,-0.03705272375289161,-0.048787687510707556
-0.0007031775619367011,-0.0017062810679203,-0.008179845777652291,-0.013264647402715806,-0.023279962058900264,-0.015300244712674705,-0.016567401482588763,-0.016258804116979636,-0.020445151507136362,-0.019475941719153185,-0.010170488197574658,-0.008806155957498427,-0.0126157389037499,-0.01936206578918711,-0.02704451281933644,-0.0031777028480785004,-0.007028461349355783,-0.01022886223766561,-0.015127215176270048,-0.03261031478416298,0.0020994451480295952,-0.014334360253516476,-0.00026181288430835153,-0.01567202838531184,-0.021031420672760648
