date,ret_S1BM1,ret_S1BM2,ret_S1BM3,ret_S1BM4,ret_S1BM5,ret_S2BM1,ret_S2BM2,ret_S2BM3,ret_S2BM4,ret_S2BM5,ret_S3BM1,ret_S3BM2,ret_S3BM3,ret_S3BM4,ret_S3BM5,ret_S4BM1,ret_S4BM2,ret_S4BM3,ret_S4BM4,ret_S4BM5,ret_S5BM1,ret_S5BM2,ret_S5BM3,ret_S5BM4,ret_S5BM5
2015-01-05,0.007778005531542989,0.0028038381206855873,0.016351749961908208,0.010100181369880954,0.009959983178519087,0.0030300174626619264,0.006220794504089918,0.014188844987578707,0.011249014406826945,0.0158586727443855,0.004976890493407766,0.010729518574381076,0.013674786471056907,0.02235046943863347,0.02477550872123297,0.0010945500143993174,0.010109861730133556,0.020596575651651183,0.02192743397534558,0.032567612959222274,0.013647977500901035,0.03305941926431903,0.02412909995719511,0.03868137224352552,0.05188136467757595
2015-01-06,0.023125011976606307,0.018588072914281304,0.022906722701334443,0.016317028207724675,0.015245344214108109,0.019581060859721285,0.022030916034810867,0.014405553892895029,0.015498466322502319,0.012130830136139005,0.016850108496583926,0.02052833796593387,0.01916714100126799,0.007845351658475514,0.008998406227608556,0.021306619839619855,0.018027292904673666,0.01611593312016184,0.008329786909253078,-0.0018270760908570601,0.012501236694622763,0.009430495086671438,-0.002498808423574185,-0.0018754342490331425,-0.0042790024991663555
2015-01-07,0.0018478597882968706,-0.0018260527268922596,-0.0013881039960631017,9.848964749951445e-05,-0.004399801454415379,0.0052517645758305585,0.0008336800290403294,0.0014768099859248129,-0.0011857699434221762,0.0006499506446657865,0.0033369528359516636,0.001631611298341525,0.0026909212085900703,0.0012749376377975085,0.0008554915069308527,-0.0010702291150799627,0.0035704205938257103,0.0021879181114879756,0.003676194940420926,0.0006645986242295931,0.0028154451570492228,0.0010652788118794242,0.016715193369986035,0.005598789248543952,0.007347997599514114
2015-01-08,0.00979119135329235,0.003105500932355714,-0.0005933383490827855,-0.005029208067952863,-0.006604113797534285,0.006140034101081777,0.0043386881669799215,-0.0009854718933147702,-0.0045039121302094375,-0.005129320696956411,0.0037207408076374484,-0.0015704485428527598,0.003757483550021812,-0.009392554580520737,-0.01264106134114907,0.0019838189072102458,-0.005033182882696536,-0.0028050095601363594,-0.008566701082880027,-0.017382907143143875,-0.008193328518053898,-0.01600722187744324,-0.01942843487085087,-0.011057760722463167,-0.033067174405289695
2015-01-09,-0.012207218673950417,-0.0022941130737381527,-0.009700773730525207,-0.009601111737575248,-0.0071181442889850415,-0.005374938671222194,-0.009186180603923871,-0.009924258052705857,-0.00509628575436434,-0.008558168225348717,-0.0010706850967276706,-0.00883827750221615,-0.009612860970499734,-0.01013991605710861,-0.010503628911684467,-0.0026899632466071775,-0.008910764089189501,-0.007780392489210746,-0.009765115998841833,-0.010946825455660112,-0.001887973080279284,-0.011061966520437146,0.005920525143323617,-0.0017152849582625484,-0.0037080140503903845
2015-01-12,-0.015031556772469703,-0.017369587398430118,-0.02593277069347614,-0.020865073618869426,-0.018952254816030863,-0.016574903871445956,-0.017050845787210528,-0.011463964568954854,-0.017986407124524952,-0.022287200183323985,0.0010305463637759302,-0.00863193471384081,-0.01646000717945657,-0.02359476543689755,-0.027347359041103206,-0.010933550739060426,-0.011288709047892573,-0.013251450939989235,-0.016510220069157425,-0.02808685889100945,0.004153613902511834,-0.007687340846669621,0.0021795829756137515,-0.01166012742835716,-0.02444992903309106
2015-01-13,0.013302736266048132,0.01914626305981883,0.017319719684051372,0.016810240638834878,0.014094382195319161,0.015121767653610823,0.0194244196056145,0.01543643317042867,0.0168476208366728,0.014668925370607103,0.01540837305705877,0.023244770482096066,0.015711375637918055,0.012835255499992256,0.012341464270861979,0.01822296310406835,0.021661376170640928,0.021288928131113924,0.013236472087448966,0.010598753196375904,0.020797843981472854,0.0006460524292777877,-0.0032129090278102588,0.004537596056098667,-0.0007390089100752711
2015-01-14,-0.0029684111399193216,-0.004524113917560842,-0.0014997339310924033,0.0010886439623800659,-0.008089731715864109,-0.0017205944428589422,-0.0010139967691286996,-7.672843049153167e-05,-0.0006391775458139621,-0.004020416938427111,-0.009571837072559012,-0.0038148729456290455,0.001299070634025595,-0.0026510749022783473,-0.005690267975974094,-0.000500936274023477,-0.0021732888443472768,-0.0064282315167756435,-0.007128775129990594,-0.008679406531856578,-0.007851028893051603,-0.0053917997782711785,-0.008465189947673826,-0.009212622420694563,-0.0018388730457840662
2015-01-15,0.0034792604285737386,0.013008824426369496,0.008379075300465033,0.010873743871745336,0.010177197640929093,0.0003393875434212249,0.004381700897421617,0.01053637940447122,0.007972725809807815,0.011098651246946272,0.004431383637576584,0.0031966809109695085,0.005165037213437595,0.011536512813358924,0.014952137181709138,0.00904832608643824,0.002977244416220423,0.00995379117920733,0.019038779112956487,0.020181451556431702,0.009094908595752184,0.016227032733539048,0.04482423765308117,0.03119153795102378,0.04509012668392086
2015-01-16,0.014035201953273964,0.012540346310749588,0.01542999779222044,0.008304796823156492,0.012316161612162365,0.01838803400508972,0.013194335651017875,0.008985803272473312,0.009926132915542415,0.00831634496397718,0.015459352182571462,0.013803148429547381,0.009342942483618569,0.007026924369870275,0.00843644028048588,0.016745431400896633,0.009909584521564506,0.014328306679232993,0.010199768952152705,0.008297507405440118,0.0214722148639868,0.006459761927205044,0.018390190051271862,0.006932669981248479,0.011551466887590517
2015-01-19,-0.017385975707524082,-0.016052231284404313,-0.014432161256878573,-0.02790841675945977,-0.02838421084126471,-0.021892597941713637,-0.021668719265016012,-0.027660990694902847,-0.029265390899131646,-0.03838353823190146,-0.018763996351650655,-0.015877603444369587,-0.022857099824201824,-0.04565158852800753,-0.05180611247887797,-0.010053221578811255,-0.025585291731183738,-0.04018314426632978,-0.04421496934339202,-0.06982851305638098,-0.0279076175098729,-0.05285717061606322,-0.07843713931718264,-0.07853000836825566,-0.09468815282853135
2015-01-20,0.046702452370444694,0.04514251832544677,0.04054873568707852,0.036142473671646455,0.03686756472191869,0.034319891682033504,0.04076665399881539,0.035844916564518395,0.036793477943068115,0.031672630928249915,0.044744503737075544,0.04277490016816084,0.04293580990952103,0.034872538768708876,0.03229939090937237,0.049643825955173235,0.043468244866001066,0.04061679277784717,0.034388910478323244,0.03087239628132775,0.04122032618071617,0.03292478285176158,0.00888799563692771,0.023003401073767107,0.015053638233432372
2015-01-21,0.029009970941262737,0.0170540965743192,0.02624082355143043,0.029163267923025517,0.024292909497482564,0.02475841118137095,0.021552563547116932,0.027280563459060842,0.025005827915377872,0.031303986883983094,0.02207799510237164,0.027623121381337944,0.021637410036368116,0.02914391305413118,0.028249829527083582,0.02031931454337213,0.026049347929592494,0.025029390383965178,0.0290458549451119,0.031261745754716956,0.026704348486958154,0.037055651247131366,0.059838674867616806,0.05040227315607237,0.05138391686177785
2015-01-22,0.02297208280940587,0.020643122906507314,0.018989607255905084,0.017821806189585957,0.010830178636678855,0.02495770687212001,0.01927883360604377,0.020581409777036104,0.016985353306472994,0.01517089948028931,0.019800407408391247,0.014639221452555118,0.012978630346528061,0.019702099178840176,0.011913576167508376,0.022810618970900212,0.01744447145509616,0.020068084407002817,0.01710385035027729,0.012545123537257986,0.013520017266807292,0.017725203381325275,0.01592037045071063,0.008558985366873252,-0.0013429913212708025
2015-01-23,-0.00820309194887757,-0.011213018026757096,-0.008949947740199927,-0.0032349258867193963,-0.005453199548098747,-0.0037671385035876128,-0.010014870527294339,-0.006279460650165988,-0.00735425703406458,-0.008917285468143058,-0.012666366827509391,-0.004289812563889254,-0.006629969078511076,-0.0035815426824097442,-0.00719119291819092,-0.013193002306622905,-0.011363469828741282,-0.0038168449015334996,-0.0011474223266505093,-0.00783939070724764,-0.012044040217629278,0.0040240266163692525,0.0037258005811446346,0.004760167994341199,0.004766883387675334
2015-01-26,0.020275608687166612,0.018118674592200037,0.017953431719554,0.022148882723714697,0.023610924082759853,0.010214670999351272,0.023853083590153708,0.021015000952590557,0.023484508302996216,0.021579649573418243,0.021365789438294584,0.025049800877006277,0.02474023327741392,0.023035625678087826,0.02477075400789972,0.019274990655788624,0.020260716632708498,0.02700263412769425,0.02634552922543803,0.02489298924401928,0.027146671742593352,0.005734503340996977,0.012282797832455155,0.01868593895152555,0.00578781024884851
2015-01-27,0.00697700949263627,0.0071712069651300395,0.007668273203446528,0.012265204819999454,0.00813183656651443,0.009019724645535826,0.011960176519711836,0.010319371100641581,0.005918971090199326,0.004512747552168668,0.015892083495041516,0.010080454896233618,0.006069767614466419,0.008053870154347317,0.008688701218305148,0.006290948493998447,0.006832838675457892,0.0009169505994457265,0.004411969911809391,0.00586114683991867,-0.000760153568193299,0.007023950560310233,-0.00017129784173215029,-0.007223612390707185,-0.017487572349204724
