HS300_date,close_price,close_returns,open_returns,today_returns,volume,Rft
2015-01-05,3641.54,0.0,0.0,0.02115762641997243,451198098.0,0.0235
2015-01-06,3641.06,-0.00013181236509829386,-0.009092307100841968,0.009042713867249752,420962185.0,0.0235
2015-01-07,3643.79,0.0007497816569899118,-0.005531356253398734,0.006316074367840097,320191232.0,0.0235
2015-01-08,3559.26,-0.023198373122490512,0.001723480222515672,-0.02487897492376856,295003045.0,0.0235
2015-01-09,3546.72,-0.0035232042615600534,-0.0032843905755690628,-0.00023960062803562998,349982672.0,0.0235
2015-01-12,3513.58,-0.00934384445346681,-0.004288469346325541,-0.005077148302001233,266567175.0,0.0235
2015-01-13,3514.04,0.00013092059950259305,-0.00202926929228886,0.0021645824124114643,187153965.0,0.0235
2015-01-14,3502.42,-0.003306735267669114,0.0025241602258367912,-0.005816214436360823,196012510.0,0.0235
2015-01-15,3604.12,0.029037065800218143,-0.00019986180983444513,0.02924277212341364,237812338.0,0.0235
2015-01-16,3635.15,0.008609591245574588,0.003365592710564691,0.005226408572416297,282681614.0,0.0235
2015-01-19,3355.16,-0.07702295641170243,-0.06083380328184529,-0.017237793679573343,329505275.0,0.0235
2015-01-20,3396.22,0.012237866450482304,-0.005475148726141188,0.01781053047989234,297843232.0,0.0235
2015-01-21,3548.89,0.04495291824440106,0.00714618016500701,0.037538481328698525,337928210.0,0.0235
2015-01-22,3567.61,0.005274888768037389,0.0006086410116967755,0.004663409414116915,268853599.0,0.0235
2015-01-23,3571.73,0.0011548347493139932,0.004058739604384964,-0.0028921663051458824,280172172.0,0.0235
2015-01-26,3607.99,0.01015194317599577,0.0023490017442526767,0.007784655262952134,239766203.0,0.0235
2015-01-27,3574.93,-0.009162996571498216,0.0016768339158368395,-0.010821684320040714,287669179.0,0.0235
2015-01-28,3525.32,-0.013877194798219694,-0.007745606207674061,-0.006179452193818213,216220214.0,0.0235
2015-01-29,3481.8,-0.012344978611870672,-0.014296574495365033,0.001979901695578601,211618860.0,0.0235
2015-01-30,3434.39,-0.013616520190706027,0.0043339651904186205,-0.017873024315892105,196479157.0,0.0235
2015-02-02,3353.96,-0.02341900599524216,-0.021605001179248684,-0.0018540618238849227,195183699.0,0.0235
2015-02-03,3437.45,0.024892962348984415,0.010328089780438532,0.014415983001829558,192846096.0,0.0235
2015-02-04,3401.77,-0.010379787342361335,0.0025280367714439755,-0.012875274945301052,191304349.0,0.0235
2015-02-05,3366.95,-0.010235847808640841,0.025333870308692275,-0.03469086426124224,250430609.0,0.0235
2015-02-06,3312.42,-0.016195666701317113,-0.004342208824009819,-0.011905152535699015,192664186.0,0.0235
2015-02-09,3345.92,0.010113451796571749,-0.002019671418479585,0.012157677729276228,172353820.0,0.0235
2015-02-10,3406.94,0.01823713657230308,-0.000251052027544052,0.01849283126263046,159309088.0,0.0235
2015-02-11,3434.12,0.00797783348107095,0.002653407456544521,0.005310335540606115,144613772.0,0.0235
2015-02-12,3442.87,0.002547959884919626,0.00036108231512010924,0.0021860882120068315,156081691.0,0.0235
2015-02-13,3469.83,0.007830676151001859,0.004635667335682214,0.003180266159366063,201089971.0,0.0235
2015-02-16,3499.48,0.00854508722329328,0.000997167008181865,0.007540401175830436,165641343.0,0.0235
2015-02-17,3522.32,0.006526683964474866,0.003446226296478283,0.0030698781731093305,165328313.0,0.0235
2015-02-25,3478.73,-0.012375366235889973,0.0020526244066410015,-0.01439843606125435,165539351.0,0.0235
2015-02-26,3566.29,0.02517010518206364,-0.001443055367907231,0.02665162031372792,229328438.0,0.0235
2015-02-27,3572.84,0.0018366425613172144,-0.0002972276511444827,0.0021345046462641903,222786438.0,0.0235
