date,MktRet,SMB,HML,rft
2015-01-05,0.035469045697938975,-0.018828370088674877,0.01746947113842656,0.00025812359837784626
2015-01-06,0.002519890479877781,0.012392727812990254,-0.011721272704043302,0.00025812359837784626
2015-01-07,0.006113652972901948,-0.003849453907077617,0.003848396519726611,0.00025812359837784626
2015-01-08,-0.019548647869325118,0.014687511613481325,-0.0175105824667308,0.00025812359837784626
2015-01-09,-0.0039035269931975364,-0.0036751172459594996,0.0009642357167683668,0.00025812359837784626
2015-01-12,-0.014816023546162757,-0.00549136038384862,-0.015257477627055949,0.00025812359837784626
2015-01-13,0.004734065564891627,0.010028012875387411,-0.008548905426981071,0.00025812359837784626
2015-01-14,-0.0046094154570202935,0.0027025652430393244,0.0019511478444650312,0.00025812359837784626
2015-01-15,0.031454355957022076,-0.019517680271158216,0.018750185525159127,0.00025812359837784626
2015-01-16,0.012229105806439163,-0.0024409636378906613,-0.007371213230612444,0.00025812359837784626
2015-01-19,-0.06981942701394442,0.037157873255886556,-0.036123525836687015,0.00025812359837784626
2015-01-20,0.023574193595816327,0.012599999521346543,-0.013249567719436195,0.00025812359837784626
2015-01-21,0.04396687902016558,-0.01619234680356085,0.011860132829093546,0.00025812359837784626
2015-01-22,0.00881020763405013,0.0073425760494748304,-0.01161509193207482,0.00025812359837784626
2015-01-23,0.0008312046920351712,-0.005746535648777466,0.007920402765585526,0.00025812359837784626
2015-01-26,0.02001385530338206,-0.007347739490061095,-0.026151792577921492,0.00025812359837784626
2015-01-27,-0.0053847675246860615,0.012536747765976058,-0.006634944837721251,0.00025812359837784626
2015-01-28,-0.012972743589271623,0.011222173075868955,-0.0013246565057270319,0.00025812359837784626
2015-01-29,-0.01142725513467976,0.00830773904450864,-0.0060278884308355846,0.00025812359837784626
2015-01-30,-0.014537778338175036,0.0066503371718588215,0.003545181949543553,0.00025812359837784626
2015-02-02,-0.020375657998015318,0.01583675279411414,-0.012414146211789413,0.00025812359837784626
2015-02-03,0.025139138106396224,-0.009368635724387116,-0.0005782767604092867,0.00025812359837784626
2015-02-04,-0.007461430038877036,0.0038130067312475762,-0.0056170957604845095,0.00025812359837784626
2015-02-05,-0.010393452238676626,0.004761590018291317,-0.008804331573565341,0.00025812359837784626
2015-02-06,-0.019491405300990847,-0.00017467677706809945,-0.0024877513307934272,0.00025812359837784626
2015-02-09,0.005349605641215337,-0.011990590899413511,0.008515488818623096,0.00025812359837784626
2015-02-10,0.016523169489846862,-0.009752902459590219,-0.0010537039816138107,0.00025812359837784626
2015-02-11,0.00777275921858047,0.0034294559369287877,-0.013491026639528454,0.00025812359837784626
2015-02-12,0.00585470193715641,0.0058386670831987505,-0.00028410530680397436,0.00025812359837784626
2015-02-13,0.011135372867566058,0.007225032578924005,-0.0030347755831227185,0.00025812359837784626
2015-02-16,0.0094976409686773,0.008026697546127143,-0.01310845423110097,0.00025812359837784626
2015-02-17,0.008233466995953669,0.00033035050474296713,-0.0022472298605182286,0.00025812359837784626
2015-02-25,-0.004635006034326839,0.007554131238735561,0.003984233302787388,0.00025812359837784626
2015-02-26,0.019926361329784575,-0.007127964197750034,0.009732763211978163,0.00025812359837784626
2015-02-27,0.005048219379185082,0.005985660036739008,-0.005270824877384943,0.00025812359837784626
2015-03-02,0.012074008040119865,0.009336476468972555,-0.010311404410279138,0.00023094376543442152
2015-03-03,-0.01924288277350874,0.018048075089872204,-0.013761110839238602,0.00023094376543442152
2015-03-04,0.009187265527287701,0.008779223172578544,-0.006675178014395267,0.00023094376543442152
2015-03-05,-0.006134590982743549,0.017059791652640814,-0.009008462123780502,0.00023094376543442152
2015-03-06,-0.004644488870614903,0.001710912126906299,0.010089435344561597,0.00023094376543442152
2015-03-09,0.01785673952315905,0.002375143723480695,0.003772901862955945,0.00023094376543442152
2015-03-10,-0.0005548920371025983,0.012663775258606203,-0.010796980250279736,0.00023094376543442152
2015-03-11,0.0011001818796907356,0.0020226691056464785,0.0014483874086825216,0.00023094376543442152
2015-03-12,0.013880238039391202,-0.01606394809708149,0.013016215559891494,0.00023094376543442152
2015-03-13,0.008727740013176534,0.006479725129876501,-0.004594056426521571,0.00023094376543442152
2015-03-16,0.025908168984986598,0.0033243530282832737,-0.012486351901733785,0.00023094376543442152
2015-03-17,0.016012727327810047,0.0023141862090613405,0.0019185027989437088,0.00023094376543442152
