Exchflg,Mktflg,Sizeflg,BMflg,Date,SampSize,Pdret_tmv,Pdret_mc
0,A,2,5,2017-04-12,95,-0.0097,-0.0117
0,A,3,5,2017-04-12,82,-0.0095,-0.0054
0,A,4,5,2017-04-12,81,-0.0083,-0.0100
0,A,5,5,2017-04-12,150,-0.0031,-0.0031
0,A,1,1,2017-04-13,106,-0.0009,0.0090
0,A,2,1,2017-04-13,80,0.0043,0.0105
0,A,3,1,2017-04-13,89,0.0020,0.0027
0,A,4,1,2017-04-13,119,0.0007,0.0019
0,A,5,1,2017-04-13,99,0.0069,0.0005
0,A,1,2,2017-04-13,111,0.0017,-0.0038
0,A,2,2,2017-04-13,109,0.0037,0.0071
0,A,3,2,2017-04-13,92,-0.0001,-0.0003
0,A,4,2,2017-04-13,100,0.0015,0.0052
0,A,5,2,2017-04-13,80,0.0067,0.0050
0,A,1,3,2017-04-13,96,-0.0005,0.0017
0,A,2,3,2017-04-13,107,0.0005,0.0018
0,A,3,3,2017-04-13,111,0.0038,0.0017
0,A,4,3,2017-04-13,96,0.0019,0.0022
0,A,5,3,2017-04-13,82,0.0098,0.0093
0,A,1,4,2017-04-13,95,0.0016,-0.0009
0,A,2,4,2017-04-13,103,0.0006,0.0048
0,A,3,4,2017-04-13,118,0.0073,0.0045
0,A,4,4,2017-04-13,97,0.0114,0.0078
0,A,5,4,2017-04-13,81,0.0028,0.0040
0,A,1,5,2017-04-13,85,0.0061,0.0104
0,A,2,5,2017-04-13,95,0.0050,0.0080
0,A,3,5,2017-04-13,82,0.0045,0.0052
0,A,4,5,2017-04-13,81,0.0084,0.0097
0,A,5,5,2017-04-13,150,0.0015,0.0016
0,A,1,1,2017-04-14,106,-0.0207,-0.0206
0,A,2,1,2017-04-14,80,-0.0198,-0.0216
0,A,3,1,2017-04-14,89,-0.0171,-0.0209
0,A,4,1,2017-04-14,119,-0.0132,-0.0145
0,A,5,1,2017-04-14,99,-0.0068,-0.0083
0,A,1,2,2017-04-14,111,-0.0228,-0.0278
0,A,2,2,2017-04-14,109,-0.0156,-0.0115
0,A,3,2,2017-04-14,92,-0.0126,-0.0111
0,A,4,2,2017-04-14,100,-0.0148,-0.0135
0,A,5,2,2017-04-14,80,-0.0106,-0.0096
0,A,1,3,2017-04-14,96,-0.0209,-0.0237
0,A,2,3,2017-04-14,107,-0.0179,-0.0145
0,A,3,3,2017-04-14,111,-0.0175,-0.0159
0,A,4,3,2017-04-14,96,-0.0164,-0.0175
0,A,5,3,2017-04-14,82,-0.0130,-0.0130
0,A,1,4,2017-04-14,95,-0.0193,-0.0194
0,A,2,4,2017-04-14,103,-0.0190,-0.0184
0,A,3,4,2017-04-14,118,-0.0136,-0.0149
0,A,4,4,2017-04-14,97,-0.0173,-0.0153
0,A,5,4,2017-04-14,81,-0.0107,-0.0107
0,A,1,5,2017-04-14,85,-0.0166,-0.0176
0,A,2,5,2017-04-14,95,-0.0198,-0.0242
0,A,3,5,2017-04-14,82,-0.0151,-0.0168
0,A,4,5,2017-04-14,81,-0.0170,-0.0181
0,A,5,5,2017-04-14,150,-0.0080,-0.0079
0,A,1,1,2017-04-17,106,-0.0254,-0.0177
0,A,2,1,2017-04-17,80,-0.0271,-0.0192
0,A,3,1,2017-04-17,89,-0.0146,-0.0184
0,A,4,1,2017-04-17,119,-0.0139,-0.0149
0,A,5,1,2017-04-17,99,-0.0092,-0.0113
0,A,1,2,2017-04-17,111,-0.0246,-0.0229
0,A,2,2,2017-04-17,109,-0.0204,-0.0258
0,A,3,2,2017-04-17,92,-0.0251,-0.0209
0,A,4,2,2017-04-17,100,-0.0164,-0.0166
0,A,5,2,2017-04-17,80,-0.0043,-0.0043
0,A,1,3,2017-04-17,96,-0.0153,-0.0280
0,A,2,3,2017-04-17,107,-0.0239,-0.0221
0,A,3,3,2017-04-17,111,-0.0169,-0.0141
0,A,4,3,2017-04-17,96,-0.0120,-0.0156
0,A,5,3,2017-04-17,82,-0.0024,-0.0036
0,A,1,4,2017-04-17,95,-0.0225,-0.0153
0,A,2,4,2017-04-17,103,-0.0124,-0.0176
0,A,3,4,2017-04-17,118,-0.0184,-0.0117
0,A,4,4,2017-04-17,97,-0.0162,-0.0110
0,A,5,4,2017-04-17,81,-0.0066,-0.0080
0,A,1,5,2017-04-17,85,-0.0115,-0.0192
0,A,2,5,2017-04-17,95,-0.0135,-0.0129
0,A,3,5,2017-04-17,82,-0.0111,-0.0067
0,A,4,5,2017-04-17,81,-0.0081,-0.0165
0,A,5,5,2017-04-17,150,-0.0035,-0.0031
0,A,1,1,2017-04-18,106,-0.0157,-0.0163
0,A,2,1,2017-04-18,80,-0.0147,-0.0163
0,A,3,1,2017-04-18,89,-0.0169,-0.0128
0,A,4,1,2017-04-18,119,-0.0146,-0.0141
0,A,5,1,2017-04-18,99,-0.0066,-0.0042
0,A,1,2,2017-04-18,111,-0.0082,-0.0123
0,A,2,2,2017-04-18,109,-0.0075,-0.0124
0,A,3,2,2017-04-18,92,-0.0118,-0.0092
0,A,4,2,2017-04-18,100,-0.0106,-0.0159
0,A,5,2,2017-04-18,80,0.0022,0.0042
0,A,1,3,2017-04-18,96,-0.0115,-0.0122
0,A,2,3,2017-04-18,107,-0.0114,-0.0047
0,A,3,3,2017-04-18,111,-0.0090,-0.0076
0,A,4,3,2017-04-18,96,-0.0057,-0.0079
0,A,5,3,2017-04-18,82,0.0040,0.0040
0,A,1,4,2017-04-18,95,-0.0136,-0.0099
0,A,2,4,2017-04-18,103,-0.0076,-0.0076
0,A,3,4,2017-04-18,118,-0.0090,-0.0089
0,A,4,4,2017-04-18,97,-0.0083,-0.0083
0,A,5,4,2017-04-18,81,-0.0023,-0.0042
0,A,1,5,2017-04-18,85,-0.0096,-0.0121
0,A,2,5,2017-04-18,95,-0.0044,-0.0075
0,A,3,5,2017-04-18,82,-0.0111,-0.0085
0,A,4,5,2017-04-18,81,-0.0019,-0.0067
0,A,5,5,2017-04-18,150,-0.0052,-0.0044
0,A,1,1,2017-04-19,106,-0.0194,-0.0245
0,A,2,1,2017-04-19,80,-0.0231,-0.0195
0,A,3,1,2017-04-19,89,-0.0203,-0.0138
0,A,4,1,2017-04-19,119,-0.0108,-0.0133
0,A,5,1,2017-04-19,99,-0.0083,-0.0041
0,A,1,2,2017-04-19,111,-0.0209,-0.0152
0,A,2,2,2017-04-19,109,-0.0114,-0.0105
0,A,3,2,2017-04-19,92,-0.0114,-0.0115
0,A,4,2,2017-04-19,100,-0.0117,-0.0132
0,A,5,2,2017-04-19,80,-0.0026,-0.0032
0,A,1,3,2017-04-19,96,-0.0181,-0.0167
0,A,2,3,2017-04-19,107,-0.0191,-0.0142
0,A,3,3,2017-04-19,111,-0.0161,-0.0157
0,A,4,3,2017-04-19,96,-0.0102,-0.0088
0,A,5,3,2017-04-19,82,-0.0075,-0.0020
0,A,1,4,2017-04-19,95,-0.0160,-0.0237
0,A,2,4,2017-04-19,103,-0.0167,-0.0155
0,A,3,4,2017-04-19,118,-0.0143,-0.0153
0,A,4,4,2017-04-19,97,-0.0117,-0.0174
0,A,5,4,2017-04-19,81,-0.0042,-0.0106
0,A,1,5,2017-04-19,85,-0.0209,-0.0218
0,A,2,5,2017-04-19,95,-0.0196,-0.0197
0,A,3,5,2017-04-19,82,-0.0158,-0.0172
0,A,4,5,2017-04-19,81,-0.0115,-0.0124
0,A,5,5,2017-04-19,150,-0.0103,-0.0093
0,A,1,1,2017-04-20,106,-0.0051,-0.0057
0,A,2,1,2017-04-20,80,-0.0095,-0.0137
0,A,3,1,2017-04-20,89,-0.0087,-0.0078
0,A,4,1,2017-04-20,119,-0.0048,-0.0053
0,A,5,1,2017-04-20,99,0.0081,0.0064
0,A,1,2,2017-04-20,111,-0.0104,-0.0070
0,A,2,2,2017-04-20,109,-0.0107,-0.0102
0,A,3,2,2017-04-20,92,-0.0054,-0.0033
0,A,4,2,2017-04-20,100,-0.0010,-0.0060
0,A,5,2,2017-04-20,80,0.0123,0.0129
0,A,1,3,2017-04-20,96,-0.0086,-0.0094
0,A,2,3,2017-04-20,107,-0.0035,-0.0086
0,A,3,3,2017-04-20,111,-0.0057,-0.0016
0,A,4,3,2017-04-20,96,-0.0012,0.0043
0,A,5,3,2017-04-20,82,0.0106,0.0067
0,A,1,4,2017-04-20,95,-0.0101,-0.0077
0,A,2,4,2017-04-20,103,-0.0051,-0.0092
0,A,3,4,2017-04-20,118,-0.0037,-0.0037
0,A,4,4,2017-04-20,97,-0.0026,-0.0051
0,A,5,4,2017-04-20,81,0.0041,0.0040
0,A,1,5,2017-04-20,85,-0.0080,-0.0065
0,A,2,5,2017-04-20,95,-0.0051,-0.0071
0,A,3,5,2017-04-20,82,-0.0052,-0.0003
0,A,4,5,2017-04-20,81,-0.0016,-0.0081
0,A,5,5,2017-04-20,150,0.0009,0.0025
0,A,1,1,2017-04-21,106,-0.0055,-0.0016
0,A,2,1,2017-04-21,80,-0.0057,-0.0090
0,A,3,1,2017-04-21,89,-0.0076,-0.0056
0,A,4,1,2017-04-21,119,-0.0064,-0.0040
0,A,5,1,2017-04-21,99,-0.0072,-0.0049
0,A,1,2,2017-04-21,111,-0.0059,-0.0023
0,A,2,2,2017-04-21,109,-0.0057,-0.0081
0,A,3,2,2017-04-21,92,-0.0076,-0.0054
0,A,4,2,2017-04-21,100,-0.0028,-0.0039
0,A,5,2,2017-04-21,80,-0.0022,-0.0033
0,A,1,3,2017-04-21,96,-0.0077,-0.0037
0,A,2,3,2017-04-21,107,-0.0009,-0.0042
0,A,3,3,2017-04-21,111,-0.0080,-0.0105
0,A,4,3,2017-04-21,96,-0.0046,-0.0076
0,A,5,3,2017-04-21,82,-0.0152,-0.0120
0,A,1,4,2017-04-21,95,-0.0031,-0.0063
0,A,2,4,2017-04-21,103,-0.0074,-0.0076
0,A,3,4,2017-04-21,118,-0.0084,-0.0069
0,A,4,4,2017-04-21,97,-0.0080,-0.0117
0,A,5,4,2017-04-21,81,-0.0046,-0.0056
0,A,1,5,2017-04-21,85,-0.0100,-0.0098
0,A,2,5,2017-04-21,95,-0.0087,-0.0026
0,A,3,5,2017-04-21,82,0.0007,-0.0029
0,A,4,5,2017-04-21,81,-0.0048,-0.0075
0,A,5,5,2017-04-21,150,0.0030,0.0031
0,A,1,1,2017-04-24,106,-0.0388,-0.0458
0,A,2,1,2017-04-24,80,-0.0452,-0.0356
0,A,3,1,2017-04-24,89,-0.0395,-0.0331
0,A,4,1,2017-04-24,119,-0.0280,-0.0290
0,A,5,1,2017-04-24,99,-0.0198,-0.0195
0,A,1,2,2017-04-24,111,-0.0320,-0.0332
0,A,2,2,2017-04-24,109,-0.0362,-0.0337
0,A,3,2,2017-04-24,92,-0.0328,-0.0298
0,A,4,2,2017-04-24,100,-0.0343,-0.0369
0,A,5,2,2017-04-24,80,-0.0207,-0.0170
0,A,1,3,2017-04-24,96,-0.0345,-0.0421
0,A,2,3,2017-04-24,107,-0.0384,-0.0353
0,A,3,3,2017-04-24,111,-0.0336,-0.0359
0,A,4,3,2017-04-24,96,-0.0235,-0.0269
0,A,5,3,2017-04-24,82,-0.0170,-0.0185
0,A,1,4,2017-04-24,95,-0.0422,-0.0404
0,A,2,4,2017-04-24,103,-0.0418,-0.0393
0,A,3,4,2017-04-24,118,-0.0369,-0.0343
0,A,4,4,2017-04-24,97,-0.0257,-0.0281
0,A,5,4,2017-04-24,81,-0.0170,-0.0179
0,A,1,5,2017-04-24,85,-0.0369,-0.0447
0,A,2,5,2017-04-24,95,-0.0385,-0.0412
0,A,3,5,2017-04-24,82,-0.0346,-0.0358
0,A,4,5,2017-04-24,81,-0.0293,-0.0273
0,A,5,5,2017-04-24,150,-0.0164,-0.0165
0,A,1,1,2017-04-25,106,0.0090,-0.0054
0,A,2,1,2017-04-25,80,0.0048,0.0040
0,A,3,1,2017-04-25,89,0.0057,0.0052
0,A,4,1,2017-04-25,119,0.0007,0.0003
0,A,5,1,2017-04-25,99,0.0031,0.0043
0,A,1,2,2017-04-25,111,0.0059,-0.0002
0,A,2,2,2017-04-25,109,0.0026,0.0037
0,A,3,2,2017-04-25,92,0.0031,0.0077
0,A,4,2,2017-04-25,100,-0.0015,0.0016
0,A,5,2,2017-04-25,80,0.0081,0.0107
0,A,1,3,2017-04-25,96,0.0037,0.0042
0,A,2,3,2017-04-25,107,0.0012,0.0062
0,A,3,3,2017-04-25,111,0.0008,0.0024
0,A,4,3,2017-04-25,96,0.0038,0.0007
0,A,5,3,2017-04-25,82,0.0117,0.0105
0,A,1,4,2017-04-25,95,0.0075,0.0032
0,A,2,4,2017-04-25,103,0.0037,0.0009
0,A,3,4,2017-04-25,118,0.0025,0.0046
0,A,4,4,2017-04-25,97,0.0038,0.0032
0,A,5,4,2017-04-25,81,0.0079,0.0065
0,A,1,5,2017-04-25,85,0.0055,0.0089
0,A,2,5,2017-04-25,95,0.0093,0.0055
0,A,3,5,2017-04-25,82,0.0058,0.0071
0,A,4,5,2017-04-25,81,0.0057,0.0068
0,A,5,5,2017-04-25,150,-0.0015,-0.0013
0,A,1,1,2017-04-26,106,0.0072,0.0081
0,A,2,1,2017-04-26,80,0.0031,0.0045
0,A,3,1,2017-04-26,89,0.0048,0.0028
0,A,4,1,2017-04-26,119,-0.0033,-0.0033
0,A,5,1,2017-04-26,99,-0.0028,0.0010
0,A,1,2,2017-04-26,111,0.0030,0.0022
0,A,2,2,2017-04-26,109,0.0076,0.0025
0,A,3,2,2017-04-26,92,0.0045,0.0051
0,A,4,2,2017-04-26,100,0.0005,0.0017
0,A,5,2,2017-04-26,80,0.0049,0.0028
0,A,1,3,2017-04-26,96,0.0062,-0.0007
0,A,2,3,2017-04-26,107,0.0041,0.0052
0,A,3,3,2017-04-26,111,0.0029,0.0000
0,A,4,3,2017-04-26,96,0.0007,0.0037
0,A,5,3,2017-04-26,82,0.0007,0.0022
0,A,1,4,2017-04-26,95,0.0050,0.0040
0,A,2,4,2017-04-26,103,0.0062,0.0061
0,A,3,4,2017-04-26,118,0.0029,0.0076
0,A,4,4,2017-04-26,97,0.0064,0.0047
0,A,5,4,2017-04-26,81,-0.0044,-0.0052
0,A,1,5,2017-04-26,85,0.0048,0.0071
0,A,2,5,2017-04-26,95,0.0021,0.0043
0,A,3,5,2017-04-26,82,0.0026,0.0013
0,A,4,5,2017-04-26,81,0.0084,0.0099
0,A,5,5,2017-04-26,150,0.0012,0.0003
0,A,1,1,2017-04-27,106,0.0096,0.0109
0,A,2,1,2017-04-27,80,0.0049,0.0034
0,A,3,1,2017-04-27,89,0.0040,0.0075
0,A,4,1,2017-04-27,119,0.0055,0.0096
0,A,5,1,2017-04-27,99,0.0077,0.0050
0,A,1,2,2017-04-27,111,0.0087,0.0126
0,A,2,2,2017-04-27,109,0.0049,0.0047
0,A,3,2,2017-04-27,92,0.0080,0.0068
0,A,4,2,2017-04-27,100,0.0082,0.0065
0,A,5,2,2017-04-27,80,0.0005,-0.0013
0,A,1,3,2017-04-27,96,0.0058,0.0054
0,A,2,3,2017-04-27,107,0.0082,0.0062
0,A,3,3,2017-04-27,111,0.0059,0.0056
0,A,4,3,2017-04-27,96,0.0012,0.0070
0,A,5,3,2017-04-27,82,0.0039,0.0041
0,A,1,4,2017-04-27,95,0.0094,0.0084
0,A,2,4,2017-04-27,103,0.0106,0.0083
0,A,3,4,2017-04-27,118,0.0057,0.0044
0,A,4,4,2017-04-27,97,0.0056,0.0043
0,A,5,4,2017-04-27,81,-0.0020,-0.0035
0,A,1,5,2017-04-27,85,0.0117,0.0147
0,A,2,5,2017-04-27,95,0.0067,0.0090
0,A,3,5,2017-04-27,82,0.0025,0.0048
0,A,4,5,2017-04-27,81,-0.0011,-0.0017
0,A,5,5,2017-04-27,150,-0.0007,-0.0003
0,A,1,1,2017-04-28,106,0.0176,0.0181
0,A,2,1,2017-04-28,80,0.0106,0.0076
0,A,3,1,2017-04-28,89,0.0053,0.0119
0,A,4,1,2017-04-28,119,0.0044,0.0034
0,A,5,1,2017-04-28,99,0.0006,0.0044
0,A,1,2,2017-04-28,111,0.0101,0.0136
0,A,2,2,2017-04-28,109,0.0122,0.0065
0,A,3,2,2017-04-28,92,0.0060,0.0034
0,A,4,2,2017-04-28,100,0.0037,0.0054
0,A,5,2,2017-04-28,80,-0.0033,-0.0018
0,A,1,3,2017-04-28,96,0.0106,0.0104
0,A,2,3,2017-04-28,107,0.0100,0.0077
0,A,3,3,2017-04-28,111,0.0082,0.0080
0,A,4,3,2017-04-28,96,0.0058,0.0026
0,A,5,3,2017-04-28,82,-0.0053,-0.0089
0,A,1,4,2017-04-28,95,0.0123,0.0117
0,A,2,4,2017-04-28,103,0.0095,0.0097
0,A,3,4,2017-04-28,118,0.0091,0.0057
0,A,4,4,2017-04-28,97,0.0048,0.0037
0,A,5,4,2017-04-28,81,-0.0023,-0.0003
0,A,1,5,2017-04-28,85,0.0074,0.0104
0,A,2,5,2017-04-28,95,0.0080,0.0102
0,A,3,5,2017-04-28,82,0.0048,0.0069
0,A,4,5,2017-04-28,81,0.0048,0.0064
0,A,5,5,2017-04-28,150,0.0005,0.0003
0,A,1,1,2017-05-02,106,0.0060,-0.0021
0,A,2,1,2017-05-02,80,0.0014,0.0059
0,A,3,1,2017-05-02,89,-0.0023,0.0005
0,A,4,1,2017-05-02,119,-0.0007,-0.0021
0,A,5,1,2017-05-02,99,-0.0025,0.0007
0,A,1,2,2017-05-02,111,0.0081,0.0106
0,A,2,2,2017-05-02,109,0.0113,0.0015
0,A,3,2,2017-05-02,92,0.0010,-0.0059
0,A,4,2,2017-05-02,100,0.0014,0.0033
0,A,5,2,2017-05-02,80,-0.0022,-0.0015
0,A,1,3,2017-05-02,96,0.0008,0.0023
0,A,2,3,2017-05-02,107,-0.0003,0.0026
0,A,3,3,2017-05-02,111,0.0017,0.0014
0,A,4,3,2017-05-02,96,-0.0003,0.0000
0,A,5,3,2017-05-02,82,-0.0014,-0.0034
0,A,1,4,2017-05-02,95,0.0024,0.0074
0,A,2,4,2017-05-02,103,0.0050,0.0067
0,A,3,4,2017-05-02,118,0.0039,0.0012
0,A,4,4,2017-05-02,97,0.0024,-0.0031
0,A,5,4,2017-05-02,81,-0.0031,0.0003
0,A,1,5,2017-05-02,85,0.0044,0.0057
0,A,2,5,2017-05-02,95,0.0007,0.0038
0,A,3,5,2017-05-02,82,-0.0025,0.0039
0,A,4,5,2017-05-02,81,0.0001,0.0046
0,A,5,5,2017-05-02,150,-0.0014,-0.0025
0,A,1,1,2017-05-03,106,-0.0024,-0.0020
0,A,2,1,2017-05-03,80,0.0041,-0.0027
0,A,3,1,2017-05-03,89,-0.0051,-0.0050
0,A,4,1,2017-05-03,119,-0.0002,0.0001
0,A,5,1,2017-05-03,99,-0.0012,-0.0050
0,A,1,2,2017-05-03,111,0.0010,-0.0012
0,A,2,2,2017-05-03,109,0.0013,-0.0020
0,A,3,2,2017-05-03,92,-0.0011,-0.0017
0,A,4,2,2017-05-03,100,-0.0025,0.0015
0,A,5,2,2017-05-03,80,-0.0040,-0.0021
0,A,1,3,2017-05-03,96,-0.0013,-0.0005
0,A,2,3,2017-05-03,107,-0.0036,-0.0026
0,A,3,3,2017-05-03,111,-0.0017,-0.0057
0,A,4,3,2017-05-03,96,-0.0024,-0.0020
0,A,5,3,2017-05-03,82,0.0023,0.0003
0,A,1,4,2017-05-03,95,-0.0017,-0.0009
0,A,2,4,2017-05-03,103,-0.0014,-0.0031
0,A,3,4,2017-05-03,118,-0.0010,-0.0031
0,A,4,4,2017-05-03,97,-0.0027,-0.0004
0,A,5,4,2017-05-03,81,-0.0055,-0.0051
0,A,1,5,2017-05-03,85,-0.0025,0.0015
0,A,2,5,2017-05-03,95,-0.0024,-0.0010
0,A,3,5,2017-05-03,82,-0.0047,-0.0009
0,A,4,5,2017-05-03,81,-0.0091,-0.0086
0,A,5,5,2017-05-03,150,-0.0071,-0.0067
0,A,1,1,2017-05-04,106,-0.0075,-0.0057
0,A,2,1,2017-05-04,80,-0.0020,-0.0006
0,A,3,1,2017-05-04,89,-0.0012,-0.0007
0,A,4,1,2017-05-04,119,-0.0063,-0.0066
0,A,5,1,2017-05-04,99,-0.0053,-0.0034
0,A,1,2,2017-05-04,111,-0.0023,-0.0009
0,A,2,2,2017-05-04,109,-0.0060,-0.0098
0,A,3,2,2017-05-04,92,0.0000,-0.0024
0,A,4,2,2017-05-04,100,-0.0037,0.0019
0,A,5,2,2017-05-04,80,0.0005,-0.0012
0,A,1,3,2017-05-04,96,-0.0040,-0.0008
0,A,2,3,2017-05-04,107,0.0046,-0.0036
0,A,3,3,2017-05-04,111,-0.0033,-0.0033
0,A,4,3,2017-05-04,96,-0.0049,-0.0065
0,A,5,3,2017-05-04,82,-0.0037,-0.0020
0,A,1,4,2017-05-04,95,-0.0018,-0.0020
0,A,2,4,2017-05-04,103,-0.0035,-0.0008
0,A,3,4,2017-05-04,118,-0.0011,-0.0059
0,A,4,4,2017-05-04,97,-0.0074,-0.0039
0,A,5,4,2017-05-04,81,-0.0058,-0.0041
0,A,1,5,2017-05-04,85,-0.0023,-0.0049
0,A,2,5,2017-05-04,95,-0.0054,-0.0038
0,A,3,5,2017-05-04,82,-0.0035,-0.0049
0,A,4,5,2017-05-04,81,-0.0027,-0.0026
0,A,5,5,2017-05-04,150,0.0000,-0.0006
0,A,1,1,2017-05-05,106,-0.0170,-0.0179
0,A,2,1,2017-05-05,80,-0.0170,-0.0126
0,A,3,1,2017-05-05,89,-0.0107,-0.0123
0,A,4,1,2017-05-05,119,-0.0162,-0.0179
0,A,5,1,2017-05-05,99,-0.0105,-0.0123
0,A,1,2,2017-05-05,111,-0.0141,-0.0155
0,A,2,2,2017-05-05,109,-0.0153,-0.0120
0,A,3,2,2017-05-05,92,-0.0130,-0.0148
0,A,4,2,2017-05-05,100,-0.0152,-0.0147
0,A,5,2,2017-05-05,80,-0.0106,-0.0094
0,A,1,3,2017-05-05,96,-0.0138,-0.0163
0,A,2,3,2017-05-05,107,-0.0141,-0.0119
0,A,3,3,2017-05-05,111,-0.0145,-0.0136
0,A,4,3,2017-05-05,96,-0.0174,-0.0138
0,A,5,3,2017-05-05,82,-0.0093,-0.0111
0,A,1,4,2017-05-05,95,-0.0175,-0.0234
0,A,2,4,2017-05-05,103,-0.0180,-0.0178
0,A,3,4,2017-05-05,118,-0.0169,-0.0130
0,A,4,4,2017-05-05,97,-0.0169,-0.0138
0,A,5,4,2017-05-05,81,-0.0091,-0.0084
0,A,1,5,2017-05-05,85,-0.0113,-0.0233
0,A,2,5,2017-05-05,95,-0.0177,-0.0158
0,A,3,5,2017-05-05,82,-0.0127,-0.0177
0,A,4,5,2017-05-05,81,-0.0118,-0.0124
0,A,5,5,2017-05-05,150,-0.0063,-0.0058
0,A,1,1,2017-05-08,106,-0.0242,-0.0085
0,A,2,1,2017-05-08,80,-0.0214,-0.0219
0,A,3,1,2017-05-08,89,-0.0153,-0.0171
0,A,4,1,2017-05-08,119,-0.0118,-0.0175
0,A,5,1,2017-05-08,99,-0.0130,-0.0095
0,A,1,2,2017-05-08,111,-0.0303,-0.0281
0,A,2,2,2017-05-08,109,-0.0275,-0.0351
0,A,3,2,2017-05-08,92,-0.0217,-0.0222
0,A,4,2,2017-05-08,100,-0.0199,-0.0229
0,A,5,2,2017-05-08,80,-0.0145,-0.0159
0,A,1,3,2017-05-08,96,-0.0249,-0.0256
0,A,2,3,2017-05-08,107,-0.0259,-0.0270
0,A,3,3,2017-05-08,111,-0.0172,-0.0228
0,A,4,3,2017-05-08,96,-0.0203,-0.0172
0,A,5,3,2017-05-08,82,-0.0200,-0.0196
0,A,1,4,2017-05-08,95,-0.0242,-0.0238
0,A,2,4,2017-05-08,103,-0.0266,-0.0252
0,A,3,4,2017-05-08,118,-0.0215,-0.0251
0,A,4,4,2017-05-08,97,-0.0183,-0.0206
0,A,5,4,2017-05-08,81,-0.0121,-0.0147
0,A,1,5,2017-05-08,85,-0.0317,-0.0301
0,A,2,5,2017-05-08,95,-0.0315,-0.0242
0,A,3,5,2017-05-08,82,-0.0235,-0.0167
0,A,4,5,2017-05-08,81,-0.0208,-0.0290
0,A,5,5,2017-05-08,150,-0.0105,-0.0080
0,A,1,1,2017-05-09,106,0.0077,0.0012
0,A,2,1,2017-05-09,80,-0.0003,0.0039
0,A,3,1,2017-05-09,89,0.0047,0.0045
0,A,4,1,2017-05-09,119,0.0060,0.0077
0,A,5,1,2017-05-09,99,0.0037,0.0043
0,A,1,2,2017-05-09,111,0.0072,0.0047
0,A,2,2,2017-05-09,109,0.0069,0.0055
0,A,3,2,2017-05-09,92,0.0101,0.0100
0,A,4,2,2017-05-09,100,0.0092,0.0097
0,A,5,2,2017-05-09,80,0.0054,0.0069
0,A,1,3,2017-05-09,96,0.0055,0.0066
0,A,2,3,2017-05-09,107,0.0073,0.0068
0,A,3,3,2017-05-09,111,0.0066,0.0056
0,A,4,3,2017-05-09,96,0.0067,0.0082
0,A,5,3,2017-05-09,82,0.0043,0.0027
0,A,1,4,2017-05-09,95,0.0072,0.0110
0,A,2,4,2017-05-09,103,0.0071,0.0091
0,A,3,4,2017-05-09,118,0.0062,0.0070
0,A,4,4,2017-05-09,97,0.0090,0.0050
0,A,5,4,2017-05-09,81,-0.0023,-0.0002
0,A,1,5,2017-05-09,85,0.0057,0.0115
0,A,2,5,2017-05-09,95,0.0073,0.0047
0,A,3,5,2017-05-09,82,0.0081,0.0076
0,A,4,5,2017-05-09,81,0.0026,0.0052
0,A,5,5,2017-05-09,150,-0.0015,-0.0025
0,A,1,1,2017-05-10,106,-0.0208,-0.0213
0,A,2,1,2017-05-10,80,-0.0210,-0.0241
0,A,3,1,2017-05-10,89,-0.0234,-0.0191
0,A,4,1,2017-05-10,119,-0.0206,-0.0227
0,A,5,1,2017-05-10,99,-0.0201,-0.0162
0,A,1,2,2017-05-10,111,-0.0134,-0.0137
0,A,2,2,2017-05-10,109,-0.0270,-0.0194
0,A,3,2,2017-05-10,92,-0.0176,-0.0195
0,A,4,2,2017-05-10,100,-0.0212,-0.0190
0,A,5,2,2017-05-10,80,-0.0027,0.0002
0,A,1,3,2017-05-10,96,-0.0202,-0.0147
0,A,2,3,2017-05-10,107,-0.0208,-0.0217
0,A,3,3,2017-05-10,111,-0.0191,-0.0210
0,A,4,3,2017-05-10,96,-0.0240,-0.0209
0,A,5,3,2017-05-10,82,-0.0122,-0.0125
0,A,1,4,2017-05-10,95,-0.0212,-0.0246
0,A,2,4,2017-05-10,103,-0.0200,-0.0230
0,A,3,4,2017-05-10,118,-0.0254,-0.0220
0,A,4,4,2017-05-10,97,-0.0298,-0.0242
0,A,5,4,2017-05-10,81,-0.0157,-0.0141
0,A,1,5,2017-05-10,85,-0.0251,-0.0271
0,A,2,5,2017-05-10,95,-0.0297,-0.0288
0,A,3,5,2017-05-10,82,-0.0195,-0.0253
0,A,4,5,2017-05-10,81,-0.0196,-0.0283
0,A,5,5,2017-05-10,150,-0.0110,-0.0118
0,A,1,1,2017-05-11,106,-0.0106,-0.0247
0,A,2,1,2017-05-11,80,-0.0135,-0.0142
0,A,3,1,2017-05-11,89,-0.0152,-0.0123
0,A,4,1,2017-05-11,119,-0.0141,-0.0080
0,A,5,1,2017-05-11,99,-0.0023,-0.0042
0,A,1,2,2017-05-11,111,-0.0078,-0.0089
0,A,2,2,2017-05-11,109,-0.0117,-0.0068
0,A,3,2,2017-05-11,92,-0.0062,-0.0075
0,A,4,2,2017-05-11,100,-0.0135,-0.0139
0,A,5,2,2017-05-11,80,0.0003,-0.0015
0,A,1,3,2017-05-11,96,-0.0104,-0.0081
0,A,2,3,2017-05-11,107,-0.0117,-0.0084
0,A,3,3,2017-05-11,111,-0.0080,-0.0070
