Exchflg,Mktflg,Sizeflg,BMflg,Date,SampSize,Pdret_tmv,Pdret_mc
0,A,4,5,2015-09-22,88,0.0132,0.0125
0,A,5,5,2015-09-22,131,0.0076,0.0051
0,A,1,1,2015-09-23,109,0.0056,0.0019
0,A,2,1,2015-09-23,77,-0.0083,-0.0163
0,A,3,1,2015-09-23,78,-0.0063,0.0033
0,A,4,1,2015-09-23,98,-0.0050,-0.0043
0,A,5,1,2015-09-23,108,-0.0084,-0.0108
0,A,1,2,2015-09-23,104,-0.0113,-0.0094
0,A,2,2,2015-09-23,102,-0.0083,-0.0069
0,A,3,2,2015-09-23,81,-0.0106,-0.0059
0,A,4,2,2015-09-23,107,-0.0106,-0.0131
0,A,5,2,2015-09-23,77,-0.0202,-0.0201
0,A,1,3,2015-09-23,90,-0.0020,-0.0028
0,A,2,3,2015-09-23,100,-0.0069,-0.0077
0,A,3,3,2015-09-23,108,-0.0109,-0.0127
0,A,4,3,2015-09-23,90,-0.0172,-0.0152
0,A,5,3,2015-09-23,83,-0.0225,-0.0198
0,A,1,4,2015-09-23,97,-0.0125,-0.0065
0,A,2,4,2015-09-23,100,-0.0122,-0.0145
0,A,3,4,2015-09-23,114,-0.0132,-0.0176
0,A,4,4,2015-09-23,88,-0.0168,-0.0174
0,A,5,4,2015-09-23,72,-0.0244,-0.0206
0,A,1,5,2015-09-23,70,-0.0095,-0.0179
0,A,2,5,2015-09-23,92,-0.0236,-0.0210
0,A,3,5,2015-09-23,90,-0.0161,-0.0129
0,A,4,5,2015-09-23,88,-0.0212,-0.0289
0,A,5,5,2015-09-23,131,-0.0286,-0.0301
0,A,1,1,2015-09-24,109,0.0285,0.0291
0,A,2,1,2015-09-24,77,0.0187,0.0209
0,A,3,1,2015-09-24,78,0.0219,0.0244
0,A,4,1,2015-09-24,98,0.0230,0.0177
0,A,5,1,2015-09-24,108,0.0219,0.0225
0,A,1,2,2015-09-24,104,0.0223,0.0220
0,A,2,2,2015-09-24,102,0.0183,0.0164
0,A,3,2,2015-09-24,81,0.0160,0.0219
0,A,4,2,2015-09-24,107,0.0128,0.0187
0,A,5,2,2015-09-24,77,0.0116,0.0132
0,A,1,3,2015-09-24,90,0.0220,0.0255
0,A,2,3,2015-09-24,100,0.0213,0.0139
0,A,3,3,2015-09-24,108,0.0176,0.0141
0,A,4,3,2015-09-24,90,0.0118,0.0169
0,A,5,3,2015-09-24,83,0.0144,0.0119
0,A,1,4,2015-09-24,97,0.0260,0.0254
0,A,2,4,2015-09-24,100,0.0223,0.0217
0,A,3,4,2015-09-24,114,0.0180,0.0175
0,A,4,4,2015-09-24,88,0.0188,0.0153
0,A,5,4,2015-09-24,72,0.0119,0.0142
0,A,1,5,2015-09-24,70,0.0225,0.0230
0,A,2,5,2015-09-24,92,0.0144,0.0178
0,A,3,5,2015-09-24,90,0.0124,0.0134
0,A,4,5,2015-09-24,88,0.0209,0.0173
0,A,5,5,2015-09-24,131,0.0077,0.0072
0,A,1,1,2015-09-25,109,-0.0503,-0.0493
0,A,2,1,2015-09-25,77,-0.0470,-0.0416
0,A,3,1,2015-09-25,78,-0.0476,-0.0529
0,A,4,1,2015-09-25,98,-0.0455,-0.0499
0,A,5,1,2015-09-25,108,-0.0441,-0.0451
0,A,1,2,2015-09-25,104,-0.0487,-0.0469
0,A,2,2,2015-09-25,102,-0.0442,-0.0456
0,A,3,2,2015-09-25,81,-0.0395,-0.0418
0,A,4,2,2015-09-25,107,-0.0428,-0.0448
0,A,5,2,2015-09-25,77,-0.0316,-0.0335
0,A,1,3,2015-09-25,90,-0.0525,-0.0437
0,A,2,3,2015-09-25,100,-0.0356,-0.0420
0,A,3,3,2015-09-25,108,-0.0387,-0.0469
0,A,4,3,2015-09-25,90,-0.0396,-0.0331
0,A,5,3,2015-09-25,83,-0.0269,-0.0287
0,A,1,4,2015-09-25,97,-0.0431,-0.0408
0,A,2,4,2015-09-25,100,-0.0446,-0.0409
0,A,3,4,2015-09-25,114,-0.0477,-0.0398
0,A,4,4,2015-09-25,88,-0.0385,-0.0411
0,A,5,4,2015-09-25,72,-0.0344,-0.0319
0,A,1,5,2015-09-25,70,-0.0443,-0.0405
0,A,2,5,2015-09-25,92,-0.0483,-0.0403
0,A,3,5,2015-09-25,90,-0.0399,-0.0401
0,A,4,5,2015-09-25,88,-0.0342,-0.0397
0,A,5,5,2015-09-25,131,-0.0149,-0.0173
0,A,1,1,2015-09-28,109,0.0359,0.0362
0,A,2,1,2015-09-28,77,0.0288,0.0244
0,A,3,1,2015-09-28,78,0.0396,0.0398
0,A,4,1,2015-09-28,98,0.0415,0.0452
0,A,5,1,2015-09-28,108,0.0328,0.0327
0,A,1,2,2015-09-28,104,0.0354,0.0347
0,A,2,2,2015-09-28,102,0.0372,0.0327
0,A,3,2,2015-09-28,81,0.0335,0.0393
0,A,4,2,2015-09-28,107,0.0347,0.0350
0,A,5,2,2015-09-28,77,0.0140,0.0177
0,A,1,3,2015-09-28,90,0.0231,0.0297
0,A,2,3,2015-09-28,100,0.0231,0.0276
0,A,3,3,2015-09-28,108,0.0262,0.0301
0,A,4,3,2015-09-28,90,0.0230,0.0248
0,A,5,3,2015-09-28,83,0.0144,0.0080
0,A,1,4,2015-09-28,97,0.0344,0.0305
0,A,2,4,2015-09-28,100,0.0284,0.0214
0,A,3,4,2015-09-28,114,0.0263,0.0205
0,A,4,4,2015-09-28,88,0.0171,0.0187
0,A,5,4,2015-09-28,72,0.0098,0.0144
0,A,1,5,2015-09-28,70,0.0222,0.0203
0,A,2,5,2015-09-28,92,0.0215,0.0219
0,A,3,5,2015-09-28,90,0.0214,0.0164
0,A,4,5,2015-09-28,88,0.0186,0.0139
0,A,5,5,2015-09-28,131,-0.0020,-0.0016
0,A,1,1,2015-09-29,109,-0.0124,-0.0112
0,A,2,1,2015-09-29,77,-0.0198,-0.0178
0,A,3,1,2015-09-29,78,-0.0205,-0.0216
0,A,4,1,2015-09-29,98,-0.0188,-0.0177
0,A,5,1,2015-09-29,108,-0.0227,-0.0232
0,A,1,2,2015-09-29,104,-0.0192,-0.0211
0,A,2,2,2015-09-29,102,-0.0211,-0.0277
0,A,3,2,2015-09-29,81,-0.0174,-0.0166
0,A,4,2,2015-09-29,107,-0.0219,-0.0165
0,A,5,2,2015-09-29,77,-0.0211,-0.0183
0,A,1,3,2015-09-29,90,-0.0219,-0.0198
0,A,2,3,2015-09-29,100,-0.0197,-0.0247
0,A,3,3,2015-09-29,108,-0.0214,-0.0217
0,A,4,3,2015-09-29,90,-0.0215,-0.0177
0,A,5,3,2015-09-29,83,-0.0240,-0.0286
0,A,1,4,2015-09-29,97,-0.0169,-0.0200
0,A,2,4,2015-09-29,100,-0.0204,-0.0175
0,A,3,4,2015-09-29,114,-0.0219,-0.0251
0,A,4,4,2015-09-29,88,-0.0228,-0.0239
0,A,5,4,2015-09-29,72,-0.0298,-0.0250
0,A,1,5,2015-09-29,70,-0.0241,-0.0198
0,A,2,5,2015-09-29,92,-0.0221,-0.0192
0,A,3,5,2015-09-29,90,-0.0210,-0.0270
0,A,4,5,2015-09-29,88,-0.0220,-0.0246
0,A,5,5,2015-09-29,131,-0.0266,-0.0274
0,A,1,1,2015-09-30,109,0.0023,0.0014
0,A,2,1,2015-09-30,77,0.0016,0.0061
0,A,3,1,2015-09-30,78,-0.0021,0.0010
0,A,4,1,2015-09-30,98,0.0073,0.0037
0,A,5,1,2015-09-30,108,0.0044,0.0047
0,A,1,2,2015-09-30,104,0.0047,0.0039
0,A,2,2,2015-09-30,102,0.0028,0.0058
0,A,3,2,2015-09-30,81,-0.0048,-0.0099
0,A,4,2,2015-09-30,107,0.0010,0.0056
0,A,5,2,2015-09-30,77,0.0060,0.0097
0,A,1,3,2015-09-30,90,-0.0008,0.0011
0,A,2,3,2015-09-30,100,-0.0021,0.0034
0,A,3,3,2015-09-30,108,-0.0005,-0.0043
0,A,4,3,2015-09-30,90,-0.0003,-0.0006
0,A,5,3,2015-09-30,83,0.0110,0.0059
0,A,1,4,2015-09-30,97,0.0027,-0.0023
0,A,2,4,2015-09-30,100,0.0069,0.0033
0,A,3,4,2015-09-30,114,0.0043,0.0032
0,A,4,4,2015-09-30,88,0.0064,0.0077
0,A,5,4,2015-09-30,72,0.0046,0.0085
0,A,1,5,2015-09-30,70,0.0047,0.0060
0,A,2,5,2015-09-30,92,0.0071,0.0053
0,A,3,5,2015-09-30,90,0.0117,0.0067
0,A,4,5,2015-09-30,88,0.0006,0.0070
0,A,5,5,2015-09-30,131,0.0060,0.0057
0,A,1,1,2015-10-08,109,0.0494,0.0493
0,A,2,1,2015-10-08,77,0.0537,0.0545
0,A,3,1,2015-10-08,78,0.0627,0.0651
0,A,4,1,2015-10-08,98,0.0574,0.0603
0,A,5,1,2015-10-08,108,0.0504,0.0488
0,A,1,2,2015-10-08,104,0.0512,0.0497
0,A,2,2,2015-10-08,102,0.0530,0.0582
0,A,3,2,2015-10-08,81,0.0588,0.0545
0,A,4,2,2015-10-08,107,0.0588,0.0589
0,A,5,2,2015-10-08,77,0.0416,0.0384
0,A,1,3,2015-10-08,90,0.0519,0.0525
0,A,2,3,2015-10-08,100,0.0478,0.0494
0,A,3,3,2015-10-08,108,0.0499,0.0498
0,A,4,3,2015-10-08,90,0.0496,0.0485
0,A,5,3,2015-10-08,83,0.0442,0.0437
0,A,1,4,2015-10-08,97,0.0541,0.0470
0,A,2,4,2015-10-08,100,0.0514,0.0490
0,A,3,4,2015-10-08,114,0.0497,0.0496
0,A,4,4,2015-10-08,88,0.0507,0.0502
0,A,5,4,2015-10-08,72,0.0418,0.0483
0,A,1,5,2015-10-08,70,0.0446,0.0473
0,A,2,5,2015-10-08,92,0.0506,0.0434
0,A,3,5,2015-10-08,90,0.0465,0.0423
0,A,4,5,2015-10-08,88,0.0446,0.0460
0,A,5,5,2015-10-08,131,0.0344,0.0344
0,A,1,1,2015-10-09,109,0.0211,0.0234
0,A,2,1,2015-10-09,77,0.0237,0.0268
0,A,3,1,2015-10-09,78,0.0212,0.0177
0,A,4,1,2015-10-09,98,0.0187,0.0166
0,A,5,1,2015-10-09,108,0.0135,0.0128
0,A,1,2,2015-10-09,104,0.0242,0.0245
0,A,2,2,2015-10-09,102,0.0227,0.0209
0,A,3,2,2015-10-09,81,0.0184,0.0194
0,A,4,2,2015-10-09,107,0.0219,0.0297
0,A,5,2,2015-10-09,77,0.0109,0.0081
0,A,1,3,2015-10-09,90,0.0213,0.0176
0,A,2,3,2015-10-09,100,0.0199,0.0212
0,A,3,3,2015-10-09,108,0.0156,0.0188
0,A,4,3,2015-10-09,90,0.0147,0.0178
0,A,5,3,2015-10-09,83,0.0184,0.0199
0,A,1,4,2015-10-09,97,0.0244,0.0236
0,A,2,4,2015-10-09,100,0.0232,0.0210
0,A,3,4,2015-10-09,114,0.0231,0.0199
0,A,4,4,2015-10-09,88,0.0268,0.0266
0,A,5,4,2015-10-09,72,0.0122,0.0140
0,A,1,5,2015-10-09,70,0.0248,0.0168
0,A,2,5,2015-10-09,92,0.0191,0.0182
0,A,3,5,2015-10-09,90,0.0187,0.0191
0,A,4,5,2015-10-09,88,0.0197,0.0220
0,A,5,5,2015-10-09,131,0.0115,0.0114
0,A,1,1,2015-10-12,109,0.0433,0.0443
0,A,2,1,2015-10-12,77,0.0526,0.0530
0,A,3,1,2015-10-12,78,0.0579,0.0532
0,A,4,1,2015-10-12,98,0.0468,0.0469
0,A,5,1,2015-10-12,108,0.0446,0.0459
0,A,1,2,2015-10-12,104,0.0547,0.0506
0,A,2,2,2015-10-12,102,0.0550,0.0573
0,A,3,2,2015-10-12,81,0.0531,0.0566
0,A,4,2,2015-10-12,107,0.0539,0.0526
0,A,5,2,2015-10-12,77,0.0376,0.0367
0,A,1,3,2015-10-12,90,0.0558,0.0539
0,A,2,3,2015-10-12,100,0.0538,0.0453
0,A,3,3,2015-10-12,108,0.0520,0.0543
0,A,4,3,2015-10-12,90,0.0551,0.0530
0,A,5,3,2015-10-12,83,0.0463,0.0470
0,A,1,4,2015-10-12,97,0.0506,0.0533
0,A,2,4,2015-10-12,100,0.0557,0.0575
0,A,3,4,2015-10-12,114,0.0533,0.0573
0,A,4,4,2015-10-12,88,0.0510,0.0480
0,A,5,4,2015-10-12,72,0.0399,0.0418
0,A,1,5,2015-10-12,70,0.0519,0.0513
0,A,2,5,2015-10-12,92,0.0499,0.0514
0,A,3,5,2015-10-12,90,0.0510,0.0535
0,A,4,5,2015-10-12,88,0.0497,0.0462
0,A,5,5,2015-10-12,131,0.0378,0.0386
0,A,1,1,2015-10-13,109,0.0125,0.0131
0,A,2,1,2015-10-13,77,0.0256,0.0277
0,A,3,1,2015-10-13,78,0.0255,0.0278
0,A,4,1,2015-10-13,98,0.0193,0.0218
0,A,5,1,2015-10-13,108,0.0121,0.0119
0,A,1,2,2015-10-13,104,0.0244,0.0257
0,A,2,2,2015-10-13,102,0.0174,0.0215
0,A,3,2,2015-10-13,81,0.0197,0.0173
0,A,4,2,2015-10-13,107,0.0161,0.0180
0,A,5,2,2015-10-13,77,0.0084,0.0079
0,A,1,3,2015-10-13,90,0.0205,0.0253
0,A,2,3,2015-10-13,100,0.0207,0.0157
0,A,3,3,2015-10-13,108,0.0229,0.0209
0,A,4,3,2015-10-13,90,0.0190,0.0184
0,A,5,3,2015-10-13,83,0.0114,0.0112
0,A,1,4,2015-10-13,97,0.0241,0.0244
0,A,2,4,2015-10-13,100,0.0232,0.0194
0,A,3,4,2015-10-13,114,0.0170,0.0204
0,A,4,4,2015-10-13,88,0.0128,0.0096
0,A,5,4,2015-10-13,72,0.0069,0.0098
0,A,1,5,2015-10-13,70,0.0124,0.0132
0,A,2,5,2015-10-13,92,0.0148,0.0163
0,A,3,5,2015-10-13,90,0.0130,0.0143
0,A,4,5,2015-10-13,88,0.0093,0.0099
0,A,5,5,2015-10-13,131,-0.0047,-0.0055
0,A,1,1,2015-10-14,109,-0.0036,-0.0029
0,A,2,1,2015-10-14,77,-0.0124,-0.0070
0,A,3,1,2015-10-14,78,-0.0219,-0.0221
0,A,4,1,2015-10-14,98,-0.0143,-0.0095
0,A,5,1,2015-10-14,108,-0.0166,-0.0169
0,A,1,2,2015-10-14,104,-0.0084,-0.0119
0,A,2,2,2015-10-14,102,-0.0185,-0.0155
0,A,3,2,2015-10-14,81,-0.0204,-0.0229
0,A,4,2,2015-10-14,107,-0.0118,-0.0126
0,A,5,2,2015-10-14,77,-0.0096,-0.0109
0,A,1,3,2015-10-14,90,-0.0119,-0.0139
0,A,2,3,2015-10-14,100,-0.0167,-0.0137
0,A,3,3,2015-10-14,108,-0.0160,-0.0164
0,A,4,3,2015-10-14,90,-0.0183,-0.0165
0,A,5,3,2015-10-14,83,-0.0205,-0.0123
0,A,1,4,2015-10-14,97,-0.0112,-0.0124
0,A,2,4,2015-10-14,100,-0.0061,-0.0154
0,A,3,4,2015-10-14,114,-0.0182,-0.0172
0,A,4,4,2015-10-14,88,-0.0140,-0.0195
0,A,5,4,2015-10-14,72,-0.0094,-0.0180
0,A,1,5,2015-10-14,70,-0.0152,-0.0175
0,A,2,5,2015-10-14,92,-0.0184,-0.0096
0,A,3,5,2015-10-14,90,-0.0172,-0.0155
0,A,4,5,2015-10-14,88,-0.0196,-0.0148
0,A,5,5,2015-10-14,131,-0.0069,-0.0067
0,A,1,1,2015-10-15,109,0.0441,0.0397
0,A,2,1,2015-10-15,77,0.0368,0.0378
0,A,3,1,2015-10-15,78,0.0482,0.0470
0,A,4,1,2015-10-15,98,0.0383,0.0445
0,A,5,1,2015-10-15,108,0.0390,0.0386
0,A,1,2,2015-10-15,104,0.0405,0.0431
0,A,2,2,2015-10-15,102,0.0421,0.0438
0,A,3,2,2015-10-15,81,0.0446,0.0430
0,A,4,2,2015-10-15,107,0.0380,0.0390
0,A,5,2,2015-10-15,77,0.0309,0.0336
0,A,1,3,2015-10-15,90,0.0442,0.0388
0,A,2,3,2015-10-15,100,0.0419,0.0382
0,A,3,3,2015-10-15,108,0.0403,0.0377
0,A,4,3,2015-10-15,90,0.0436,0.0370
0,A,5,3,2015-10-15,83,0.0310,0.0309
0,A,1,4,2015-10-15,97,0.0358,0.0404
0,A,2,4,2015-10-15,100,0.0382,0.0407
0,A,3,4,2015-10-15,114,0.0377,0.0407
0,A,4,4,2015-10-15,88,0.0320,0.0366
0,A,5,4,2015-10-15,72,0.0348,0.0320
0,A,1,5,2015-10-15,70,0.0368,0.0358
0,A,2,5,2015-10-15,92,0.0380,0.0392
0,A,3,5,2015-10-15,90,0.0312,0.0342
0,A,4,5,2015-10-15,88,0.0381,0.0365
0,A,5,5,2015-10-15,131,0.0201,0.0206
0,A,1,1,2015-10-16,109,0.0269,0.0239
0,A,2,1,2015-10-16,77,0.0174,0.0148
0,A,3,1,2015-10-16,78,0.0232,0.0244
0,A,4,1,2015-10-16,98,0.0166,0.0146
0,A,5,1,2015-10-16,108,0.0198,0.0201
0,A,1,2,2015-10-16,104,0.0209,0.0286
0,A,2,2,2015-10-16,102,0.0191,0.0206
0,A,3,2,2015-10-16,81,0.0213,0.0210
0,A,4,2,2015-10-16,107,0.0169,0.0194
0,A,5,2,2015-10-16,77,0.0211,0.0141
0,A,1,3,2015-10-16,90,0.0208,0.0210
0,A,2,3,2015-10-16,100,0.0267,0.0224
0,A,3,3,2015-10-16,108,0.0188,0.0122
0,A,4,3,2015-10-16,90,0.0202,0.0192
0,A,5,3,2015-10-16,83,0.0181,0.0263
0,A,1,4,2015-10-16,97,0.0209,0.0189
0,A,2,4,2015-10-16,100,0.0141,0.0216
0,A,3,4,2015-10-16,114,0.0175,0.0224
0,A,4,4,2015-10-16,88,0.0193,0.0211
0,A,5,4,2015-10-16,72,0.0188,0.0175
0,A,1,5,2015-10-16,70,0.0162,0.0163
0,A,2,5,2015-10-16,92,0.0232,0.0193
0,A,3,5,2015-10-16,90,0.0186,0.0227
0,A,4,5,2015-10-16,88,0.0164,0.0138
0,A,5,5,2015-10-16,131,0.0177,0.0169
0,A,1,1,2015-10-19,109,0.0117,0.0112
0,A,2,1,2015-10-19,77,0.0106,0.0084
0,A,3,1,2015-10-19,78,-0.0059,-0.0021
0,A,4,1,2015-10-19,98,-0.0056,-0.0028
0,A,5,1,2015-10-19,108,-0.0069,-0.0072
0,A,1,2,2015-10-19,104,0.0009,-0.0035
0,A,2,2,2015-10-19,102,-0.0028,-0.0033
0,A,3,2,2015-10-19,81,-0.0022,-0.0065
0,A,4,2,2015-10-19,107,-0.0075,-0.0029
0,A,5,2,2015-10-19,77,-0.0008,-0.0058
0,A,1,3,2015-10-19,90,0.0024,0.0038
0,A,2,3,2015-10-19,100,0.0149,0.0128
0,A,3,3,2015-10-19,108,0.0025,-0.0027
0,A,4,3,2015-10-19,90,0.0038,0.0028
0,A,5,3,2015-10-19,83,0.0040,0.0036
0,A,1,4,2015-10-19,97,-0.0012,-0.0021
0,A,2,4,2015-10-19,100,-0.0039,0.0011
0,A,3,4,2015-10-19,114,0.0004,0.0020
0,A,4,4,2015-10-19,88,0.0025,0.0074
0,A,5,4,2015-10-19,71,0.0005,0.0040
0,A,1,5,2015-10-19,70,0.0000,0.0013
0,A,2,5,2015-10-19,92,-0.0013,0.0048
0,A,3,5,2015-10-19,90,-0.0002,-0.0001
0,A,4,5,2015-10-19,88,0.0049,0.0016
0,A,5,5,2015-10-19,131,-0.0050,-0.0053
0,A,1,1,2015-10-20,109,0.0192,0.0241
0,A,2,1,2015-10-20,77,0.0152,0.0189
0,A,3,1,2015-10-20,78,0.0265,0.0229
0,A,4,1,2015-10-20,98,0.0281,0.0301
0,A,5,1,2015-10-20,108,0.0272,0.0276
0,A,1,2,2015-10-20,104,0.0273,0.0260
0,A,2,2,2015-10-20,102,0.0232,0.0315
0,A,3,2,2015-10-20,81,0.0234,0.0247
0,A,4,2,2015-10-20,107,0.0271,0.0231
0,A,5,2,2015-10-20,77,0.0147,0.0141
0,A,1,3,2015-10-20,90,0.0205,0.0209
0,A,2,3,2015-10-20,100,0.0166,0.0203
0,A,3,3,2015-10-20,108,0.0244,0.0251
0,A,4,3,2015-10-20,90,0.0230,0.0289
0,A,5,3,2015-10-20,83,0.0139,0.0141
0,A,1,4,2015-10-20,97,0.0283,0.0207
0,A,2,4,2015-10-20,100,0.0247,0.0198
0,A,3,4,2015-10-20,114,0.0263,0.0257
0,A,4,4,2015-10-20,88,0.0170,0.0185
0,A,5,4,2015-10-20,71,0.0225,0.0144
0,A,1,5,2015-10-20,70,0.0340,0.0271
0,A,2,5,2015-10-20,92,0.0181,0.0156
0,A,3,5,2015-10-20,90,0.0134,0.0175
0,A,4,5,2015-10-20,88,0.0191,0.0200
0,A,5,5,2015-10-20,131,0.0157,0.0177
0,A,1,1,2015-10-21,109,-0.0541,-0.0584
0,A,2,1,2015-10-21,77,-0.0824,-0.0816
0,A,3,1,2015-10-21,78,-0.0780,-0.0715
0,A,4,1,2015-10-21,98,-0.0715,-0.0762
0,A,5,1,2015-10-21,108,-0.0640,-0.0659
0,A,1,2,2015-10-21,104,-0.0768,-0.0716
0,A,2,2,2015-10-21,102,-0.0722,-0.0730
0,A,3,2,2015-10-21,81,-0.0771,-0.0805
0,A,4,2,2015-10-21,107,-0.0754,-0.0788
0,A,5,2,2015-10-21,77,-0.0591,-0.0571
0,A,1,3,2015-10-21,90,-0.0763,-0.0748
0,A,2,3,2015-10-21,100,-0.0705,-0.0704
0,A,3,3,2015-10-21,108,-0.0825,-0.0786
0,A,4,3,2015-10-21,90,-0.0822,-0.0724
0,A,5,3,2015-10-21,83,-0.0660,-0.0695
0,A,1,4,2015-10-21,97,-0.0833,-0.0846
0,A,2,4,2015-10-21,100,-0.0858,-0.0792
0,A,3,4,2015-10-21,114,-0.0760,-0.0842
0,A,4,4,2015-10-21,88,-0.0807,-0.0805
0,A,5,4,2015-10-21,71,-0.0572,-0.0621
0,A,1,5,2015-10-21,70,-0.0775,-0.0779
0,A,2,5,2015-10-21,92,-0.0814,-0.0810
0,A,3,5,2015-10-21,90,-0.0826,-0.0811
0,A,4,5,2015-10-21,88,-0.0727,-0.0762
0,A,5,5,2015-10-21,131,-0.0317,-0.0314
0,A,1,1,2015-10-22,109,0.0506,0.0487
0,A,2,1,2015-10-22,77,0.0505,0.0613
0,A,3,1,2015-10-22,78,0.0581,0.0579
0,A,4,1,2015-10-22,98,0.0522,0.0535
0,A,5,1,2015-10-22,108,0.0433,0.0464
0,A,1,2,2015-10-22,104,0.0474,0.0525
0,A,2,2,2015-10-22,102,0.0563,0.0511
0,A,3,2,2015-10-22,81,0.0499,0.0517
0,A,4,2,2015-10-22,107,0.0554,0.0490
0,A,5,2,2015-10-22,77,0.0368,0.0330
0,A,1,3,2015-10-22,90,0.0519,0.0519
0,A,2,3,2015-10-22,100,0.0512,0.0500
0,A,3,3,2015-10-22,108,0.0487,0.0486
0,A,4,3,2015-10-22,90,0.0468,0.0519
0,A,5,3,2015-10-22,83,0.0330,0.0395
0,A,1,4,2015-10-22,97,0.0509,0.0475
0,A,2,4,2015-10-22,100,0.0483,0.0492
0,A,3,4,2015-10-22,114,0.0505,0.0480
0,A,4,4,2015-10-22,88,0.0411,0.0456
0,A,5,4,2015-10-22,71,0.0366,0.0348
0,A,1,5,2015-10-22,70,0.0440,0.0439
0,A,2,5,2015-10-22,92,0.0475,0.0432
0,A,3,5,2015-10-22,90,0.0393,0.0413
0,A,4,5,2015-10-22,88,0.0380,0.0369
0,A,5,5,2015-10-22,131,0.0107,0.0109
0,A,1,1,2015-10-23,109,0.0359,0.0435
0,A,2,1,2015-10-23,77,0.0452,0.0551
0,A,3,1,2015-10-23,78,0.0432,0.0428
0,A,4,1,2015-10-23,98,0.0283,0.0344
0,A,5,1,2015-10-23,108,0.0267,0.0277
0,A,1,2,2015-10-23,104,0.0420,0.0484
0,A,2,2,2015-10-23,102,0.0522,0.0416
0,A,3,2,2015-10-23,81,0.0466,0.0402
0,A,4,2,2015-10-23,107,0.0355,0.0309
0,A,5,2,2015-10-23,77,0.0283,0.0269
0,A,1,3,2015-10-23,90,0.0489,0.0442
0,A,2,3,2015-10-23,100,0.0427,0.0457
0,A,3,3,2015-10-23,108,0.0397,0.0428
0,A,4,3,2015-10-23,90,0.0386,0.0365
0,A,5,3,2015-10-23,83,0.0254,0.0241
0,A,1,4,2015-10-23,97,0.0390,0.0352
0,A,2,4,2015-10-23,100,0.0446,0.0432
0,A,3,4,2015-10-23,114,0.0362,0.0418
0,A,4,4,2015-10-23,88,0.0340,0.0355
0,A,5,4,2015-10-23,71,0.0136,0.0212
0,A,1,5,2015-10-23,70,0.0363,0.0331
0,A,2,5,2015-10-23,92,0.0407,0.0420
0,A,3,5,2015-10-23,90,0.0309,0.0326
0,A,4,5,2015-10-23,88,0.0338,0.0289
0,A,5,5,2015-10-23,131,0.0084,0.0076
0,A,1,1,2015-10-26,109,0.0035,0.0020
0,A,2,1,2015-10-26,77,0.0129,0.0150
0,A,3,1,2015-10-26,78,0.0115,0.0044
0,A,4,1,2015-10-26,98,-0.0008,0.0060
0,A,5,1,2015-10-26,108,0.0040,0.0032
0,A,1,2,2015-10-26,104,0.0149,0.0160
0,A,2,2,2015-10-26,102,0.0148,0.0163
0,A,3,2,2015-10-26,81,0.0072,0.0023
0,A,4,2,2015-10-26,107,0.0101,0.0139
0,A,5,2,2015-10-26,77,0.0065,0.0058
0,A,1,3,2015-10-26,90,0.0116,0.0163
0,A,2,3,2015-10-26,100,0.0099,0.0052
0,A,3,3,2015-10-26,108,0.0132,0.0149
0,A,4,3,2015-10-26,90,0.0060,0.0048
0,A,5,3,2015-10-26,83,0.0041,0.0026
0,A,1,4,2015-10-26,97,0.0118,0.0096
0,A,2,4,2015-10-26,100,0.0208,0.0117
0,A,3,4,2015-10-26,114,0.0134,0.0127
0,A,4,4,2015-10-26,88,0.0129,0.0154
0,A,5,4,2015-10-26,71,0.0125,0.0070
0,A,1,5,2015-10-26,70,0.0127,0.0095
0,A,2,5,2015-10-26,92,0.0082,0.0128
0,A,3,5,2015-10-26,90,0.0129,0.0139
0,A,4,5,2015-10-26,88,0.0082,0.0122
0,A,5,5,2015-10-26,131,0.0031,0.0048
0,A,1,1,2015-10-27,109,0.0090,0.0066
0,A,2,1,2015-10-27,77,0.0139,0.0152
0,A,3,1,2015-10-27,78,0.0186,0.0206
0,A,4,1,2015-10-27,98,0.0193,0.0160
0,A,5,1,2015-10-27,108,0.0134,0.0141
0,A,1,2,2015-10-27,104,0.0091,0.0100
0,A,2,2,2015-10-27,102,0.0106,0.0154
0,A,3,2,2015-10-27,81,0.0081,0.0033
0,A,4,2,2015-10-27,107,0.0082,0.0062
0,A,5,2,2015-10-27,77,0.0047,0.0036
0,A,1,3,2015-10-27,90,0.0139,0.0097
0,A,2,3,2015-10-27,100,0.0124,0.0113
0,A,3,3,2015-10-27,108,0.0116,0.0099
0,A,4,3,2015-10-27,90,0.0087,0.0065
0,A,5,3,2015-10-27,83,0.0104,0.0126
0,A,1,4,2015-10-27,97,0.0120,0.0058
0,A,2,4,2015-10-27,100,0.0084,0.0179
0,A,3,4,2015-10-27,114,0.0111,0.0081
0,A,4,4,2015-10-27,88,0.0029,0.0038
0,A,5,4,2015-10-27,71,-0.0015,-0.0002
0,A,1,5,2015-10-27,70,0.0008,0.0098
0,A,2,5,2015-10-27,92,0.0001,0.0092
0,A,3,5,2015-10-27,90,0.0060,0.0054
0,A,4,5,2015-10-27,88,0.0028,0.0013
0,A,5,5,2015-10-27,131,-0.0048,-0.0060
0,A,1,1,2015-10-28,109,-0.0274,-0.0219
0,A,2,1,2015-10-28,77,-0.0200,-0.0218
0,A,3,1,2015-10-28,78,-0.0319,-0.0281
