MarkettypeID	TradingDate	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2
P9709	2017-12-22	-.001031	-.001031	-.000705	.000209	.002953	.004473
P9710	2017-12-22	-.001031	-.001031	-.000617	.000263	.002981	.004416
P9705	2017-12-21	.003969	.005969	-.002171	-.001998	.002079	.002741
P9706	2017-12-21	.004969	.004969	-.006762	-.006599	-.000280	.000088
P9707	2017-12-21	.006969	.005969	-.002666	-.001533	.014643	.013984
P9709	2017-12-21	.004969	.004969	-.006118	-.005826	-.000326	.000064
P9710	2017-12-21	.004969	.004969	-.006061	-.005753	-.000106	.000188
P9705	2017-12-20	-.011031	-.011031	-.004926	-.004598	-.000118	.001198
P9706	2017-12-20	-.003031	-.003031	-.007658	-.007053	-.000341	-.000334
P9707	2017-12-20	-.004031	-.004031	.000404	.000621	.002533	.003126
P9709	2017-12-20	-.003031	-.004031	-.008023	-.007494	.000210	.000605
P9710	2017-12-20	-.003031	-.004031	-.007936	-.007414	.000106	.000524
P9705	2017-12-19	.008969	.009969	.000801	.000728	.000215	.000804
P9706	2017-12-19	.010969	.009969	-.004647	-.004356	.003040	.003820
P9707	2017-12-19	.006969	.007969	.000061	.000691	.000530	.001054
P9709	2017-12-19	.010969	.009969	-.003578	-.003030	.002457	.002868
P9710	2017-12-19	.010969	.009969	-.003519	-.002959	.002477	.002891
P9705	2017-12-18	-.007031	-.011031	-.008206	-.009945	.001966	.002386
P9706	2017-12-18	-.000031	-.001031	-.005100	-.004323	.004088	.003539
P9707	2017-12-18	-.000031	-.000031	.003752	.003507	.001696	.000959
P9709	2017-12-18	-.000031	-.001031	-.006489	-.006097	.004796	.004466
P9710	2017-12-18	-.000031	-.001031	-.006170	-.005820	.004694	.004369
P9705	2017-12-15	-.004031	-.004031	.005419	.005966	-.002089	-.002621
P9706	2017-12-15	-.008031	-.008031	.007607	.006551	-.001903	-.002851
P9707	2017-12-15	-.012031	-.011031	.004050	.003241	-.008175	-.007395
P9709	2017-12-15	-.008031	-.007031	.007398	.006600	-.002697	-.003542
P9710	2017-12-15	-.008031	-.007031	.007297	.006540	-.002832	-.003606
P9705	2017-12-14	-.002031	-.002031	.004087	.004825	-.001072	-.001528
P9706	2017-12-14	-.003031	-.003031	.006599	.006397	-.001141	-.001040
P9707	2017-12-14	-.000031	-.000031	-.003352	-.003232	-.002086	-.002583
P9709	2017-12-14	-.003031	-.003031	.006230	.006033	-.001061	-.000798
P9710	2017-12-14	-.003031	-.003031	.006134	.005912	-.000964	-.000780
P9705	2017-12-13	.006969	.007969	.002659	.005117	.000139	.001403
P9706	2017-12-13	.007969	.007969	-.001873	-.001394	-.003452	-.003152
P9707	2017-12-13	.005969	.004969	-.001000	-.000711	.004143	.004284
P9709	2017-12-13	.007969	.007969	-.001651	-.001045	-.002756	-.002232
P9710	2017-12-13	.007969	.007969	-.001758	-.001145	-.002770	-.002371
P9705	2017-12-12	-.012031	-.013031	-.004429	-.004634	-.002750	-.003187
P9706	2017-12-12	-.012031	-.012031	.000504	-.000028	-.004120	-.004873
P9707	2017-12-12	-.004031	-.004031	-.005327	-.005286	-.003462	-.002812
P9709	2017-12-12	-.012031	-.012031	-.000110	-.000749	-.004141	-.004473
P9710	2017-12-12	-.012031	-.012031	-.000197	-.000857	-.003848	-.004176
P9705	2017-12-11	.013969	.014969	.000699	.001282	-.001223	.000617
P9706	2017-12-11	.011969	.011969	-.005642	-.005261	-.006685	-.006149
P9707	2017-12-11	.011969	.011969	-.004665	-.004363	.006932	.006963
P9709	2017-12-11	.011969	.011969	-.004154	-.003445	-.007680	-.007147
P9710	2017-12-11	.011969	.011969	-.004079	-.003424	-.007307	-.006973
P9705	2017-12-08	.011969	.014969	.003148	.003288	-.003088	-.002201
P9706	2017-12-08	.005969	.006969	.003639	.003841	-.004943	-.004139
P9707	2017-12-08	.012969	.012969	.005206	.005601	.012380	.011276
P9709	2017-12-08	.006969	.007969	.003691	.004051	-.006032	-.005055
P9710	2017-12-08	.006969	.007969	.003766	.004073	-.005534	-.004653
P9705	2017-12-07	-.001031	-.001031	.001061	.001110	-.000912	-.001387
P9706	2017-12-07	-.008031	-.008031	.007771	.007660	-.001769	-.001193
P9707	2017-12-07	-.006031	-.005031	.002699	.002333	-.001459	-.001910
P9709	2017-12-07	-.008031	-.007031	.007779	.007605	-.001966	-.001545
P9710	2017-12-07	-.008031	-.007031	.007690	.007519	-.001898	-.001512
P9705	2017-12-06	.016969	.016969	.000198	.000728	-.005784	-.006136
P9706	2017-12-06	-.003031	-.001031	.009260	.008384	-.005889	-.005385
P9707	2017-12-06	-.002031	-.001031	-.002120	-.002686	-.000407	-.000628
P9709	2017-12-06	-.001031	-.000031	.009959	.009201	-.007452	-.007450
P9710	2017-12-06	-.001031	-.000031	.009762	.009074	-.007179	-.007144
P9705	2017-12-05	-.027031	-.027031	-.009656	-.008770	.009330	.007844
P9706	2017-12-05	-.002031	-.005031	-.024692	-.023077	.013023	.012510
P9707	2017-12-05	-.013031	-.015031	-.009984	-.008634	.009495	.008901
P9709	2017-12-05	-.004031	-.007031	-.024361	-.022765	.013904	.013704
P9710	2017-12-05	-.004031	-.007031	-.023942	-.022476	.013990	.013498
P9705	2017-12-04	-.014031	-.019031	-.013342	-.015565	-.001935	-.000050
P9706	2017-12-04	-.000031	-.002031	-.012706	-.013137	-.001266	-.002414
P9707	2017-12-04	.004969	.003969	-.011140	-.010662	.003331	.003120
P9709	2017-12-04	-.001031	-.004031	-.014216	-.014904	-.000398	-.000946
P9710	2017-12-04	-.000031	-.004031	-.014276	-.014971	-.000340	-.000868
P9705	2017-12-01	.017969	.017969	-.002466	-.001817	-.000707	-.001574
P9706	2017-12-01	-.000031	.000969	.006098	.005067	-.006144	-.006113
P9707	2017-12-01	.012969	.011969	-.003181	-.003929	.003409	.000734
P9709	2017-12-01	.000969	.001969	.006950	.006046	-.007479	-.007820
P9710	2017-12-01	.000969	.001969	.006689	.005831	-.007155	-.007539
P9705	2017-11-30	-.006031	-.004031	.006619	.005851	-.002108	-.000261
P9706	2017-11-30	-.008031	-.008031	.005370	.005833	.000370	.001308
P9707	2017-11-30	-.019031	-.018031	-.012755	-.010292	-.032892	-.027410
P9709	2017-11-30	-.008031	-.007031	.004934	.005263	.000913	.001973
P9710	2017-11-30	-.008031	-.008031	.004457	.004960	.000159	.001384
P9705	2017-11-29	-.005031	-.006031	-.002308	-.003527	-.002934	-.005043
P9706	2017-11-29	.001969	.001969	.003850	.002418	.008491	.006861
P9707	2017-11-29	.007969	.007969	-.004431	-.003480	.005574	.004353
P9709	2017-11-29	.001969	.000969	.002327	.000770	.008362	.006946
P9710	2017-11-29	.001969	.000969	.002282	.000719	.008423	.007094
P9705	2017-11-28	.018969	.020969	-.000230	-.000223	-.002684	-.003897
P9706	2017-11-28	.003969	.004969	.006376	.005268	-.008720	-.008506
P9707	2017-11-28	.012969	.012969	-.004056	-.002597	.008439	.007423
P9709	2017-11-28	.004969	.005969	.007220	.006198	-.009324	-.009403
P9710	2017-11-28	.004969	.005969	.007025	.006090	-.009051	-.009048
P9705	2017-11-27	-.015031	-.018031	-.003138	-.003628	.008368	.007806
P9706	2017-11-27	-.011031	-.012031	.003804	.003062	.005439	.005260
P9707	2017-11-27	-.027031	-.026031	.008794	.006263	-.016707	-.014625
P9709	2017-11-27	-.012031	-.012031	.002904	.002164	.005248	.005249
P9710	2017-11-27	-.012031	-.013031	.002926	.002173	.004809	.004963
P9705	2017-11-24	-.004031	-.008031	.002064	.003043	.002134	.001002
P9706	2017-11-24	.000969	.000969	.001737	.001229	-.000096	-.000759
P9707	2017-11-24	-.009031	-.008031	.008650	.008445	-.010703	-.008804
P9709	2017-11-24	-.000031	-.000031	.001267	.000692	.000506	.000029
P9710	2017-11-24	-.000031	-.000031	.001404	.000807	.000100	-.000356
P9705	2017-11-23	-.030031	-.032031	.007206	.007124	.003168	.001051
P9706	2017-11-23	-.024031	-.025031	.006425	.006076	.005503	.003248
P9707	2017-11-23	-.022031	-.021031	.010405	.010088	-.000639	.000775
P9709	2017-11-23	-.025031	-.025031	.005890	.005365	.006034	.004081
P9710	2017-11-23	-.025031	-.025031	.005860	.005251	.005857	.003847
P9705	2017-11-22	-.000031	.000969	.002642	.003321	-.004199	-.007674
P9706	2017-11-22	.005969	.004969	-.004695	-.004027	.011680	.009682
P9707	2017-11-22	-.005031	-.004031	.006067	.006576	.005396	.006343
P9709	2017-11-22	.004969	.003969	-.003921	-.003114	.010473	.008081
P9710	2017-11-22	.004969	.003969	-.003764	-.003002	.010478	.008198
P9705	2017-11-21	-.004031	-.005031	-.001107	-.001094	-.003403	-.003285
P9706	2017-11-21	.007969	.007969	-.009361	-.008511	.000429	.001401
P9707	2017-11-21	.011969	.010969	-.010925	-.009381	.003194	.002552
P9709	2017-11-21	.007969	.006969	-.009682	-.008738	.000846	.002111
P9710	2017-11-21	.007969	.006969	-.009726	-.008781	.000883	.002125
P9705	2017-11-20	.010969	.012969	-.008113	-.007291	-.005464	-.004859
P9706	2017-11-20	.005969	.004969	-.007549	-.008438	.004140	.002610
P9707	2017-11-20	-.005031	-.005031	-.001768	-.002652	-.000673	.000294
P9709	2017-11-20	.005969	.005969	-.006095	-.006679	.002229	.000363
P9710	2017-11-20	.005969	.005969	-.006246	-.006710	.001810	.000236
P9705	2017-11-17	-.038031	-.040031	-.022374	-.024627	.001198	.001995
P9706	2017-11-17	-.005031	-.009031	-.030207	-.029286	.020432	.018307
P9707	2017-11-17	-.022031	-.022031	.003066	.003102	.007505	.009042
P9709	2017-11-17	-.007031	-.011031	-.031352	-.030771	.021240	.019308
P9710	2017-11-17	-.007031	-.012031	-.030580	-.030116	.020983	.019036
P9705	2017-11-16	-.001031	-.002031	-.005786	-.008062	.000176	.002315
P9706	2017-11-16	.001969	.000969	-.006652	-.006117	-.005526	-.005682
P9707	2017-11-16	.000969	.000969	-.001366	-.000005	.006570	.006851
P9709	2017-11-16	.001969	.000969	-.006575	-.006287	-.004974	-.004880
P9710	2017-11-16	.001969	.000969	-.006337	-.006046	-.004713	-.004705
P9705	2017-11-15	-.013031	-.014031	.004563	.004254	.002102	.002532
P9706	2017-11-15	-.008031	-.008031	.001335	.000855	.001225	.000943
P9707	2017-11-15	-.003031	-.003031	.000547	-.000696	.004281	.003128
P9709	2017-11-15	-.008031	-.009031	.000785	.000205	.002088	.002169
P9710	2017-11-15	-.008031	-.009031	.000694	.000076	.002017	.002027
P9705	2017-11-14	-.009031	-.010031	-.004776	-.005151	.004458	.003445
P9706	2017-11-14	-.006031	-.006031	-.001213	-.001750	.003639	.001981
P9707	2017-11-14	-.015031	-.013031	.009712	.008268	-.001283	-.000149
P9709	2017-11-14	-.006031	-.007031	-.001961	-.002828	.004254	.002845
P9710	2017-11-14	-.006031	-.007031	-.001654	-.002617	.004213	.002832
P9705	2017-11-13	.002969	.006969	.000086	.001374	-.005266	-.003279
P9706	2017-11-13	.003969	.003969	-.006305	-.005268	.004734	.004614
P9707	2017-11-13	.003969	.003969	-.007908	-.007176	.006599	.006279
P9709	2017-11-13	.003969	.003969	-.005790	-.004646	.003933	.003790
P9710	2017-11-13	.003969	.003969	-.005894	-.004669	.003897	.003779
P9705	2017-11-10	.005969	.007969	-.002546	-.003725	-.000965	.001006
P9706	2017-11-10	.001969	.001969	-.006029	-.006211	-.008699	-.008294
P9707	2017-11-10	.003969	.003969	-.001689	-.001757	.002696	.003001
P9709	2017-11-10	.001969	.002969	-.005781	-.005762	-.008569	-.008205
P9710	2017-11-10	.001969	.002969	-.005674	-.005590	-.008366	-.007858
P9705	2017-11-09	.007969	.008969	-.000792	-.002300	-.005275	-.003742
P9706	2017-11-09	.003969	.004969	-.000315	-.000662	-.002532	-.002817
P9707	2017-11-09	.003969	.003969	-.002005	-.002011	.000577	-.000117
P9709	2017-11-09	.004969	.004969	-.000087	-.000523	-.002883	-.003099
P9710	2017-11-09	.004969	.004969	.000041	-.000341	-.002880	-.003034
P9705	2017-11-08	.003969	.002969	-.001001	-.001464	-.001490	-.001163
P9706	2017-11-08	-.000031	-.000031	.005503	.004483	.000376	-.000352
P9707	2017-11-08	.004969	.004969	.002368	.002809	.001652	.002624
P9709	2017-11-08	-.000031	.000969	.004881	.003828	-.000068	-.000726
P9710	2017-11-08	-.000031	.000969	.004742	.003782	-.000098	-.000549
P9705	2017-11-07	.005969	.006969	-.005536	-.006542	-.003290	-.005498
P9706	2017-11-07	.007969	.007969	-.002329	-.002272	.003737	.003432
P9707	2017-11-07	.002969	.003969	.006916	.005741	-.005530	-.005306
P9709	2017-11-07	.007969	.007969	-.002493	-.002591	.003273	.002660
P9710	2017-11-07	.007969	.007969	-.002343	-.002490	.003147	.002699
P9705	2017-11-06	.011969	.013969	.004525	.006018	.000448	.000193
P9706	2017-11-06	.004969	.005969	.000144	-.000059	-.008555	-.007877
P9707	2017-11-06	.019969	.017969	-.013946	-.012924	.016195	.013948
P9709	2017-11-06	.005969	.006969	.001675	.001683	-.008466	-.008012
P9710	2017-11-06	.005969	.006969	.001283	.001381	-.008108	-.007752
P9705	2017-11-03	-.006031	-.005031	.005933	.006453	-.006287	-.007326
P9706	2017-11-03	-.004031	-.005031	-.006428	-.005778	-.002447	-.002482
P9707	2017-11-03	-.001031	-.002031	-.005235	-.004223	.007332	.007490
P9709	2017-11-03	-.004031	-.005031	-.005411	-.004577	-.002809	-.002996
P9710	2017-11-03	-.004031	-.005031	-.005364	-.004574	-.002553	-.002772
P9705	2017-11-02	-.013031	-.011031	-.001497	-.001028	.001719	.003139
P9706	2017-11-02	-.004031	-.004031	-.009735	-.008413	.001501	.002358
P9707	2017-11-02	-.013031	-.013031	.003211	.002028	-.002308	-.002387
P9709	2017-11-02	-.004031	-.005031	-.009217	-.007817	.001768	.002749
P9710	2017-11-02	-.004031	-.005031	-.009180	-.007795	.001596	.002494
P9705	2017-11-01	.003969	.006969	.002967	.004297	.001492	.000126
P9706	2017-11-01	-.001031	-.000031	-.000580	.000628	.000532	.000729
P9707	2017-11-01	-.005031	-.004031	.013431	.013748	.006057	.007099
P9709	2017-11-01	-.000031	.000969	.000236	.001516	.000197	-.000086
P9710	2017-11-01	-.001031	-.000031	.000556	.001773	.000401	.000143
P9705	2017-10-31	.008969	.010969	.001749	.001388	.003092	.002915
P9706	2017-10-31	-.000031	.001969	.006160	.005711	-.006373	-.006335
P9707	2017-10-31	.007969	.007969	-.000080	.001320	.001586	.001139
P9709	2017-10-31	.000969	.002969	.005988	.005317	-.005842	-.005530
P9710	2017-10-31	.000969	.002969	.006032	.005325	-.005505	-.005322
P9705	2017-10-30	-.028031	-.027031	-.007126	-.008548	-.003938	-.002529
P9706	2017-10-30	-.006031	-.009031	-.021564	-.020015	.007866	.006457
P9707	2017-10-30	-.009031	-.009031	-.012392	-.011509	.009653	.009161
P9709	2017-10-30	-.008031	-.010031	-.022318	-.020906	.008286	.007370
P9710	2017-10-30	-.008031	-.010031	-.022313	-.020879	.008164	.007300
P9705	2017-10-27	-.008031	-.007031	.000390	.000463	-.000238	.001553
P9706	2017-10-27	.002969	.001969	-.010252	-.008388	-.000062	.001033
P9707	2017-10-27	.002969	.001969	-.011572	-.010990	.003836	.002857
P9709	2017-10-27	.002969	.001969	-.010403	-.008536	.000906	.002150
P9710	2017-10-27	.002969	.001969	-.010404	-.008483	.000799	.001953
P9705	2017-10-26	.001969	.001969	.002389	.002446	.002444	.001721
P9706	2017-10-26	.001969	.001969	-.000589	-.000324	-.006171	-.005892
P9707	2017-10-26	.006969	.006969	-.004729	-.003921	.000363	.000201
P9709	2017-10-26	.001969	.001969	-.000156	.000109	-.005437	-.004951
P9710	2017-10-26	.001969	.002969	-.000218	.000127	-.005500	-.004870
P9705	2017-10-25	.008969	.009969	.002834	.003249	.000070	.001238
P9706	2017-10-25	.002969	.003969	.002037	.002914	-.002511	-.001407
P9707	2017-10-25	.012969	.011969	-.007237	-.006500	.009177	.008137
P9709	2017-10-25	.002969	.003969	.002661	.003589	-.003133	-.002216
P9710	2017-10-25	.002969	.004969	.002430	.003361	-.002927	-.001994
P9705	2017-10-24	-.005031	-.006031	-.008373	-.008766	-.000472	-.000786
P9706	2017-10-24	.002969	.001969	-.007663	-.007628	.005542	.004738
P9707	2017-10-24	-.003031	-.003031	-.004343	-.004763	-.001577	-.001301
P9709	2017-10-24	.002969	.001969	-.008456	-.008554	.005155	.004530
P9710	2017-10-24	.001969	.001969	-.008424	-.008546	.005009	.004384
P9705	2017-10-23	.008969	.009969	.002505	.004577	-.001163	.000719
P9706	2017-10-23	.000969	.001969	.004278	.003945	-.001392	-.002108
P9707	2017-10-23	.004969	.004969	-.001621	-.000876	.009733	.008342
P9709	2017-10-23	.001969	.002969	.004580	.004476	-.002614	-.003164
P9710	2017-10-23	.001969	.002969	.004357	.004317	-.002545	-.003111
P9705	2017-10-20	.010969	.011969	.002431	.001633	-.002051	-.004086
P9706	2017-10-20	.001969	.002969	.011828	.010588	-.003976	-.003592
P9707	2017-10-20	.010969	.010969	.002293	.002538	-.002931	-.001814
P9709	2017-10-20	.001969	.003969	.011247	.009833	-.004011	-.003719
P9710	2017-10-20	.001969	.003969	.011307	.009889	-.003844	-.003580
P9705	2017-10-19	-.004031	-.003031	-.001585	-.000783	-.002715	-.000860
P9706	2017-10-19	-.004031	-.005031	-.010323	-.009398	.000625	.001450
P9707	2017-10-19	-.010031	-.010031	-.004140	-.004467	-.010135	-.008832
P9709	2017-10-19	-.004031	-.005031	-.009103	-.007745	.000205	.000757
P9710	2017-10-19	-.004031	-.005031	-.008954	-.007650	.000318	.000706
P9705	2017-10-18	-.009031	-.009031	-.008117	-.008364	-.001704	.002440
P9706	2017-10-18	.003969	.001969	-.014664	-.013865	.002955	.003362
P9707	2017-10-18	-.000031	-.001031	-.005022	-.005588	.005115	.004368
P9709	2017-10-18	.002969	.000969	-.014850	-.014178	.003766	.004547
P9710	2017-10-18	.002969	.000969	-.014499	-.013946	.004001	.004456
P9705	2017-10-17	-.001031	-.000031	.003896	.004234	-.001773	.000432
P9706	2017-10-17	-.002031	-.001031	.001308	.001312	-.000916	-.000166
P9707	2017-10-17	-.001031	-.001031	-.000152	.000519	.002196	.001062
P9709	2017-10-17	-.002031	-.001031	.001356	.001433	-.000897	-.000039
P9710	2017-10-17	-.002031	-.001031	.001234	.001388	-.000904	-.000065
P9705	2017-10-16	-.029031	-.030031	-.009675	-.008744	.000406	.002182
P9706	2017-10-16	-.003031	-.005031	-.017074	-.015324	.005222	.006124
P9707	2017-10-16	-.006031	-.007031	-.004388	-.003961	-.001123	-.001091
P9709	2017-10-16	-.005031	-.007031	-.019183	-.017578	.006939	.008572
P9710	2017-10-16	-.005031	-.007031	-.018841	-.017299	.006707	.008269
P9705	2017-10-13	.009969	.009969	-.007626	-.007613	.002974	.003618
P9706	2017-10-13	.001969	.002969	.001726	.002444	-.002411	-.001158
P9707	2017-10-13	.006969	.005969	-.004607	-.003728	.008457	.007656
P9709	2017-10-13	.001969	.002969	.001199	.001599	-.002725	-.001661
P9710	2017-10-13	.001969	.002969	.001080	.001482	-.002520	-.001407
P9705	2017-10-12	-.001031	-.001031	-.001613	-.001010	-.002281	-.002156
P9706	2017-10-12	-.000031	-.001031	-.003930	-.003656	-.001530	-.002315
P9707	2017-10-12	-.003031	-.003031	-.001910	-.001251	.007038	.006177
P9709	2017-10-12	-.000031	-.001031	-.003305	-.003097	-.001364	-.002317
P9710	2017-10-12	-.000031	-.001031	-.003115	-.002968	-.001021	-.002131
P9705	2017-10-11	-.009031	-.011031	.000112	.001345	.002477	.000002
P9706	2017-10-11	.001969	.001969	-.003010	-.002898	-.002011	-.001495
P9707	2017-10-11	-.001031	-.001031	.002474	.001008	-.014404	-.013536
P9709	2017-10-11	.000969	.000969	-.004124	-.004005	-.000591	.000215
P9710	2017-10-11	.000969	-.000031	-.004077	-.003945	-.001103	-.000160
P9705	2017-10-10	.015969	.017969	.005295	.007699	-.000247	.000348
P9706	2017-10-10	.002969	.003969	.004571	.004320	-.004092	-.003880
P9707	2017-10-10	.005969	.004969	-.001700	-.001482	.003672	.002741
P9709	2017-10-10	.003969	.004969	.006107	.006047	-.004724	-.005047
P9710	2017-10-10	.003969	.004969	.005869	.005792	-.004633	-.005174
P9705	2017-10-09	.011969	.011969	.005026	.005104	-.005119	-.006001
P9706	2017-10-09	.009969	.009969	.000978	.000912	-.002838	-.003045
P9707	2017-10-09	.013969	.012969	-.013444	-.011642	.002284	.000277
P9709	2017-10-09	.009969	.009969	.001773	.001787	-.002877	-.003128
P9710	2017-10-09	.009969	.009969	.001423	.001585	-.002820	-.003009
P9705	2017-09-29	.009969	.008969	.002541	.001714	-.000188	.001098
P9706	2017-09-29	.002969	.003969	.005647	.005397	-.003473	-.003924
P9707	2017-09-29	.003969	.003969	.004378	.004594	-.005125	-.005666
P9709	2017-09-29	.003969	.003969	.006033	.005589	-.003824	-.003979
P9710	2017-09-29	.003969	.003969	.006049	.005611	-.003780	-.004058
P9705	2017-09-28	-.003031	-.002031	-.004272	-.003890	.001260	.001871
P9706	2017-09-28	-.002031	-.002031	-.005519	-.005151	-.002615	-.002411
P9707	2017-09-28	.007969	.006969	-.011588	-.011588	.007303	.006228
P9709	2017-09-28	-.002031	-.002031	-.005549	-.005070	-.002911	-.002593
P9710	2017-09-28	-.001031	-.001031	-.005713	-.005153	-.003132	-.002695
P9705	2017-09-27	.009969	.011969	.005355	.005367	.000736	.001508
P9706	2017-09-27	.000969	.001969	.004887	.003776	-.003911	-.004860
P9707	2017-09-27	.006969	.007969	-.001480	-.001727	.004741	.004976
P9709	2017-09-27	.000969	.002969	.005479	.004731	-.004279	-.005147
P9710	2017-09-27	.001969	.002969	.005297	.004584	-.004147	-.005016
P9705	2017-09-26	-.003031	-.006031	-.006303	-.007028	.000771	-.000081
P9706	2017-09-26	.001969	.000969	-.000827	-.001910	.000532	-.000803
P9707	2017-09-26	.005969	.005969	-.004786	-.003465	.005694	.005789
P9709	2017-09-26	.000969	.000969	-.001587	-.002731	.000508	-.000700
P9710	2017-09-26	.000969	.000969	-.001631	-.002723	.000671	-.000412
P9705	2017-09-25	-.012031	-.010031	.001285	.003009	-.001037	-.001513
P9706	2017-09-25	-.004031	-.006031	-.012313	-.011477	.001414	.000572
P9707	2017-09-25	-.006031	-.007031	-.001491	-.002129	-.000130	-.000950
P9709	2017-09-25	-.004031	-.006031	-.011805	-.010808	.001844	.000975
P9710	2017-09-25	-.004031	-.006031	-.011597	-.010686	.001748	.000768
P9705	2017-09-22	-.002031	-.001031	.005112	.004024	-.001963	-.001063
P9706	2017-09-22	-.001031	-.002031	-.004054	-.003531	.000570	.000173
P9707	2017-09-22	-.001031	-.001031	-.002903	-.002937	-.000492	-.000560
P9709	2017-09-22	-.001031	-.002031	-.003001	-.002330	.000440	-.000265
P9710	2017-09-22	-.001031	-.002031	-.002911	-.002277	.000673	-.000060
P9705	2017-09-21	-.012031	-.011031	.002993	.002609	-.003019	-.001980
P9706	2017-09-21	-.002031	-.003031	-.007985	-.006822	.004074	.004406
P9707	2017-09-21	-.001031	-.001031	-.000614	-.000755	.000875	.000369
P9709	2017-09-21	-.002031	-.004031	-.007768	-.006503	.004058	.004232
P9710	2017-09-21	-.002031	-.004031	-.007512	-.006374	.004122	.004178
P9705	2017-09-20	.009969	.009969	.004866	.005635	-.004627	-.005303
P9706	2017-09-20	.003969	.004969	.002927	.002499	-.003238	-.004112
P9707	2017-09-20	.002969	.002969	-.003644	-.003918	.000994	.001534
P9709	2017-09-20	.003969	.004969	.003837	.003598	-.003940	-.004874
P9710	2017-09-20	.003969	.004969	.003776	.003583	-.003641	-.004489
P9705	2017-09-19	-.005031	-.003031	.004122	.004853	.001272	.002548
P9706	2017-09-19	-.002031	-.002031	-.000789	-.000729	.004224	.004657
P9707	2017-09-19	-.000031	-.000031	.003488	.003731	-.001474	-.000759
P9709	2017-09-19	-.002031	-.002031	-.001016	-.000877	.004540	.004910
P9710	2017-09-19	-.002031	-.002031	-.000634	-.000520	.004667	.004981
P9705	2017-09-18	.010969	.010969	.000661	.001338	-.004479	-.005413
P9706	2017-09-18	.002969	.003969	.002324	.002372	-.003075	-.002879
P9707	2017-09-18	.005969	.004969	-.006638	-.005655	-.001455	-.001889
P9709	2017-09-18	.002969	.003969	.002813	.002986	-.004154	-.004128
P9710	2017-09-18	.003969	.003969	.002462	.002766	-.004365	-.004130
P9705	2017-09-15	-.005031	-.005031	-.003612	-.004977	.000899	.002204
P9706	2017-09-15	-.004031	-.004031	-.001215	-.001385	-.002464	-.000793
P9707	2017-09-15	-.000031	-.000031	-.004243	-.003100	-.006425	-.006391
P9709	2017-09-15	-.004031	-.004031	-.001880	-.002188	-.001506	.000258
P9710	2017-09-15	-.004031	-.004031	-.001967	-.002215	-.001579	.000193
P9705	2017-09-14	-.003031	-.002031	-.000182	.000288	.004435	.003254
P9706	2017-09-14	-.004031	-.003031	.003618	.002993	-.001545	-.001327
P9707	2017-09-14	-.002031	-.002031	.002940	.002794	-.004080	-.003295
P9709	2017-09-14	-.004031	-.003031	.003329	.002607	-.000587	-.000461
P9710	2017-09-14	-.004031	-.003031	.003562	.002771	-.000489	-.000436
P9705	2017-09-13	.003969	.004969	-.001015	-.000482	.006811	.004049
P9706	2017-09-13	.001969	.001969	.001736	.001890	-.004446	-.005001
P9707	2017-09-13	.002969	.002969	.004468	.005412	.005036	.005428
P9709	2017-09-13	.001969	.001969	.001175	.001262	-.004111	-.004427
P9710	2017-09-13	.001969	.002969	.001372	.001420	-.003757	-.004141
P9705	2017-09-12	-.007031	-.008031	-.004409	-.006221	-.001691	-.000483
P9706	2017-09-12	.001969	.000969	-.005393	-.006199	-.000854	-.001377
P9707	2017-09-12	-.002031	-.002031	-.000563	-.000469	.000502	.000203
P9709	2017-09-12	.000969	-.000031	-.005794	-.006701	-.000159	-.000402
P9710	2017-09-12	.000969	-.000031	-.005575	-.006529	-.000013	-.000298
P9705	2017-09-11	.009969	.011969	.002872	.003514	.001639	.000813
P9706	2017-09-11	.002969	.003969	.005516	.005163	-.002490	-.003481
P9707	2017-09-11	.004969	.005969	.002785	.001460	-.003436	-.002138
P9709	2017-09-11	.003969	.004969	.005832	.005654	-.002808	-.003718
P9710	2017-09-11	.003969	.004969	.005768	.005704	-.002950	-.003577
P9705	2017-09-08	-.000031	.000969	.002043	.001412	-.002931	-.001554
P9706	2017-09-08	-.000031	.000969	.004445	.003940	-.001189	-.002085
P9707	2017-09-08	.012969	.013969	.007531	.009125	-.001305	-.000780
P9709	2017-09-08	-.000031	.000969	.003847	.003101	-.000545	-.001081
P9710	2017-09-08	.000969	.000969	.003919	.003186	-.000728	-.001300
P9705	2017-09-07	-.005031	-.003031	.003498	.006323	.001154	.001585
P9706	2017-09-07	-.006031	-.005031	.002756	.003452	.000344	-.000021
P9707	2017-09-07	-.003031	-.002031	.005716	.006182	.000622	.001023
P9709	2017-09-07	-.006031	-.005031	.002914	.003845	.000248	-.000135
P9710	2017-09-07	-.006031	-.005031	.002988	.003848	.000333	-.000113
P9705	2017-09-06	.009969	.010969	.002434	.003690	-.006640	-.008183
P9706	2017-09-06	-.000031	-.000031	.002874	.002170	-.000911	-.002428
P9707	2017-09-06	-.002031	-.001031	.005056	.003853	.000544	.000656
P9709	2017-09-06	.000969	.000969	.004093	.003766	-.002471	-.004253
P9710	2017-09-06	.000969	.000969	.004222	.003833	-.002324	-.004122
P9705	2017-09-05	.001969	.002969	.002142	.001416	-.004417	-.004441
P9706	2017-09-05	.002969	.002969	-.002639	-.001969	.001248	.001405
P9707	2017-09-05	.005969	.004969	-.006789	-.006147	.005091	.004516
P9709	2017-09-05	.002969	.002969	-.002472	-.001815	.001033	.000931
