MktRet,SMB,HML,BSI,date
0.02619444146761316,-0.0004999861784175351,0.004864842812489601,1.0508188045058942,2015-04-07
0.006054794053366773,-0.01352638814989636,0.006886022326263343,0.25758235985810485,2015-04-08
-0.009386389668041312,-0.0011835962660261008,-0.0037363178434850694,0.4342858083821959,2015-04-09
0.02254926435863027,0.0089297145134483,-0.0017033034032879167,0.28864944903025436,2015-04-10
0.023030656198832232,0.007478575159903793,0.004876441996746236,0.9702199813111461,2015-04-13
0.0038908735756199024,0.00315528211010397,-0.002348876736205899,0.31053961827509124,2015-04-14
-0.01732109102432307,-0.013718394137139319,0.012397453065393648,0.17770482647833186,2015-04-15
0.026361635654476877,-0.01362567088959419,0.006964118105510734,0.254775140743871,2015-04-16
0.020404339014338947,-0.01332859919074034,0.012440771626349368,0.6125271948567201,2015-04-17
-0.01582775749381671,-0.007117451189410935,0.004111469403803043,1.0001258397332604,2015-04-20
0.024900429496578346,0.010251073685175742,-0.012819318142334474,-0.23748552980486892,2015-04-21
0.02745079158824529,0.00414248773450978,-0.006104851872425571,0.33362638458358745,2015-04-22
0.006438478088099445,0.007436650565196364,-0.005436330041542611,0.5266758318180662,2015-04-23
-0.0026441111559776104,0.006016355652394783,-0.008866563988483438,-0.10963970617812763,2015-04-24
0.027206194878227136,-0.010756785325026446,0.01741493830655482,0.5781192614243473,2015-04-27
-0.015529099259151306,-0.011983653718258963,0.011632091590023125,0.01366497046398124,2015-04-28
0.005348653525178703,0.01723484859301703,-0.016709771832291977,-0.13578501771344031,2015-04-29
-0.004262176232323652,0.007266776811136888,-0.011977630580098438,0.34626069712469304,2015-04-30
0.010994312084717583,0.00603639084729733,0.007026324159173421,0.6203054669606048,2015-05-04
-0.03878293191777718,0.005419108455830685,-0.009262756950430585,0.0275193432354158,2015-05-05
-0.014923125013018183,-0.005230721468171063,-0.015669382938245744,-0.6067374407203692,2015-05-06
-0.024096874464431848,-0.001887297042513246,-0.014373331013290129,-0.5795279432311171,2015-05-07
0.029103714120008374,0.016414818049700748,-0.014207166277540838,-0.3166795396873745,2015-05-08
0.036187154773385945,0.011066150785325884,-0.01371416707500267,0.22371416470746122,2015-05-11
0.017545312757334914,0.004204375237406709,-0.01619713953993593,-0.1442097644998248,2015-05-12
-0.00025124222445163484,0.018843974313883755,-0.013151069468079146,-0.15327127238197763,2015-05-13
0.0018763148090695445,0.019534198309438054,-0.0014546309043363976,-0.37557526986393164,2015-05-14
-0.01384445501035289,0.00750932020692191,-0.013644346733316935,-0.5286875127255897,2015-05-15
0.0007074283130258912,0.02549659107285881,-0.021012260408336612,-0.07190682498634154,2015-05-18
0.03358039983433299,-0.0011433728929070922,0.00820078393610002,-1.030822797847029,2015-05-19
0.011226725451280993,0.011579243739964593,-0.01153693017912169,0.36061640805601963,2015-05-20
0.02645692245366435,0.012913134294927162,-0.010028215693909305,-0.2803731702676109,2015-05-21
