ts_code,trade_date,total_mv,float_mv,pe,pb
000300.SH,20160831,27591142817814.0,20418352185744.0,12.54,1.5
000300.SH,20160901,27422947485826.0,20286501601194.0,12.46,1.48
000300.SH,20160902,27492285076527.0,20343794351540.0,12.49,1.49
000300.SH,20160905,27519234945542.0,20366024121527.0,12.5,1.49
000300.SH,20160906,27627217642621.0,20453772536446.0,12.55,1.5
000300.SH,20160907,27630289137144.0,20452873384344.0,12.55,1.5
000300.SH,20160908,27623468879410.0,20451683725882.0,12.55,1.49
000300.SH,20160909,27478810025981.0,20338682964693.0,12.48,1.49
000300.SH,20160912,27040862588512.0,20021679082961.0,12.29,1.46
000300.SH,20160913,26999179987472.0,19992004030644.0,12.27,1.46
000300.SH,20160914,26797125796689.0,19844773540924.0,12.17,1.45
000300.SH,20160919,26972216926726.0,20049090341862.0,12.25,1.46
000300.SH,20160920,26923722357591.0,20015643964915.0,12.23,1.46
000300.SH,20160921,26983611805351.0,20058086941594.0,12.26,1.46
000300.SH,20160922,27165511418257.0,20195981609000.0,12.34,1.47
000300.SH,20160923,27089194226056.0,20134993255865.0,12.31,1.47
000300.SH,20160926,26672179228371.0,19818628948884.0,12.12,1.44
000300.SH,20160927,26830125823198.0,19925897233256.0,12.19,1.45
000300.SH,20160928,26734093708360.0,19870017589535.0,12.15,1.45
000300.SH,20160929,26849615049656.0,19956517559291.0,12.2,1.45
000300.SH,20160930,26898741322849.0,19995727434671.0,12.22,1.46
000300.SH,20161010,27229826845774.0,20240557570166.0,12.37,1.48
000300.SH,20161011,27319831580955.0,20315181253720.0,12.41,1.48
000300.SH,20161012,27261192803380.0,20265653539366.0,12.39,1.48
000300.SH,20161013,27267031918092.0,20273690575151.0,12.39,1.48
000300.SH,20161014,27310768175850.0,20309707486516.0,12.41,1.48
000300.SH,20161017,27102914566007.0,20156709527523.0,12.31,1.47
000300.SH,20161018,27459697439121.0,20421760816295.0,12.48,1.49
000300.SH,20161019,27439028423204.0,20407649992133.0,12.47,1.49
000300.SH,20161020,27465238432204.0,20415944880121.0,12.48,1.49
000300.SH,20161021,27567760518679.0,20536098870135.0,12.53,1.49
000300.SH,20161024,27909042331520.0,20785259428382.0,12.68,1.51
000300.SH,20161025,27897181685267.0,20774331587222.0,12.67,1.51
000300.SH,20161026,27761949721148.0,20677389239697.0,12.61,1.5
000300.SH,20161027,27683367995520.0,20617286526426.0,12.58,1.49
000300.SH,20161028,27669076910997.0,20599391872852.0,12.57,1.47
000300.SH,20161031,27628020315304.0,20570608202562.0,12.55,1.43
000300.SH,20161101,27779097221244.0,20676894764207.0,12.62,1.44
000300.SH,20161102,27565911255095.0,20516052048574.0,12.52,1.43
000300.SH,20161103,27800522429067.0,20695466986398.0,12.63,1.44
000300.SH,20161104,27712860556301.0,20641837747251.0,12.59,1.43
000300.SH,20161107,27752193588951.0,20677413330519.0,12.61,1.44
000300.SH,20161108,27875841936373.0,20767845657774.0,12.67,1.44
000300.SH,20161109,27706309135166.0,20643494201758.0,12.59,1.43
000300.SH,20161110,28021826469855.0,20875505574729.0,12.73,1.45
000300.SH,20161111,28238727384778.0,21036077017136.0,12.83,1.46
000300.SH,20161114,28373805085448.0,21133979674846.0,12.89,1.47
000300.SH,20161115,28325364752064.0,21102353803521.0,12.87,1.47
000300.SH,20161116,28323593585082.0,21100641875030.0,12.87,1.47
000300.SH,20161117,28366862581643.0,21144034395131.0,12.89,1.47
000300.SH,20161118,28209749860320.0,21034897615986.0,12.82,1.46
000300.SH,20161121,28462107116727.0,21222945978379.0,12.93,1.47
000300.SH,20161122,28729914275425.0,21426704550639.0,13.05,1.49
000300.SH,20161123,28757090920487.0,21449674167478.0,13.07,1.49
000300.SH,20161124,28817138304780.0,21501849274747.0,13.09,1.49
000300.SH,20161125,29097639134489.0,21704284010555.0,13.22,1.51
000300.SH,20161128,29269331033737.0,21843355412328.0,13.3,1.51
000300.SH,20161129,29498844205792.0,22039662001957.0,13.4,1.53
000300.SH,20161130,29187234259198.0,21805164193328.0,13.26,1.51
000300.SH,20161201,29401887494145.0,21970186244444.0,13.36,1.52
000300.SH,20161202,29237618283121.0,21832242326495.0,13.28,1.52
000300.SH,20161205,28817305718832.0,21501373134428.0,13.09,1.5
000300.SH,20161206,28700898867348.0,21430256099495.0,13.04,1.49
000300.SH,20161207,28809444373001.0,21522068871945.0,13.09,1.5
000300.SH,20161208,28761324543999.0,21492545228839.0,13.07,1.49
000300.SH,20161209,29055171807184.0,21695234165642.0,13.2,1.5
000300.SH,20161212,28460622704576.0,20961713871759.0,13.06,1.51
000300.SH,20161213,28389208238343.0,20929859645916.0,13.03,1.5
000300.SH,20161214,28230369433875.0,20806761856805.0,12.96,1.49
000300.SH,20161215,27802241592139.0,20504925913261.0,12.76,1.47
000300.SH,20161216,27810034610714.0,20509473382066.0,12.77,1.47
000300.SH,20161219,27722245865146.0,20509513689227.0,12.73,1.47
000300.SH,20161220,27547864899186.0,20383302602155.0,12.65,1.46
000300.SH,20161221,27855293864969.0,20615999731256.0,12.79,1.47
000300.SH,20161222,27876473025105.0,20640297882164.0,12.8,1.48
000300.SH,20161223,27686859781122.0,20498712095053.0,12.71,1.47
000300.SH,20161226,27805099970593.0,20593267576552.0,12.76,1.47
000300.SH,20161227,27704791845677.0,20514775989664.0,12.72,1.47
000300.SH,20161228,27602903420629.0,20435952903825.0,12.67,1.46
000300.SH,20161229,27579393909772.0,20446713135713.0,12.66,1.46
000300.SH,20161230,27683870296170.0,20526522658166.0,12.71,1.46
000300.SH,20170103,27959909895392.0,20739339561517.0,12.83,1.48
000300.SH,20170104,28142718315277.0,20889097307916.0,12.92,1.49
000300.SH,20170105,28199757867628.0,20940618423526.0,12.94,1.49
000300.SH,20170106,28122470464844.0,20899444220533.0,12.91,1.49
000300.SH,20170109,28249614625062.0,21028148631527.0,12.97,1.49
000300.SH,20170110,28190330838614.0,20986754068901.0,12.94,1.49
000300.SH,20170111,28042695970615.0,20854308343892.0,12.87,1.48
000300.SH,20170112,27943669881615.0,20773475022209.0,12.83,1.48
000300.SH,20170113,28009911184809.0,20823467949296.0,12.86,1.48
000300.SH,20170116,28120041237601.0,20915492389023.0,12.91,1.48
000300.SH,20170117,28147546912001.0,20936599718538.0,12.92,1.49
000300.SH,20170118,28248236598311.0,21023067717971.0,12.97,1.49
000300.SH,20170119,28166814460903.0,20945125048530.0,12.93,1.49
000300.SH,20170120,28306220805299.0,21055700044195.0,12.99,1.49
000300.SH,20170123,28393471028346.0,21124822678062.0,13.03,1.5
000300.SH,20170124,28506527384323.0,21222593299017.0,13.09,1.5
000300.SH,20170125,28575716203141.0,21272448571440.0,13.11,1.5
000300.SH,20170126,28672549181892.0,21328450612034.0,13.15,1.51
000300.SH,20170203,28449544137068.0,21211628011219.0,13.05,1.5
000300.SH,20170206,28515898965965.0,21284459381609.0,13.08,1.5
000300.SH,20170207,28454909315033.0,21237915806718.0,13.05,1.5
000300.SH,20170208,28563551343767.0,21316740210485.0,13.1,1.5
000300.SH,20170209,28676355294867.0,21396602092345.0,13.16,1.51
000300.SH,20170210,28833010382702.0,21515427660819.0,13.23,1.52
000300.SH,20170213,29018838170063.0,21652944015739.0,13.31,1.53
000300.SH,20170214,29007532703906.0,21636195368820.0,13.26,1.53
000300.SH,20170215,28998927511349.0,21613488703412.0,13.26,1.53
000300.SH,20170216,29104707899175.0,21690280614334.0,13.31,1.53
000300.SH,20170217,28901017057296.0,21545645133237.0,13.22,1.52
000300.SH,20170220,29290421402351.0,21846266494385.0,13.39,1.54
000300.SH,20170221,29367546975705.0,21906299448034.0,13.46,1.55
000300.SH,20170222,29442192274227.0,21960569855192.0,13.5,1.55
000300.SH,20170223,29309327899971.0,21855236555235.0,13.44,1.55
000300.SH,20170224,29267688611034.0,21830246000843.0,13.42,1.55
000300.SH,20170227,29075927032409.0,21694461699154.0,13.32,1.54
000300.SH,20170228,29138055267688.0,21740706471710.0,13.34,1.54
000300.SH,20170301,29176590446289.0,21774769358417.0,13.36,1.54
000300.SH,20170302,29006093648321.0,21635576925496.0,13.29,1.53
000300.SH,20170303,28895873554864.0,21550919301822.0,13.24,1.53
000300.SH,20170306,28987657847722.0,21612196712054.0,13.29,1.53
000300.SH,20170307,29065203445758.0,21681485369373.0,13.32,1.54
000300.SH,20170308,29032966752822.0,21672843571130.0,13.31,1.54
000300.SH,20170309,28846078028499.0,21526743824540.0,13.22,1.53
000300.SH,20170310,28817073084276.0,21509168055062.0,13.2,1.52
000300.SH,20170313,29051490622952.0,21678904191881.0,13.31,1.54
000300.SH,20170314,29075982256557.0,21688867040543.0,13.32,1.54
000300.SH,20170315,29114128556475.0,21722673394355.0,13.33,1.54
000300.SH,20170316,29249019336230.0,21825067518742.0,13.39,1.55
000300.SH,20170317,28973129155411.0,21619624998634.0,13.27,1.53
000300.SH,20170320,29054890674243.0,21715766290847.0,13.26,1.53
000300.SH,20170321,29165965253433.0,21810623470169.0,13.32,1.54
000300.SH,20170322,28983925214323.0,21694981781911.0,13.24,1.53
000300.SH,20170323,29055142493631.0,21737407270864.0,13.28,1.53
000300.SH,20170324,29277259758894.0,21910622001106.0,13.51,1.55
000300.SH,20170327,29248944846788.0,21870802094042.0,13.39,1.54
000300.SH,20170328,29170854586844.0,21812073674083.0,13.32,1.54
000300.SH,20170329,29167134821178.0,21814400325138.0,13.4,1.54
000300.SH,20170330,29009160782170.0,21696485137374.0,13.45,1.52
000300.SH,20170331,29175613777202.0,21823696888212.0,13.76,1.53
000300.SH,20170405,29548380398020.0,22099864292136.0,13.93,1.55
000300.SH,20170406,29612236177659.0,22161641948456.0,13.94,1.55
000300.SH,20170407,29678028929252.0,22211610568468.0,13.98,1.55
000300.SH,20170410,29594565463051.0,22188514352285.0,13.94,1.55
000300.SH,20170411,29718269512794.0,22251895720238.0,13.99,1.55
000300.SH,20170412,29703886175357.0,22238341578914.0,13.98,1.55
000300.SH,20170413,29696402966096.0,22246419884361.0,13.94,1.55
000300.SH,20170414,29477632132601.0,22083578112477.0,13.84,1.54
000300.SH,20170417,29420776999057.0,22047736253752.0,13.82,1.53
000300.SH,20170418,29228006243456.0,21918672598697.0,13.77,1.52
000300.SH,20170419,29009479837535.0,21757227900547.0,13.66,1.51
000300.SH,20170420,29099239929569.0,21839019265126.0,13.68,1.51
000300.SH,20170421,29259511948267.0,21906548859888.0,13.73,1.52
000300.SH,20170424,29043934835609.0,21738856092410.0,13.62,1.51
000300.SH,20170425,29091741399462.0,21783954386631.0,13.64,1.51
000300.SH,20170426,29158463590672.0,21814231670048.0,13.62,1.51
000300.SH,20170427,29199229030312.0,21851549343510.0,13.64,1.51
000300.SH,20170428,29175614849066.0,21819258890768.0,13.5,1.49
000300.SH,20170502,29015322260956.0,21705379019782.0,13.33,1.46
000300.SH,20170503,28889554998375.0,21612344167951.0,13.28,1.45
000300.SH,20170504,28850872441937.0,21576713437959.0,13.26,1.45
000300.SH,20170505,28730598266643.0,21475483680591.0,13.2,1.44
000300.SH,20170508,28637603124099.0,21384710266784.0,13.16,1.44
000300.SH,20170509,28568851072673.0,21336098126982.0,13.13,1.44
000300.SH,20170510,28492817641627.0,21265568054848.0,13.09,1.43
000300.SH,20170511,28686767745812.0,21441254074043.0,13.18,1.44
000300.SH,20170512,28983281530377.0,21642471444332.0,13.32,1.46
000300.SH,20170515,29065611020906.0,21717175240608.0,13.36,1.46
000300.SH,20170516,29166593696819.0,21814636195183.0,13.4,1.47
000300.SH,20170517,28983316651269.0,21684845516818.0,13.32,1.46
000300.SH,20170518,28925948534981.0,21617137610864.0,13.29,1.46
000300.SH,20170519,28941612470307.0,21657171745304.0,13.3,1.46
000300.SH,20170522,29069570359595.0,21739698189526.0,13.36,1.46
000300.SH,20170523,29286723549151.0,21907264941218.0,13.46,1.47
000300.SH,20170524,29264155030354.0,21892059061123.0,13.45,1.47
000300.SH,20170525,29752178277293.0,22160076609845.0,13.67,1.5
000300.SH,20170526,29773124160736.0,22232191153435.0,13.68,1.5
000300.SH,20170531,29890035740184.0,22292530252388.0,13.74,1.5
000300.SH,20170601,30015959279120.0,22420906835063.0,13.79,1.51
000300.SH,20170602,29890050691011.0,22334535817092.0,13.74,1.5
000300.SH,20170605,29594463173023.0,22124208776445.0,13.6,1.49
000300.SH,20170606,29740902146652.0,22237638926990.0,13.67,1.5
000300.SH,20170607,30024665341565.0,22491081906762.0,13.8,1.51
000300.SH,20170608,30184324376975.0,22615586074294.0,13.87,1.52
000300.SH,20170609,30302438676843.0,22709196123715.0,13.93,1.53
000300.SH,20170612,31287618878732.0,22654087357795.0,14.05,1.55
000300.SH,20170613,31335043664931.0,22680815984103.0,14.07,1.55
000300.SH,20170614,30998099376980.0,22428971373783.0,13.92,1.54
000300.SH,20170615,30879853168843.0,22346411723865.0,13.86,1.53
000300.SH,20170616,30780707095114.0,22249280526552.0,13.82,1.53
000300.SH,20170619,30974659739963.0,22416267066331.0,13.9,1.54
000300.SH,20170620,30947912174036.0,22401383486978.0,13.89,1.54
000300.SH,20170621,31207305828752.0,22608487743120.0,14.01,1.55
000300.SH,20170622,31307781261212.0,22671484931443.0,14.05,1.56
000300.SH,20170623,31518851078674.0,22839407880576.0,14.15,1.57
000300.SH,20170626,31768341007253.0,23038257666690.0,14.26,1.58
000300.SH,20170627,31811449533015.0,23061396104661.0,14.28,1.58
000300.SH,20170628,31623694197792.0,22921694817181.0,14.2,1.57
000300.SH,20170629,31808076163132.0,23030134894213.0,14.28,1.58
000300.SH,20170630,31779047724774.0,23078068318621.0,14.27,1.59
000300.SH,20170703,31693878800040.0,23032628783513.0,14.23,1.58
000300.SH,20170704,31526061886007.0,22910301665917.0,14.15,1.58
000300.SH,20170705,31772853470781.0,23098534821646.0,14.26,1.59
000300.SH,20170706,31801833130957.0,23123064758673.0,14.28,1.59
000300.SH,20170707,31770162104028.0,23095322423876.0,14.26,1.59
000300.SH,20170710,31724083730832.0,23085924388380.0,14.24,1.59
000300.SH,20170711,31830865027429.0,23164952350221.0,14.29,1.61
000300.SH,20170712,31772956798119.0,23082135308622.0,14.26,1.61
000300.SH,20170713,32022866879900.0,23284047536033.0,14.38,1.62
000300.SH,20170714,32125036583104.0,23363621942642.0,14.42,1.63
000300.SH,20170717,32081553658167.0,23331225434720.0,14.4,1.63
000300.SH,20170718,32043556049542.0,23303646473448.0,14.38,1.63
000300.SH,20170719,32434052131079.0,23605758348479.0,14.56,1.65
000300.SH,20170720,32567098373978.0,23712275002356.0,14.62,1.66
000300.SH,20170721,32434140884412.0,23635879012228.0,14.56,1.65
000300.SH,20170724,32497779570418.0,23694510095900.0,14.59,1.66
000300.SH,20170725,32468392030607.0,23653472119994.0,14.58,1.65
000300.SH,20170726,32532840039371.0,23653571889680.0,14.6,1.66
000300.SH,20170727,32524080537145.0,23644237253525.0,14.6,1.66
000300.SH,20170728,32590667839822.0,23692712808123.0,14.63,1.66
000300.SH,20170731,32669835016594.0,23763396339121.0,14.67,1.66
000300.SH,20170801,32971611341712.0,23980766680351.0,14.8,1.68
000300.SH,20170802,32969827056370.0,23997749943152.0,14.8,1.68
000300.SH,20170803,32716191493834.0,23806645014125.0,14.69,1.66
000300.SH,20170804,32588964578248.0,23719307908449.0,14.63,1.66
000300.SH,20170807,32694225835983.0,23810139342252.0,14.68,1.66
000300.SH,20170808,32748517385930.0,23856596356410.0,14.7,1.67
000300.SH,20170809,32578317943947.0,23776969625183.0,14.62,1.66
000300.SH,20170810,32480507663889.0,23705882859585.0,14.58,1.65
000300.SH,20170811,31998718199519.0,23345553449894.0,14.36,1.63
000300.SH,20170814,32240396264082.0,23532618483983.0,14.47,1.64
000300.SH,20170815,32441578363086.0,23650887853127.0,14.56,1.65
000300.SH,20170816,32383269221483.0,23609244854637.0,14.54,1.65
000300.SH,20170817,32544834723690.0,23728085133210.0,14.61,1.66
000300.SH,20170818,32562051162770.0,23739242051712.0,14.62,1.66
000300.SH,20170821,32683383022815.0,23835735036502.0,14.67,1.66
000300.SH,20170822,32779367583808.0,23909528249241.0,14.71,1.66
000300.SH,20170823,32903753453532.0,23978437817624.0,14.77,1.67
000300.SH,20170824,32776817412958.0,23881981823153.0,14.71,1.66
000300.SH,20170825,33438427185666.0,24349113142810.0,15.01,1.69
000300.SH,20170828,33733328184905.0,24566407735381.0,15.14,1.7
000300.SH,20170829,33732405212446.0,24553965335257.0,15.14,1.7
000300.SH,20170830,33653708175654.0,24492940130379.0,15.11,1.69
000300.SH,20170831,33514002801185.0,24377390185690.0,15.04,1.66
000300.SH,20170901,33473088930579.0,24377948920003.0,15.03,1.66
000300.SH,20170904,33638261244175.0,24517020793942.0,15.1,1.66
000300.SH,20170905,33789793341157.0,24596631043746.0,15.17,1.67
000300.SH,20170906,33749488190223.0,24593316262190.0,15.15,1.67
000300.SH,20170907,33555584836800.0,24446212761955.0,15.06,1.66
000300.SH,20170908,33526201833083.0,24419578172587.0,15.05,1.66
000300.SH,20170911,33522834808610.0,24424717671664.0,15.05,1.66
000300.SH,20170912,33613335774837.0,24497649325958.0,15.09,1.66
000300.SH,20170913,33610488355696.0,24507570695203.0,15.09,1.66
000300.SH,20170914,33457038249976.0,24410228338867.0,15.02,1.65
000300.SH,20170915,33358922464408.0,24340722800955.0,14.97,1.65
000300.SH,20170918,33417463605592.0,24387826989276.0,15.0,1.65
000300.SH,20170919,33384440170319.0,24344672784825.0,14.99,1.65
000300.SH,20170920,33452403079119.0,24387231760835.0,15.02,1.66
000300.SH,20170921,33529389284989.0,24422733542458.0,15.05,1.66
000300.SH,20170922,33546911659881.0,24448117708858.0,15.06,1.66
000300.SH,20170925,33534378148468.0,24444967732875.0,15.05,1.66
000300.SH,20170926,33547243487106.0,24465304431856.0,15.06,1.66
000300.SH,20170927,33479703990722.0,24437454507090.0,15.03,1.66
000300.SH,20170928,33475402320532.0,24437081982731.0,15.03,1.66
000300.SH,20170929,33536529967967.0,24461741087192.0,15.05,1.66
000300.SH,20171009,33831946555269.0,24693768531244.0,15.19,1.67
000300.SH,20171010,33891127605540.0,24727675376632.0,15.21,1.67
000300.SH,20171011,34017935623627.0,24830404051648.0,15.27,1.68
000300.SH,20171012,34033401071452.0,24852846126222.0,15.28,1.68
000300.SH,20171013,34042548294499.0,24863064693787.0,15.28,1.68
000300.SH,20171016,34094689140595.0,24897828868113.0,15.31,1.68
000300.SH,20171017,34033206040028.0,24872595075205.0,15.28,1.68
000300.SH,20171018,34356014951489.0,25112953961714.0,15.42,1.7
000300.SH,20171019,34331620219997.0,25099644218642.0,15.41,1.7
000300.SH,20171020,34251116395276.0,25034341169585.0,15.38,1.69
000300.SH,20171023,34222245065440.0,25015750914888.0,15.36,1.69
000300.SH,20171024,34434150320826.0,25188268695150.0,15.46,1.7
000300.SH,20171025,34469639933125.0,25228641256169.0,15.47,1.7
000300.SH,20171026,34500021778541.0,25273236355699.0,15.49,1.7
000300.SH,20171027,34748665273572.0,25475723833910.0,15.6,1.7
000300.SH,20171030,34760637253067.0,25481361896362.0,15.6,1.69
000300.SH,20171031,34693760318528.0,25419102806747.0,15.57,1.66
000300.SH,20171101,34681434891397.0,25419387705157.0,15.57,1.66
000300.SH,20171102,34746648517227.0,25414114046684.0,15.6,1.66
000300.SH,20171103,34682289869159.0,25380316203165.0,15.57,1.65
000300.SH,20171106,34776845017093.0,25473032687573.0,15.61,1.66
000300.SH,20171107,35069131941510.0,25685778996026.0,15.74,1.67
000300.SH,20171108,35021306973354.0,25644844215641.0,15.72,1.67
000300.SH,20171109,35145581066708.0,25753966221954.0,15.78,1.67
000300.SH,20171110,35217056510067.0,25833941376142.0,15.81,1.68
000300.SH,20171113,35390495662987.0,25974893969067.0,15.89,1.68
000300.SH,20171114,35196142196451.0,25828198646612.0,15.8,1.67
000300.SH,20171115,34940053397750.0,25647267408500.0,15.68,1.66
000300.SH,20171116,35018732771342.0,25778062521711.0,15.72,1.67
000300.SH,20171117,35293050804869.0,25952931698599.0,15.84,1.68
000300.SH,20171120,35522370215444.0,26114383967872.0,15.95,1.69
000300.SH,20171121,35932341761508.0,26433334156010.0,16.13,1.71
000300.SH,20171122,36227589137348.0,26625144890082.0,16.26,1.72
000300.SH,20171123,35336544044501.0,25940624273282.0,15.86,1.68
000300.SH,20171124,35343496322436.0,25949319418196.0,15.87,1.68
000300.SH,20171127,34921929996679.0,25652603565949.0,15.68,1.66
000300.SH,20171128,34875134967393.0,25632146903164.0,15.66,1.66
000300.SH,20171129,34887099938804.0,25628161758432.0,15.66,1.66
000300.SH,20171130,34588242729700.0,25399142195565.0,15.53,1.64
000300.SH,20171201,34488455977739.0,25345743996698.0,15.48,1.64
000300.SH,20171204,34605280466652.0,25456494371418.0,15.53,1.65
000300.SH,20171205,34889116666717.0,25651974396935.0,15.66,1.66
000300.SH,20171206,34666733566683.0,25493835497151.0,15.56,1.65
000300.SH,20171207,34311927390033.0,25234544857325.0,15.4,1.63
000300.SH,20171208,34464753254781.0,25351838143015.0,15.47,1.64
000300.SH,20171211,35528135323517.0,25889934666780.0,15.84,1.67
000300.SH,20171212,35070019781371.0,25560460803896.0,15.64,1.65
000300.SH,20171213,35339115309474.0,25757635756246.0,15.76,1.66
000300.SH,20171214,35133518786005.0,25603932899098.0,15.67,1.65
000300.SH,20171215,34796682637935.0,25342197447475.0,15.52,1.63
000300.SH,20171218,34890560485356.0,25415754951232.0,15.56,1.64
000300.SH,20171219,35312499412834.0,25696065389436.0,15.75,1.66
000300.SH,20171220,35303441165859.0,25696093775109.0,15.74,1.66
000300.SH,20171221,35512932496876.0,25871586864843.0,15.84,1.67
000300.SH,20171222,35430636375603.0,25819087118655.0,15.8,1.66
000300.SH,20171225,35406589662524.0,25766079420429.0,15.79,1.66
000300.SH,20171226,35624468611503.0,25911608930276.0,15.89,1.67
000300.SH,20171227,35209829091935.0,25597875449704.0,15.7,1.65
000300.SH,20171228,35485217107454.0,25793103906092.0,15.82,1.66
000300.SH,20171229,35622672105617.0,25957196861491.0,15.89,1.67
000300.SH,20180102,36116777012748.0,26319068256322.0,16.11,1.69
000300.SH,20180103,36300537093720.0,26476574912345.0,16.19,1.7
000300.SH,20180104,36434771613815.0,26627202134090.0,16.25,1.7
000300.SH,20180105,36532482228905.0,26702470581438.0,16.29,1.71
000300.SH,20180108,36692017407052.0,26855609035511.0,16.36,1.72
000300.SH,20180109,36808918513236.0,26963748965718.0,16.42,1.72
000300.SH,20180110,37070622510670.0,27162272947981.0,16.53,1.73
000300.SH,20180111,37119893551165.0,27167111648523.0,16.55,1.73
000300.SH,20180112,37261283004694.0,27288363660426.0,16.62,1.74
000300.SH,20180115,37400968919455.0,27373745657743.0,16.68,1.74
000300.SH,20180116,37692110327279.0,27555447163035.0,16.81,1.76
000300.SH,20180117,37795018795205.0,27579899939820.0,16.86,1.76
000300.SH,20180118,38271326205395.0,27850671280321.0,17.07,1.78
000300.SH,20180119,38485589009409.0,28005707031728.0,17.16,1.79
000300.SH,20180122,38731034715353.0,28275557252509.0,17.27,1.8
000300.SH,20180123,39501525595821.0,28747343612768.0,17.62,1.84
000300.SH,20180124,39548636094866.0,28827318937358.0,17.64,1.84
000300.SH,20180125,39341544821925.0,28693557111308.0,17.54,1.83
000300.SH,20180126,39511463504486.0,28808792120274.0,17.62,1.83
000300.SH,20180129,39039342040631.0,28465724895029.0,17.41,1.81
000300.SH,20180130,38534721541695.0,28083524106398.0,17.18,1.79
000300.SH,20180131,38727938602753.0,28234884293588.0,17.27,1.8
000300.SH,20180201,38707013732970.0,28200919971196.0,17.26,1.8
000300.SH,20180202,38970825130858.0,28410978598443.0,17.38,1.81
000300.SH,20180205,39308071677021.0,28604692113934.0,17.53,1.83
000300.SH,20180206,38185730659810.0,27820109607094.0,17.03,1.77
000300.SH,20180207,37097685105329.0,27053333500857.0,16.54,1.72
000300.SH,20180208,36372702107116.0,26574210620987.0,16.22,1.69
000300.SH,20180209,34898592666969.0,25475834655874.0,15.56,1.62
000300.SH,20180212,35073104744182.0,25631190577512.0,15.63,1.63
000300.SH,20180213,35496929406971.0,25938343722188.0,15.82,1.65
000300.SH,20180214,35723994181673.0,26185854494646.0,15.92,1.66
000300.SH,20180222,36556616897168.0,26821997089650.0,16.3,1.7
000300.SH,20180223,36758533955237.0,26968745562836.0,16.39,1.71
000300.SH,20180226,37118718084107.0,27272578793220.0,16.55,1.72
000300.SH,20180227,36480267983714.0,26826137443116.0,16.26,1.69
000300.SH,20180228,36082541107402.0,26537549915265.0,16.09,1.67
000300.SH,20180301,36214178402392.0,26654904629134.0,16.15,1.68
000300.SH,20180302,35945211548955.0,26455524996356.0,16.03,1.67
000300.SH,20180305,35957617785923.0,26449775227190.0,16.03,1.67
000300.SH,20180306,36296346986881.0,26708878310316.0,16.18,1.68
000300.SH,20180307,36142903334211.0,26567885988890.0,16.12,1.67
000300.SH,20180308,36327003847169.0,26725477345374.0,16.2,1.68
000300.SH,20180309,36522549827014.0,26858604095038.0,16.28,1.69
000300.SH,20180312,36610782863559.0,26955214148220.0,16.32,1.7
000300.SH,20180313,36391068760603.0,26789355003369.0,16.17,1.68
000300.SH,20180314,36215419905257.0,26680947638003.0,16.14,1.67
000300.SH,20180315,36347878699038.0,26797836798062.0,16.17,1.68
000300.SH,20180316,35989376339405.0,26524924732572.0,15.95,1.66
000300.SH,20180319,36139286730624.0,26644861427367.0,16.02,1.67
000300.SH,20180320,36282619434551.0,26733297220833.0,16.08,1.67
000300.SH,20180321,36158434249067.0,26654152379795.0,15.83,1.66
000300.SH,20180322,35872543312625.0,26436886033572.0,15.7,1.65
000300.SH,20180323,34937458437248.0,25799911022669.0,15.05,1.61
000300.SH,20180326,34464223089834.0,25478685925344.0,14.59,1.59
000300.SH,20180327,34681850095413.0,25642827102276.0,14.53,1.6
000300.SH,20180328,34170641839716.0,25239426414881.0,14.09,1.57
000300.SH,20180329,34670172268436.0,25598187480026.0,14.23,1.59
000300.SH,20180330,34652849336807.0,25569773928490.0,13.84,1.59
000300.SH,20180402,34453839417929.0,25473233798051.0,13.74,1.58
000300.SH,20180403,34186181523583.0,25270645376799.0,13.62,1.56
000300.SH,20180404,34092025537303.0,25223500577850.0,13.59,1.56
000300.SH,20180409,34115361102654.0,25247916056183.0,13.6,1.56
000300.SH,20180410,34893453363663.0,25768120358916.0,13.85,1.6
000300.SH,20180411,35095951849629.0,25905512632745.0,13.92,1.61
000300.SH,20180412,34686451041278.0,25626749632611.0,13.74,1.59
000300.SH,20180413,34439951221119.0,25432678961177.0,13.64,1.58
000300.SH,20180416,33771529393581.0,24978700425528.0,13.37,1.55
000300.SH,20180417,33325827407975.0,24638423864302.0,13.17,1.52
000300.SH,20180418,33561193171448.0,24804670275109.0,13.28,1.53
000300.SH,20180419,33904756273640.0,25086953207527.0,13.4,1.55
000300.SH,20180420,33516387614493.0,24803183890082.0,13.21,1.53
000300.SH,20180423,33588069873788.0,24850559711257.0,13.25,1.54
000300.SH,20180424,34237989494086.0,25327857320369.0,13.44,1.56
000300.SH,20180425,34032250364577.0,25184664673775.0,13.33,1.55
000300.SH,20180426,33546071733480.0,24809757041618.0,13.06,1.53
000300.SH,20180427,33689477544077.0,24900767656927.0,13.1,1.52
000300.SH,20180502,33707730059152.0,24927646216225.0,13.12,1.5
000300.SH,20180503,33908503245298.0,25106956631571.0,13.2,1.51
000300.SH,20180504,33739896404816.0,24986919950218.0,13.14,1.5
000300.SH,20180507,34222634347790.0,25374067100068.0,13.32,1.52
000300.SH,20180508,34581373598996.0,25622089928757.0,13.46,1.54
000300.SH,20180509,34551573758946.0,25599162917445.0,13.45,1.54
000300.SH,20180510,34717623649211.0,25739132807622.0,13.52,1.55
000300.SH,20180511,34663731244319.0,25664280449273.0,13.5,1.54
000300.SH,20180514,34898512226580.0,25857769475919.0,13.59,1.55
