ret_S1BM1E1,ret_S1BM1E2,ret_S1BM1E3,ret_S1BM2E1,ret_S1BM2E2,ret_S1BM2E3,ret_S1BM3E1,ret_S1BM3E2,ret_S1BM3E3,ret_S2BM1E1,ret_S2BM1E2,ret_S2BM1E3,ret_S2BM2E1,ret_S2BM2E2,ret_S2BM2E3,ret_S2BM3E1,ret_S2BM3E2,ret_S2BM3E3,ret_S3BM1E1,ret_S3BM1E2,ret_S3BM1E3,ret_S3BM2E1,ret_S3BM2E2,ret_S3BM2E3,ret_S3BM3E1,ret_S3BM3E2,ret_S3BM3E3
0.02421185005957041,0.02062686031686191,0.01662206724727665,0.023925401218304703,0.026333892406840594,0.026697078148668493,0.026734119315659725,0.021773885626118948,0.016570943449579247,0.02606080226244775,0.01753823904600966,0.0196506709686627,0.023847249765736867,0.025421599845818477,0.020506277574760697,0.029385954424501055,0.031240512097369288,0.028580700444067426,0.021371422151082228,0.02357685649977876,0.01348126409310495,0.035736054810371315,0.023710468656982016,0.021218330578762393,0.026299447494346113,0.028973136018906748,0.028315028711297156
-0.007126255662176466,-0.011560561461946952,-0.009989983335923753,-0.011606605079809323,-0.014340202343443232,0.0033457893871054207,-0.010707446715036272,-0.011237786010604935,-0.014613371891663635,-0.005755910000898416,-0.015078890011857122,-0.00949366527796137,-0.007159361399033425,-0.008511879575290954,-0.018723761567714117,-0.010139741918015454,-0.009710240530075737,-0.005920456772668355,0.0023188430043446,-0.00730901695665794,-0.022099815902061094,0.03219863067933101,0.005821949563696714,0.0073640435339326045,0.01572006330513685,0.013186505002717782,0.0071675952617844515
-0.0003159813408334518,-0.0021484483200113614,3.8831723213682864e-05,-0.011813911626884705,-0.00720576828085764,-0.02249007328057591,-0.011523129618459286,-0.006624841244542568,-0.023482353240841008,-0.007411132304027101,-0.014042106018545594,-0.008225840033865216,0.0020794045068367175,-0.017492616131950155,-0.014963154549017754,-0.012036362841278778,-0.023097545452318964,-0.011969602516662665,-0.006319154430033095,-0.011174235859271263,-0.018724751494309046,0.0065224103669889715,-0.005273248803270122,-0.011050804078001552,-0.008579616969041335,-0.00959327338161006,-0.017061345270466245
0.024062115537334686,0.029678015392342723,0.020513425991083363,0.03134421255207547,0.03212751325080771,0.03723206926263491,0.029628417755152587,0.03691257745887257,0.03573361850759572,0.029508307782198318,0.0373965498673411,0.0241092210116156,0.031174780173394978,0.02570265397254438,0.029978799552659148,0.02999365097979291,0.031012632823969863,0.027592129149626034,0.020002234393194755,0.03522522833411187,0.03193845392900027,0.016810980558308333,0.024170402868297615,0.017539097555597814,0.03287659774513381,0.013729062298680945,0.017945060898990263
0.0276582223571523,0.026010085554923457,0.02544443452372187,0.029316754977704435,0.029252619505565607,0.02801994277376532,0.02918897924367926,0.02842377949209538,0.035264057382420416,0.02667291966027582,0.025561083489256446,0.02318338296676675,0.026227574895285925,0.03329155744587061,0.025203470761658964,0.026557157857767688,0.03382105728179948,0.030128976844559698,0.016313098086246217,0.02411689760698841,0.02056110197242054,0.02091788919222268,0.0139029188173501,0.008662367940635055,0.024632282953899045,0.02889896810471458,0.02437965159064415
0.008451756593334804,0.002528548154346496,0.011314676103599229,-0.0025373536388369326,0.00915810658201233,-0.0009883317008835798,0.0027979167567397296,0.0041015518243134085,0.008502290176128911,0.006226011421011556,0.011343036487305488,-0.0014748433345246276,-0.0007017205781197856,0.002881930020132242,0.006995129165507591,0.0005586522698038021,0.007261196620572443,0.006655363985392768,-0.00048306652978505403,0.008634282219025917,-0.007711890957239936,0.014180440225965915,0.010826301527271383,0.0028076124550312793,0.0013592364162887697,0.0005351099028851873,0.005920887446523738
-0.033357625444185975,-0.042822913972287734,-0.026822070558943836,-0.03379197018608209,-0.04707926649937711,-0.03600184868467379,-0.04100454493346354,-0.03924021285779334,-0.04085723623735814,-0.04576876771319493,-0.02616223920470825,-0.040278297390226536,-0.039094093647892916,-0.04782374279980359,-0.041120399710860026,-0.037836575073027075,-0.03460054061971528,-0.03335571894563223,-0.03943546028933875,-0.03374084657498648,-0.038361575131414666,-0.004035864819796843,-0.0159504642834878,-0.030488937904947035,-0.0008369219450739206,0.0008237466532628323,-0.007461418057250967
0.005351096900649124,0.006665629021364228,0.014002685519593957,0.01701685124662657,0.00925752229016879,0.013377610210420825,0.010418812478691841,0.008461483143339275,0.020642280778813353,0.018881559798705864,0.01028233891683349,0.009295244519766332,0.009230620129477972,0.012346734340632857,0.015041695865029635,0.009519131986358538,0.008593555793716942,0.01375221291074348,0.012170586217090548,0.026956585845517182,0.013091827812897297,0.03964601370265384,0.03602190308705766,0.027573561307491026,0.03790139121621141,0.0326985477289777,0.02539627776536889
0.0034075320723755513,0.006409247909550039,-0.0016516784040679878,0.0010748988516644839,0.0012938657917857138,-0.0011894545424164002,0.023577770494641357,0.010292630689124683,0.009884500400436026,0.0034425981155872336,0.010439428393832337,0.002844295622201194,0.005737173493504159,0.0052524447001624595,0.0064420636449488795,0.009061514554405252,0.00905568212024812,0.013390575617383264,0.013632312176430381,0.005907572088399416,0.00650816389793727,0.03055001321606479,0.034902172803963384,0.018377270759235356,0.017065950146392703,0.026799653160790866,0.03211418385913841
-0.024300923826189366,-0.017603010305919587,-0.024793436456447614,-0.035382015320950866,-0.03121880195492095,-0.03846699921132891,-0.00995251995195615,-0.024944017714296784,-0.024881086751206816,-0.020805647217448524,-0.027386086223714304,-0.02826727283576012,-0.01697111904595839,-0.022539482826843503,-0.02860714881560547,-0.02907825584792509,-0.0256223290018643,-0.013674548212498947,-0.015533145645984892,-0.02093180673384313,-0.020009505739857235,-0.034364596239533515,0.007476305155233117,-0.019665465664823835,-0.006510352798313356,-0.019499671376011725,-0.0005469855087588951
0.035762348170460895,0.038240636140587404,0.03603008410411363,0.04287793040498382,0.041275890038554364,0.04604456697557513,0.03518718988797666,0.033473549455392,0.03750845914258214,0.04186802012664546,0.03783408371146043,0.042379412143690724,0.039002830374540685,0.0413693540855809,0.04162953052383819,0.031199506978074183,0.032634372651639175,0.03873669668823963,0.04070115560713126,0.04451401254260521,0.04304878301568507,0.0035178265261972185,0.03440527056666838,0.04033106546118523,0.014504199072904655,0.010857911093128036,0.014629172272572983
0.02819517152346437,0.035044995691249914,0.03468943018891525,0.029611692734099585,0.03320788650960321,0.03888177761857995,0.027003933105884618,0.031650020876604304,0.04228829522215894,0.034158506161030125,0.033357380393156576,0.03435729908578227,0.036063969783194545,0.02547899767395336,0.026182921321160832,0.03365185435694686,0.0315184496536144,0.031863475018660874,0.03672530400127375,0.02862823342017531,0.024633923111913942,0.021158403809171146,0.03218845288574396,0.03407269290765952,0.02564070343036234,0.023677146839654887,0.021381253414792235
0.01884936220923275,0.013118718166766043,0.008801327328139437,0.011853749018765727,0.011768786728987507,0.006927659179335679,0.013137011517119171,0.009480940811472103,0.010881872629085923,0.007533944670707012,0.017434070014862812,0.020014438511085128,0.002405956924267082,0.017839366945079614,0.013576308129646211,0.008226954169683292,0.010559655520253073,0.017001782789169195,0.01139551171007571,-0.0009683415346459878,0.013482503226899206,-0.0033439456002851845,0.010535724111048833,0.003655055988926647,-0.0008097825878383222,0.005772908252154091,0.006903678544444884
0.0053348192244187,0.015303114560368212,0.010350955019654808,0.0012222345889518129,0.0014743393906744206,0.003013170518177434,0.0013087141626296848,-0.00015742649671730008,0.006923465294767313,0.000170853179221645,-0.00010252667003134291,0.0019229998904194718,0.0003501166292440496,-0.00565579640733829,-0.0016896583292000892,-0.008664577027426998,0.005890923201366458,-0.004587231035686116,0.004016406611840029,0.005266755916501869,0.0025369619702651437,0.00980414588117657,0.0026725672143941555,-0.01126973285809675,-0.015239629981186121,-0.009022098632640245,-0.0018648656453727971
0.010166282283302448,0.008505808641158628,0.009902393231937862,0.004969228855640569,0.007620694255709657,0.002738963593915482,0.0011719225998298166,0.00814768234257199,0.004053251747029205,0.010262766834564325,0.007146332712168622,0.005919153283120477,0.009088640209735653,0.008952526260356593,0.0033791803255317503,0.007947551122401055,0.013334863547234203,0.009081423158808465,0.005460963146744793,0.007420233463986881,0.0031360051479091154,0.014226825964827515,0.0100082195047371,0.01593770939015393,0.038350983823864475,0.05754521533909731,0.04063509398316769
-0.03291774959576809,-0.03453683824724779,-0.02968041904182732,-0.03206557409740215,-0.03751306272601306,-0.03656699971653365,-0.0491963057458423,-0.035605247848172136,-0.037053026705305574,-0.037673482750842924,-0.03556396861917857,-0.038713033401485894,-0.03546031335004932,-0.035247569610351644,-0.037905401053909174,-0.030807669965340023,-0.03165393740926406,-0.03320646878753533,-0.026671006685073842,-0.03047218257483867,-0.04002647420655482,-0.021850233057927902,-0.025781578658701006,-0.01254919017955253,0.001305970516559494,-0.0027575236613786008,-0.0027531256536474655
0.026629225814679938,0.027784309752865378,0.028610909548891283,0.03243807952057882,0.02770840122408737,0.03364793447920511,0.02722497440481575,0.02275128625852586,0.017471165876669657,0.03160406094795901,0.025591547003054087,0.021666749751927117,0.02442444589209983,0.024886713107877177,0.017205334926522993,0.020804763705857602,0.020459653435153675,0.024122517844921972,0.013466185540291204,0.018525356234223588,0.02895304647663322,0.010197370687758415,0.004354529260322204,0.017477437059797016,-0.004428951851416819,-0.017366440110067796,-0.0080270073038518
0.010977256605015766,0.010063322655972767,0.007322297639104743,0.0035942553757504804,0.003256169795238146,0.00685114667093092,0.003510416787659395,0.002279030637575151,0.013830691970190052,0.017081014872166025,0.0024373807753956737,0.006338851115016034,0.005306700204658633,-0.0018391926548929729,0.0032259015695427313,2.0479169420648848e-05,-0.0019551450588264426,-0.002919943186362653,0.0038508071423063086,0.0038455561498940585,0.00587137539433463,-0.014322131197183483,0.0012481163619651595,-0.010615473840416695,0.0015142633031113093,-0.015547939982031772,-0.006952024726170231
0.006076909200180712,0.020084433559267114,0.007230098184812992,0.011729094402325483,0.01189905139791558,0.011425326317914966,0.018842490634401774,0.016985007144991043,0.02318942458010475,0.008869526481206676,0.007909783698956795,0.006662009748487203,0.0032155118424426017,0.016949133951721387,0.010296469456594829,0.016943496269271507,0.01826536705256412,0.008993308534913324,-0.00041696925342747285,0.0020850429127282897,0.008982318123479131,0.008726336786930328,0.0018137591674527334,0.004878858587902895,0.028768305350634172,0.011645210901817978,0.008018635794175716
-0.03818080792410545,-0.016813458569869235,-0.02328302901909214,-0.025857279926608624,-0.03249693397559471,-0.03205343198404675,-0.028431979957383415,-0.03521113705547259,-0.031470193918257325,-0.02988944146645022,-0.02585520666775596,-0.03395955820937732,-0.036369964545799466,-0.03314601391979207,-0.03326795552768452,-0.03818556290093455,-0.0408348660729142,-0.04092494720363419,-0.04283469486284137,-0.023330402864415595,-0.027037777627856183,-0.011103089122495698,-0.0383473645933449,-0.045751007970475766,-0.05124099216972136,-0.04455584322841119,-0.050051626552370096
-0.015526598238434906,-0.015220168139647971,-0.008632169558746803,-0.01079386118926888,-0.01809957584903586,-0.02096608974046834,-0.023384845014358967,-0.01907928779201115,-0.021862125471981547,-0.009586802523664915,-0.0049546813159471945,-0.009088479308919328,-0.01242191541197886,-0.00965573378740369,-0.013563176911222217,-0.01842308585953778,-0.03314890131901661,-0.025080758914065117,-0.002690167700696947,-0.002169814029429725,-0.01564634749878397,0.011608436644377579,-0.002549748004745513,-0.029976488021968783,-0.0002059571160776349,-0.021113027275916692,-0.043732779315681924
-0.032786386202777566,-0.01469124054663609,-0.014961066631578453,-0.021752268960502082,-0.032489307582635504,-0.02928264111379137,-0.0263116484344817,-0.0280638917944868,-0.015064269447409098,-0.013052760518343618,-0.019502942808656304,-0.018690219223225363,-0.019908067052532327,-0.01795778797031588,-0.02979078084762936,-0.021897787102052764,-0.027536105812722016,-0.04478981342900181,-0.004119647653342318,-0.005120927384464663,-0.021196450972742753,-0.011370289478927195,-0.020044480707411914,-0.03537311614312447,-0.007695519937384836,-0.02381517486266183,-0.06570544582541858
