date,MktRet,SMB,HML
2015-01-30,0.025574006084100303,0.02820213999277498,-0.1233578403117554
2015-02-27,0.04786342549849426,0.006219188510502294,-0.07925550552868635
2015-03-31,0.1656649932147858,0.055049156043381314,-0.09273105525710604
2015-04-30,0.20703485067284544,-0.05065803118473752,-0.11384304050741773
2015-05-29,0.12165494595497547,0.09774220835310693,-0.371865680720915
2015-06-30,-0.03973726408183961,-0.04603854175180293,0.03956275962367232
2015-07-31,-0.1321275911670079,-0.07427914720872819,-0.08681119226146024
2015-08-31,-0.11293977376359288,-0.040644842062086364,-0.039647181260674805
2015-09-30,-0.046234453179389595,-0.010637642784445282,-0.025424680593867703
2015-10-30,0.14962692327455812,0.06184539484276039,-0.10955011299614531
2015-11-30,0.05050789580453814,0.06980703447955477,-0.1406058927512538
2015-12-31,0.05482293733546838,0.03886946328661563,-0.049294585586178025
2016-01-29,-0.2287325837585253,-0.06737530779779166,0.022344325764766415
2016-02-29,-0.01198135939960343,-0.0115288868353781,-0.012053154303320546
2016-03-31,0.14504417893991844,0.03628665083659158,-0.07111105626764072
2016-04-29,-0.013619506763853848,0.02434249177949992,-0.015133235843187673
2016-05-31,-0.0003804892364614237,-0.053036059584764504,-0.02842125038694742
2016-06-30,0.025960379208799775,0.01818120277693202,-0.062490720543954596
2016-07-29,0.027242432403109047,-0.03127867461559301,-0.0014364984313367836
2016-08-31,0.04652830612106763,0.01565645727708395,-0.0053935346345338475
2016-09-30,-0.0154329936626281,0.02173817772774672,-0.013517643078241959
2016-10-31,0.03393904664706497,0.009071115458083527,-0.016059236312476625
2016-11-30,0.05205614778897595,-0.008982323625444759,0.011967829095631877
2016-12-30,-0.03881970498002589,-0.00011858588663097441,-0.013858501628673116
2017-01-26,0.018702762804252416,-0.048060317456418825,0.021418996881745683
2017-02-28,0.029687482970706603,0.014211575462771735,-0.01918080916990681
2017-03-31,0.0005072294126705504,-0.05007822479889191,-0.03710846369188933
2017-04-28,-0.012561231234819822,-0.08719666167452884,-0.023310474701002618
2017-05-31,-0.0064277348637089326,-0.09355999312584114,0.0008692096517144351
2017-06-30,0.04804191785342575,-0.028814258397929192,-0.0378000373721715
2017-07-31,0.044585290847412334,-0.05838810988419675,0.014351667238499195
2017-08-31,0.029387814462093403,-0.001163594531323038,-0.037058544304529484
2017-09-29,0.011850987611737793,-0.02465269881359614,-0.050173503213604406
2017-10-31,0.024655655443914362,-0.06873021763111453,-0.06312157648416104
2017-11-30,-0.01361111816311308,-0.07445683779642508,-0.002376962688943267
2017-12-29,0.006675271791034297,-0.04358724950998321,-0.04163065658194099
2018-01-31,0.056405295378349346,-0.09609250624024604,0.0313018334521251
2018-02-28,-0.05342932546334206,-0.02261335498074328,-0.041493963011821594
2018-03-30,-0.014384181684565981,0.0628911808781555,-0.07270174255758986
2018-04-27,-0.02813815561489057,-0.024926238599877488,-0.014654965694128358
2018-05-31,0.01432036454924102,-0.047954555692551845,-0.08085940327137929
2018-06-29,-0.07105653213132974,-0.062197091853464004,-0.028446476806747542
2018-07-31,0.021685780849761166,-0.01109618838386317,0.026134861114548533
2018-08-31,-0.0491713488270099,-0.0316885433072723,0.02254056704646011
2018-09-28,0.03382152587859036,-0.04536747425957416,0.011793311342785662
