ret_S1BM1E1,ret_S1BM1E2,ret_S1BM2E1,ret_S1BM2E2,ret_S1BM3E1,ret_S1BM3E2,ret_S1BM4E1,ret_S1BM4E2,ret_S1BM5E1,ret_S1BM5E2,ret_S2BM1E1,ret_S2BM1E2,ret_S2BM2E1,ret_S2BM2E2,ret_S2BM3E1,ret_S2BM3E2,ret_S2BM4E1,ret_S2BM4E2,ret_S2BM5E1,ret_S2BM5E2,ret_S3BM1E1,ret_S3BM1E2,ret_S3BM2E1,ret_S3BM2E2,ret_S3BM3E1,ret_S3BM3E2,ret_S3BM4E1,ret_S3BM4E2,ret_S3BM5E1,ret_S3BM5E2,ret_S4BM1E1,ret_S4BM1E2,ret_S4BM2E1,ret_S4BM2E2,ret_S4BM3E1,ret_S4BM3E2,ret_S4BM4E1,ret_S4BM4E2,ret_S4BM5E1,ret_S4BM5E2,ret_S5BM1E1,ret_S5BM1E2,ret_S5BM2E1,ret_S5BM2E2,ret_S5BM3E1,ret_S5BM3E2,ret_S5BM4E1,ret_S5BM4E2,ret_S5BM5E1,ret_S5BM5E2
0.029272635073642358,0.015577056829588258,0.024533396031010894,0.02449927805927111,0.025159994489447977,0.024790262291018685,0.02991490409068125,0.02165243846188478,0.025449416006910384,0.02179495060246481,0.020078871225374637,0.012315990006365874,0.01927700376497235,0.022431563315297973,0.028747438436609495,0.02661842109722318,0.024009704030647994,0.026468339022101432,0.0208450238038911,0.020285415540529424,0.018475130127559934,0.016855567656641948,0.02430534720880417,0.013170977817240014,0.027196017159412708,0.02641491007119554,0.023805648552195264,0.02214624746346864,0.035164397241043144,0.029361320856717048,0.017505603684583718,0.022187272547761157,0.02610227305696005,0.026622637382632857,0.022569878270342236,0.02767235826167369,0.02497870024766701,0.036423021472218105,0.03216639251408772,0.029719935946810768,0.02253608905389455,0.020662476467586358,0.033772824346114706,0.010423637710091246,0.03239114155147145,0.02461092414426289,0.02020842136487915,0.027808044588256597,0.026991182907375746,0.028259149941793047
0.004140575332282102,-0.008668230823996766,-0.00820066648600606,-0.013841888342193933,-0.022902001960474296,0.004359773583592887,0.0005162842651935557,-0.003816143695304164,-0.009991950590850772,-0.006692921174336161,-0.016591596285698354,-0.008418863523246067,-0.011265986883236778,-0.005998201021032307,-0.011115485934579344,-0.011903522073890652,-0.015313841846196188,-0.01228603533208587,-0.014570171497754272,-0.009737711243374627,-0.0033547592272336873,-0.00892491858817759,-0.023041839041220848,-0.017669504128444837,-0.003958441973379969,-0.006485724754718922,-0.015552791818942726,-0.015235681766244074,-0.005780404255853531,-0.008968040694174183,-0.013700166075929233,-0.01204041544339381,0.010581349320290033,-0.016222820940758723,-0.004813103199827406,-0.011520372059726211,-0.0008926477329105235,-0.0011960309557362409,-0.0005784109682500332,-0.00735300040408972,-0.006696088348018497,-0.014468816885997889,0.021649862187992877,-0.004704499864113108,0.03232689348974757,0.015247990515036128,0.008458337243333636,-0.003963810186357357,0.019072839304953088,0.012380134924207517
-0.004089900472989801,-0.01562985742123828,-0.002172226044168166,-0.013780217432536795,-0.015597777121474851,-0.011556657622320995,-0.004166374505849186,-0.02039909716649364,-0.006910322638538513,-0.015336791737568611,-0.0014268149281264318,0.005592827568860064,-0.012451792424891896,-0.006895762292209835,-0.008913737105024794,-0.022288951870636085,-0.008364911263751912,-0.018482718544772982,-0.013505567918245918,-0.016271343113718494,0.005364017295641765,-0.011426933317785149,-0.012893682118878818,-0.02327065510432733,-0.006411136101044878,-0.014514856313039242,-0.01424004221880406,-0.016815273589302022,-0.0211141336786267,-0.014992126006936784,-0.008757641716889749,-0.02739590265966217,-0.010376102004725794,-0.005980909340466903,-0.00193737662826986,-0.00826397752789414,0.007205047683666326,-0.010867449457096345,-0.017868836911325434,-0.019071763948939394,-0.007744359031873425,-0.01484250842666646,0.006458703211295916,-0.01506341771177288,0.004085517987102681,-0.009317585927118115,-0.012828407909442181,-0.010664330134611854,-0.010397982620307973,-0.012120581204535767
0.022248434453881243,0.021176962649605894,0.02628199567640489,0.028113811131468384,0.035322720141533245,0.030346048001201144,0.028714638989258866,0.04575377601427696,0.04156049147077261,0.04426369199530523,0.031078283375913167,0.043504247354979486,0.020416863909683863,0.027900303368134427,0.0343421955953379,0.03313812168607064,0.03185814247046651,0.03286521677142913,0.03146302074923603,0.03350436090507418,0.023870601565440647,0.026512167652418844,0.03660470629776681,0.02280484157138661,0.030077010039160926,0.026514406396451758,0.036909631851722,0.033304800929065154,0.02669156625768023,0.023169221373196474,0.03916435248351414,0.02926820911033721,0.03543222534606804,0.03413630302787471,0.03161956273890608,0.030300998910206784,0.0278270595870825,0.02615267999150926,0.03645803505724257,0.01948912475469506,0.018713359448000046,0.040721288272897456,0.015373689821373604,0.01929119737151898,0.020706645025417796,0.011492905088711416,0.029969055746560048,0.02357101817019191,0.025831935195655974,0.014102098670603032
0.03146851789712717,0.03203632066031711,0.030316515583329852,0.022973672285613044,0.03083759571833885,0.015569020199709124,0.03177836348357345,0.026007390028465575,0.030764072657794208,0.038835607683675534,0.022302179264458998,0.029696373958717298,0.022008440702933618,0.01863769423076545,0.0241151912199095,0.03859941671548621,0.029599453548617313,0.026733796005546803,0.03168552025277312,0.030893295901353427,0.020667394849574656,0.022956857655522727,0.02948494018248964,0.025494838313016813,0.03870994200651262,0.021046203139995695,0.033461548581289656,0.035380722416334213,0.0374610117236245,0.030084028387097658,0.024227644193701187,0.0262238315441143,0.025871030398136964,0.03253628783697246,0.026173279046690597,0.031290989521440236,0.020558387350387168,0.01896623732003629,0.03284758759020084,0.02447345648972819,0.01114869088838076,0.024610491184362357,0.03387412995378779,0.018128497039555946,0.011955324690151354,-0.0017225221913041958,0.006827790675801667,0.016681610214171777,0.02975080585164532,0.028523116518971468
0.005396186914460183,0.0013617322049268425,-0.002724777792470578,0.006075825829641297,-0.0018917985068417401,-0.004686929999405165,0.009671123865385255,0.007409133332824104,-0.0006800370792825021,0.011528640785288632,0.015588224019587406,-0.002133458152406676,0.00999592701673219,0.01479168116226357,0.002825434015202906,0.0009787925456899247,0.008216460559565176,0.0043486906362551585,0.0015486180795702934,0.007919256106036127,0.008160568984126242,0.004846003731346575,0.008415573317386007,0.004639528196878972,0.004320312784397736,0.0013107595173208113,-0.01120152463742703,0.004977919270462062,0.00867184979749527,0.013267664583205578,0.008438894149078696,-0.009767653335773138,-0.01200524452269825,-0.006883233798418108,-0.008209054281679333,0.00493467016498053,-0.003038086416745942,-0.002817263430324536,0.004868741268426522,0.01744466740109372,-0.00443441665063989,-0.004473819561128425,0.027038218159193182,0.009549296414995198,0.006938083767140904,0.0014696233110187726,0.010678645311282348,0.0042697182519751825,-0.0007881340275526388,0.002953625882172998
-0.04859491209701455,-0.025633248502744004,-0.04607955813337395,-0.03528463514547325,-0.04093020120335208,-0.0374129245903526,-0.03581900617321819,-0.0437931157496839,-0.03661822602419377,-0.029728586331920975,-0.022556743165208545,-0.029296245673868022,-0.04799941212143852,-0.025812221386310546,-0.04492361231863189,-0.0404371938320454,-0.0432333281464023,-0.0404147723033676,-0.04606051516510325,-0.042477749853090926,-0.046624862600923404,-0.039032212432963447,-0.03563761674018616,-0.03222316791446607,-0.04378074634702116,-0.03986783884339116,-0.036348967520944575,-0.03597527824111737,-0.03272173061934345,-0.035290628970851924,-0.029020581494844426,-0.038299416723095135,-0.050705884937638265,-0.04212625045575892,-0.04640578185785915,-0.04374522655189977,-0.03739099730400322,-0.039119449065250014,-0.026634456100732385,-0.026239319356937338,-0.04427283561817038,-0.03762305952999221,-0.0016139907269718187,-0.02767234281378934,-0.011475313349908499,-0.030212605573353795,-0.01115797151327718,-0.03119767016513746,0.00916959739713934,0.0018953862735154483
0.002716367156303576,0.026304523412076793,0.0029658452253598874,0.014572083421588434,0.018316876480542633,0.007442110018295554,0.011929485312221863,0.010934362039631334,0.004155762380027462,0.004773128333782271,0.011894737565524078,0.006683855903314261,0.01013933925559778,0.0005680678645574467,0.01031593846481811,0.013140187408456842,0.008992626477390853,0.015039576609393857,0.011556613389840596,0.01755648395683742,0.028079328562235373,0.009664934635921265,0.009151673776703582,0.01350418563494468,0.022195307725936364,0.020533482622610698,0.008785184264814349,0.008104088796712716,0.0038141765201542025,0.01094567867212329,0.022638253824308247,0.014467832423011572,0.00814879563782101,0.022044537698288166,0.01914024929406458,0.013320488010197645,0.009624197176381563,0.01666116429418768,0.01249383480635421,0.012927618457076361,0.015338144011240964,0.01319282339857343,0.038080591262741534,0.035079930089072224,0.041583140942218995,0.02558696879209803,0.045403967226594746,0.027147006253422323,0.030979135555653566,0.031027593721994953
0.007558912410793517,0.003907598441628222,0.004426178576643436,0.0009417019009868118,0.0037949757445217055,-0.00010185500954944495,0.026036117340527958,0.005292946810952029,0.0029537410026782237,0.014074874953254914,-0.00040589354683719927,-0.013609178370887235,0.007139032123638566,0.0028305749995025256,-0.0057906874903932365,0.000521579699440838,0.008192961300251704,0.007888373056266064,0.015115086226414295,0.007043180813138063,0.00870483748247081,0.007281350811002102,0.005278552126871993,0.005022311270978927,0.004589937639817611,0.0011021251686968193,0.004769762911408366,0.015771875981901697,0.009982339541803494,0.01239135968017649,0.010366521771624766,0.0009490830926766486,0.00443580603693625,0.005008259178429722,0.006884505262881147,0.012245232265826201,0.005469820918989161,0.013557204874143,0.00451092063160327,0.02584104508042606,0.014276840022250487,0.0035716559331944024,0.036479808116998955,0.01765199728454137,0.026530866667361003,0.013160676564369563,0.03463444909033545,0.02668623309750819,0.019587396939355486,0.030483650926452416
-0.014435668728975264,-0.025198803744616402,-0.019646564737008477,-0.028221554439023994,-0.023085966746863952,-0.041044213557854835,-0.0026087257011215515,-0.030454893038507513,-0.03912359995860678,-0.027101960289776888,-0.026996758157260478,-0.019737099109486813,-0.02338521503780122,-0.028800416515119734,-0.03979622747565832,-0.0377606209069655,-0.026362632256101134,-0.024691426168091484,-0.02500719087794782,-0.01983414966855589,-0.016644717785820346,-0.02289512061062961,-0.02024197915200382,-0.03373520009506804,-0.018946902531407208,-0.031055100145432196,-0.022432212369043924,-0.024721377142700507,-0.02904268784442225,-0.015352308347009876,-0.01644897380276215,-0.016888296361099793,-0.023993418443927148,-0.022936888239860505,-0.02934352918900185,-0.0262193651952423,-0.017204460492489936,-0.022880380186134586,-0.03072984759647319,-0.001265163450286715,-0.014060021842451881,-0.02483707363554512,-0.01747093528087443,-0.005144173934212065,-0.027327054492952668,-0.028188020139312774,-0.008388657695998876,-0.00829685565392427,-0.004966241273280263,-0.010563218976423996
