date,preMsgBSI,intMsgBSI,aftMsgBSI,preallMsgBSI,aftallMsgBSI,preArgS,intArgS,aftArgS,preallArgS,aftallArgS
2015-01-05,1.4804665382658189,0.3866049191471988,1.0235604503576106,1.4910413483789817,0.7472850068173512,0.10342271534420355,0.05126237034938268,0.09087297494894574,0.1031763009329218,0.05178369968419935
2015-01-06,1.0235604503576106,0.17915740862469812,1.0908395185926425,0.7472850068173512,0.6400809857968737,0.09087297494894574,0.056133363704145546,0.07900074981300859,0.05178369968419935,0.042031126479888
2015-01-07,1.0986694370304133,0.25241692436553265,1.2065709645047762,0.6479054016534639,0.7710598780176687,0.07930122951169927,0.042959939497943286,0.07909590338446619,0.042330940435019976,0.041276109594312375
2015-01-08,1.2065709645047762,0.12562621076034136,0.7959750790274069,0.7710598780176687,0.4796055933902289,0.07909590338446619,0.03718523148741257,0.05562885721137914,0.041276109594312375,0.029969841893922385
2015-01-09,0.7960035584757623,0.2318700428784939,0.4450394615800446,0.47866657367586674,0.32857483809477583,0.05562879346844342,0.03944117696677107,0.056836739526700576,0.02993940415749462,0.028310279504865147
2015-01-12,1.1383895820188834,-0.10426057714522723,0.5932931022442629,0.9045746944362294,0.23172302043869525,0.05286367103669317,0.04319776625711115,0.06749292550200459,0.03433126922488521,0.03515250228406692
2015-01-13,0.598250043490077,-0.15475373508728826,0.9194912187453711,0.23668012584551085,0.3911506571625379,0.06769407598838334,0.04560451299852894,0.08131193705197494,0.03535366542163508,0.0338585034171098
2015-01-14,0.919728385912608,-0.021145982302147807,0.8657870337620197,0.39146603592198875,0.3737846931392652,0.0813060945241952,0.047706845285643666,0.08140757297299088,0.03385091540271905,0.040001877343645735
2015-01-15,0.8657870337620197,0.1610290115703912,1.3177549088637721,0.3737846931392652,0.7434851233238332,0.08140757297299088,0.05092749006319734,0.10080563707797965,0.040001877343645735,0.04078948007034639
2015-01-16,1.3177549088637721,-0.0010263395941557413,0.516224196318717,0.7434851233238332,0.1555879535458293,0.10080563707797965,0.04983182385086185,0.07789057015069382,0.04078948007034639,0.03498968218461228
2015-01-19,0.8626527758087513,-0.2320812422514643,0.23757590531410022,0.6248546997304569,-0.037697300999398234,0.04896079351321266,0.03481164223473173,0.038903582853027134,0.02982782596477535,0.02519493483468824
2015-01-20,0.23757590531410022,-0.074298120002184,0.8193551964210962,-0.037697300999398234,0.3546343184736192,0.038903582853027134,0.05150142795624111,0.06479473996170235,0.02519493483468824,0.03264047870875167
2015-01-21,0.8198589851326852,0.15287753538806592,1.248295866581592,0.3558383298869438,0.6926904396978875,0.06478174768380825,0.043023168014759104,0.08926399757197444,0.03259193882547006,0.03910720238582671
2015-01-22,1.2403791060708964,0.050684593701692655,1.0191785661725965,0.6875650432199722,0.5295742043579716,0.0888119007207435,0.05133231527439887,0.06745171648478283,0.03895364338905017,0.039372585077675125
2015-01-23,1.0191785661725965,0.08188539172707614,0.7841392664322918,0.5295742043579716,0.35512215224061666,0.06745171648478283,0.041676462840699056,0.09162816795431492,0.039372585077675125,0.0363128740332449
2015-01-26,1.187522706868189,-0.04819042828089453,0.8703774710936972,0.9014244146361556,0.4023261150625909,0.06238380338396752,0.04524003648035993,0.07267666089812033,0.04054567932495113,0.03525721609206131
2015-01-27,0.8703774710936972,-0.23663688533044464,0.6492998415144904,0.4023261150625909,0.1481666621594394,0.07267666089812033,0.04022206240055463,0.06923691755813091,0.03525721609206131,0.030424655137328598
2015-01-28,0.6534013104022167,-0.1311457835750742,0.1967787872825296,0.15226813128203398,0.008648856879885203,0.06940268004010042,0.0326361892146197,0.04254533118178497,0.030590417637150587,0.022007477129166047
2015-01-29,0.1967787872825296,-0.027645777174315458,0.6549935806173662,0.008648856879885203,0.292398704962241,0.04254533118178497,0.03902326836375331,0.06632584386707396,0.022007477129166047,0.03034029488150682
2015-01-30,0.6504157821139182,-0.3255993024274609,0.05379914413262917,0.28907140870714493,-0.20734665487982787,0.06615427017806041,0.035436947224179075,0.05758261342361094,0.03023530832326936,0.02532601081762466
