Exchflg,Mktflg,Sizeflg,BMflg,Date,SampSize,Pmonret_tmv,Pmonret_mc
0,A,1,1,2016-08-31,91,0.0722,0.0555
0,A,1,2,2016-08-31,98,0.0710,0.0660
0,A,4,3,2016-08-31,92,0.0548,0.0323
0,A,3,4,2016-08-31,111,0.0611,0.0397
0,A,2,5,2016-08-31,89,0.0714,0.0664
0,A,5,2,2016-08-31,80,0.0162,0.0161
0,A,5,1,2016-09-30,93,-0.0273,-0.0300
0,A,3,3,2016-09-30,105,-0.0060,-0.0212
0,A,2,4,2016-09-30,99,0.0074,0.0107
0,A,1,5,2016-09-30,81,0.0294,0.0248
0,A,4,5,2016-09-30,81,-0.0053,-0.0129
0,A,3,5,2016-09-30,80,0.0108,-0.0090
0,A,2,5,2016-09-30,90,0.0073,0.0231
0,A,5,4,2016-09-30,79,-0.0232,-0.0230
0,A,4,4,2016-09-30,93,-0.0305,-0.0232
0,A,3,4,2016-09-30,110,-0.0189,-0.0157
0,A,1,4,2016-09-30,91,0.0078,0.0063
0,A,5,3,2016-09-30,78,-0.0307,-0.0271
0,A,4,3,2016-09-30,94,-0.0268,-0.0163
0,A,2,3,2016-09-30,99,0.0224,0.0135
0,A,1,3,2016-09-30,87,0.0253,0.0463
0,A,5,2,2016-09-30,80,-0.0122,-0.0148
0,A,4,2,2016-09-30,100,-0.0309,-0.0318
0,A,3,2,2016-09-30,90,-0.0179,-0.0229
0,A,2,2,2016-09-30,102,-0.0014,0.0007
0,A,1,2,2016-09-30,101,0.0429,0.0480
0,A,4,1,2016-09-30,114,-0.0367,-0.0343
0,A,3,1,2016-09-30,84,-0.0249,-0.0156
0,A,2,1,2016-09-30,74,0.0027,-0.0259
0,A,1,1,2016-09-30,96,0.0712,0.0480
0,A,5,5,2016-09-30,146,-0.0252,-0.0249
0,A,5,5,2016-10-31,146,0.0415,0.0398
0,A,3,5,2016-10-31,79,0.0261,0.0411
0,A,2,5,2016-10-31,92,0.0418,0.0525
0,A,1,5,2016-10-31,82,0.0861,0.0449
0,A,4,4,2016-10-31,92,0.0263,0.0266
0,A,3,4,2016-10-31,110,0.0459,0.0316
0,A,2,4,2016-10-31,97,0.0452,0.0848
0,A,5,3,2016-10-31,77,0.0313,0.0230
0,A,4,3,2016-10-31,90,0.0188,0.0104
0,A,3,3,2016-10-31,104,0.0272,0.0305
0,A,1,3,2016-10-31,87,0.0370,0.0455
0,A,5,2,2016-10-31,79,0.0119,0.0132
0,A,4,2,2016-10-31,99,0.0266,0.0235
0,A,2,2,2016-10-31,102,0.0464,0.0402
0,A,1,2,2016-10-31,103,0.0619,0.0573
0,A,5,1,2016-10-31,97,0.0109,0.0119
0,A,4,1,2016-10-31,113,0.0247,0.0213
0,A,3,1,2016-10-31,82,0.0242,0.0272
0,A,2,1,2016-10-31,72,0.0462,0.0454
0,A,1,1,2016-10-31,98,0.0666,0.0627
0,A,4,5,2016-10-31,81,0.0330,0.0212
0,A,3,2,2016-10-31,89,0.0251,0.0320
0,A,1,4,2016-10-31,91,0.0498,0.0493
0,A,5,4,2016-10-31,79,0.0217,0.0227
0,A,2,3,2016-10-31,100,0.0381,0.0443
0,A,5,5,2016-11-30,146,0.0848,0.0836
0,A,4,5,2016-11-30,79,0.0388,0.0476
0,A,2,5,2016-11-30,92,0.0231,0.0276
0,A,1,5,2016-11-30,82,0.0154,0.0280
0,A,5,4,2016-11-30,79,0.0638,0.0328
0,A,3,4,2016-11-30,114,0.0164,0.0125
0,A,2,4,2016-11-30,97,0.0316,0.0318
0,A,1,4,2016-11-30,93,0.0532,0.0594
0,A,4,3,2016-11-30,90,0.0065,0.0073
0,A,3,3,2016-11-30,109,0.0056,0.0303
0,A,2,3,2016-11-30,102,0.0574,0.0239
0,A,5,2,2016-11-30,80,0.0160,0.0008
0,A,4,2,2016-11-30,98,0.0057,-0.0034
0,A,3,2,2016-11-30,89,0.0163,0.0161
0,A,2,2,2016-11-30,103,0.0307,0.0200
0,A,1,2,2016-11-30,106,0.0540,0.0503
0,A,5,1,2016-11-30,97,0.0033,0.0131
0,A,4,1,2016-11-30,115,0.0021,-0.0011
0,A,3,1,2016-11-30,84,0.0129,0.0289
0,A,2,1,2016-11-30,77,0.0168,0.0280
0,A,1,1,2016-11-30,99,0.0390,0.0270
0,A,3,5,2016-11-30,79,0.0382,0.0400
0,A,1,3,2016-11-30,88,0.0408,0.0454
0,A,5,3,2016-11-30,75,0.0137,0.0179
0,A,4,4,2016-11-30,94,0.0174,0.0113
0,A,5,5,2016-12-30,149,-0.0442,-0.0497
0,A,4,5,2016-12-30,78,-0.0429,-0.0484
0,A,3,5,2016-12-30,79,-0.0122,-0.0211
0,A,1,5,2016-12-30,85,-0.0250,0.0026
0,A,5,4,2016-12-30,79,-0.0612,-0.0530
0,A,4,4,2016-12-30,92,-0.0480,-0.0528
0,A,2,4,2016-12-30,97,-0.0188,-0.0726
0,A,1,4,2016-12-30,93,-0.0120,0.0154
0,A,5,3,2016-12-30,76,-0.0328,-0.0315
0,A,4,3,2016-12-30,89,-0.0640,-0.0617
0,A,3,3,2016-12-30,108,-0.0552,-0.0613
0,A,2,3,2016-12-30,103,-0.0351,-0.0497
0,A,1,3,2016-12-30,89,-0.0243,-0.0099
0,A,4,2,2016-12-30,95,-0.0561,-0.0705
0,A,3,2,2016-12-30,90,-0.0444,-0.0574
0,A,2,2,2016-12-30,105,-0.0419,-0.0332
0,A,5,1,2016-12-30,97,-0.0853,-0.0818
0,A,4,1,2016-12-30,110,-0.0801,-0.0793
0,A,3,1,2016-12-30,84,-0.0779,-0.0811
0,A,2,1,2016-12-30,72,-0.0310,-0.0489
0,A,1,1,2016-12-30,103,0.0420,0.0048
0,A,1,2,2016-12-30,107,-0.0140,-0.0163
0,A,5,2,2016-12-30,78,-0.0553,-0.0556
0,A,3,4,2016-12-30,114,-0.0404,-0.0322
0,A,2,5,2016-12-30,92,-0.0255,-0.0153
0,A,4,5,2017-01-26,78,0.0083,0.0082
0,A,3,5,2017-01-26,80,0.0050,0.0137
0,A,2,5,2017-01-26,92,-0.0087,0.0025
0,A,5,4,2017-01-26,79,0.0232,0.0003
0,A,4,4,2017-01-26,91,-0.0143,-0.0068
0,A,3,4,2017-01-26,114,-0.0124,-0.0190
0,A,1,4,2017-01-26,92,-0.0332,-0.0448
0,A,5,3,2017-01-26,79,-0.0008,-0.0049
0,A,4,3,2017-01-26,87,-0.0248,-0.0263
0,A,2,3,2017-01-26,104,-0.0520,-0.0302
0,A,1,3,2017-01-26,91,-0.0391,-0.0300
0,A,5,2,2017-01-26,79,-0.0004,-0.0086
0,A,3,2,2017-01-26,87,-0.0256,-0.0374
0,A,2,2,2017-01-26,104,-0.0276,-0.0325
0,A,1,2,2017-01-26,106,-0.0305,-0.0292
0,A,5,1,2017-01-26,95,-0.0185,-0.0269
0,A,4,1,2017-01-26,108,-0.0384,-0.0439
0,A,3,1,2017-01-26,82,-0.0339,-0.0432
0,A,2,1,2017-01-26,70,-0.0396,-0.0486
0,A,1,1,2017-01-26,105,-0.0548,-0.0478
0,A,5,5,2017-01-26,148,0.0496,0.0489
0,A,4,2,2017-01-26,92,-0.0328,-0.0300
0,A,3,3,2017-01-26,108,-0.0332,-0.0247
0,A,2,4,2017-01-26,96,-0.0113,-0.0082
0,A,1,5,2017-01-26,85,-0.0340,-0.0136
0,A,4,5,2017-02-28,78,0.0352,0.0405
0,A,5,5,2017-02-28,146,0.0124,0.0161
0,A,3,5,2017-02-28,80,0.0374,0.0409
0,A,2,5,2017-02-28,89,0.0581,0.0536
0,A,1,5,2017-02-28,84,0.0419,0.0472
0,A,4,4,2017-02-28,90,0.0333,0.0401
0,A,3,4,2017-02-28,115,0.0301,0.0329
0,A,2,4,2017-02-28,97,0.0375,0.0499
0,A,5,3,2017-02-28,79,0.0505,0.0264
0,A,4,3,2017-02-28,89,0.0463,0.1151
0,A,3,3,2017-02-28,105,0.0408,0.0366
0,A,2,3,2017-02-28,105,0.0365,0.0402
0,A,1,3,2017-02-28,89,0.0451,0.0351
0,A,5,2,2017-02-28,78,0.0246,0.0342
0,A,4,2,2017-02-28,93,0.0400,0.0269
0,A,2,2,2017-02-28,104,0.0343,0.0335
0,A,4,1,2017-02-28,106,0.0272,0.0230
0,A,5,1,2017-02-28,93,0.0264,0.0361
0,A,3,1,2017-02-28,82,0.0385,0.0466
0,A,2,1,2017-02-28,69,0.0220,0.0331
0,A,1,1,2017-02-28,102,0.0312,0.0405
0,A,1,2,2017-02-28,105,0.0372,0.0500
0,A,3,2,2017-02-28,86,0.0300,0.0370
0,A,5,4,2017-02-28,79,0.0412,0.0426
0,A,1,4,2017-02-28,91,0.0547,0.0558
0,A,5,5,2017-03-31,149,-0.0028,-0.0022
0,A,2,2,2017-03-31,103,-0.0307,-0.0223
0,A,1,3,2017-03-31,91,-0.0452,-0.0371
0,A,5,3,2017-03-31,79,0.0290,0.0255
0,A,4,5,2017-03-31,79,-0.0074,-0.0106
0,A,2,5,2017-03-31,90,-0.0126,-0.0177
0,A,1,5,2017-03-31,84,0.0033,-0.0199
0,A,5,4,2017-03-31,78,0.0047,-0.0056
0,A,3,4,2017-03-31,115,-0.0182,-0.0109
0,A,2,4,2017-03-31,99,-0.0183,-0.0465
0,A,1,4,2017-03-31,91,-0.0225,-0.0435
0,A,4,3,2017-03-31,91,-0.0116,-0.0415
0,A,3,3,2017-03-31,107,-0.0138,0.0057
0,A,2,3,2017-03-31,105,-0.0394,-0.0364
0,A,5,2,2017-03-31,77,0.0341,0.0292
0,A,4,2,2017-03-31,94,-0.0238,-0.0145
0,A,3,2,2017-03-31,85,-0.0276,-0.0253
0,A,1,2,2017-03-31,104,-0.0439,-0.0505
0,A,5,1,2017-03-31,93,-0.0128,-0.0039
0,A,4,1,2017-03-31,106,-0.0327,-0.0235
0,A,4,4,2017-03-31,86,-0.0057,-0.0037
0,A,3,1,2017-03-31,82,-0.0329,-0.0374
0,A,2,1,2017-03-31,70,-0.0392,-0.0351
0,A,1,1,2017-03-31,102,-0.0368,-0.0469
0,A,3,5,2017-03-31,79,-0.0124,-0.0066
0,A,1,2,2017-04-28,104,-0.0908,-0.0905
0,A,4,1,2017-04-28,108,-0.0710,-0.0754
0,A,5,2,2017-04-28,75,-0.0108,-0.0029
0,A,4,3,2017-04-28,92,-0.0316,-0.0486
0,A,2,5,2017-04-28,88,-0.0421,-0.0552
0,A,5,4,2017-04-28,78,0.0004,-0.0124
0,A,3,4,2017-04-28,114,-0.0520,-0.0345
0,A,5,5,2017-04-28,148,0.0093,0.0074
0,A,4,5,2017-04-28,79,-0.0172,-0.0012
0,A,3,5,2017-04-28,80,-0.0559,-0.0416
0,A,1,5,2017-04-28,83,-0.0526,-0.0609
0,A,4,4,2017-04-28,88,-0.0266,-0.0409
0,A,2,4,2017-04-28,99,-0.0594,-0.0609
0,A,1,4,2017-04-28,92,-0.0776,-0.0806
0,A,5,3,2017-04-28,79,-0.0052,-0.0120
0,A,3,3,2017-04-28,108,-0.0656,-0.0731
0,A,2,3,2017-04-28,106,-0.0798,-0.0429
0,A,1,3,2017-04-28,92,-0.0734,-0.1012
0,A,4,2,2017-04-28,94,-0.0631,-0.0578
0,A,3,2,2017-04-28,87,-0.0778,-0.0619
0,A,2,2,2017-04-28,100,-0.0515,-0.0657
0,A,5,1,2017-04-28,93,-0.0291,-0.0316
0,A,3,1,2017-04-28,82,-0.0741,-0.0725
0,A,2,1,2017-04-28,71,-0.1139,-0.0765
0,A,1,1,2017-04-28,95,-0.0593,-0.0696
0,A,5,5,2017-05-31,146,0.0050,0.0040
0,A,5,1,2017-05-31,90,-0.0508,-0.0468
0,A,3,3,2017-05-31,107,-0.0613,-0.0834
0,A,2,4,2017-05-31,99,-0.0805,-0.0655
0,A,1,5,2017-05-31,82,-0.0936,-0.0957
0,A,1,3,2017-05-31,92,-0.0814,-0.0757
0,A,4,2,2017-05-31,92,-0.0874,-0.0607
0,A,4,5,2017-05-31,79,-0.0501,-0.0641
0,A,3,5,2017-05-31,78,-0.0641,-0.0711
0,A,2,5,2017-05-31,90,-0.0948,-0.0765
0,A,5,4,2017-05-31,76,-0.0320,-0.0276
0,A,4,4,2017-05-31,92,-0.0591,-0.0725
0,A,3,4,2017-05-31,114,-0.0710,-0.0690
0,A,1,4,2017-05-31,90,-0.0766,-0.0674
0,A,5,3,2017-05-31,79,-0.0157,-0.0171
0,A,4,3,2017-05-31,92,-0.0748,-0.0540
0,A,2,3,2017-05-31,103,-0.0925,-0.0779
0,A,5,2,2017-05-31,74,-0.0055,-0.0202
0,A,3,2,2017-05-31,86,-0.0774,-0.0989
0,A,2,2,2017-05-31,99,-0.0789,-0.0929
0,A,1,2,2017-05-31,101,-0.0722,-0.0954
0,A,4,1,2017-05-31,108,-0.0822,-0.0899
0,A,3,1,2017-05-31,77,-0.0932,-0.0877
0,A,2,1,2017-05-31,71,-0.1036,-0.1026
0,A,1,1,2017-05-31,95,-0.1012,-0.1025
0,A,2,1,2017-06-30,70,0.0350,0.0267
0,A,4,5,2017-06-30,78,0.0600,0.0484
0,A,3,2,2017-06-30,86,0.0155,0.0323
0,A,2,3,2017-06-30,101,0.0388,0.0340
0,A,4,1,2017-06-30,109,0.0470,0.0378
0,A,1,4,2017-06-30,90,0.0282,0.0287
0,A,5,4,2017-06-30,74,0.0643,0.0563
0,A,5,5,2017-06-30,145,0.0375,0.0407
0,A,3,5,2017-06-30,78,0.0433,0.0714
0,A,2,5,2017-06-30,90,0.0639,0.0598
0,A,1,5,2017-06-30,83,0.0443,0.0462
0,A,4,4,2017-06-30,92,0.0464,0.0461
0,A,3,4,2017-06-30,114,0.0476,0.0439
0,A,2,4,2017-06-30,100,0.0352,0.0298
0,A,5,3,2017-06-30,80,0.0682,0.0600
0,A,4,3,2017-06-30,92,0.0469,0.0402
0,A,3,3,2017-06-30,104,0.0367,0.0377
0,A,1,3,2017-06-30,90,0.0276,0.0472
0,A,5,2,2017-06-30,74,0.0885,0.0930
0,A,4,2,2017-06-30,90,0.0471,0.0357
0,A,2,2,2017-06-30,97,0.0214,0.0231
0,A,1,2,2017-06-30,102,0.0475,0.0495
0,A,5,1,2017-06-30,90,0.0598,0.0676
0,A,3,1,2017-06-30,77,0.0319,0.0248
0,A,1,1,2017-06-30,97,0.0221,0.0101
0,A,3,5,2017-07-31,89,0.0443,0.0613
0,A,5,5,2017-07-31,197,0.0419,0.0386
0,A,3,1,2017-07-31,65,-0.0074,-0.0303
0,A,2,2,2017-07-31,104,-0.0147,-0.0099
0,A,4,2,2017-07-31,93,-0.0144,-0.0081
0,A,1,3,2017-07-31,98,-0.0331,-0.0143
0,A,5,3,2017-07-31,76,0.0261,-0.0019
0,A,4,4,2017-07-31,122,0.0318,0.0192
0,A,4,5,2017-07-31,113,0.0650,0.0691
0,A,2,5,2017-07-31,79,0.0365,0.0800
0,A,1,5,2017-07-31,37,0.0008,0.0346
0,A,5,4,2017-07-31,93,0.0216,0.0232
0,A,3,4,2017-07-31,114,0.0124,0.0162
0,A,2,4,2017-07-31,108,0.0145,0.0182
0,A,1,4,2017-07-31,78,-0.0105,-0.0098
0,A,4,3,2017-07-31,105,0.0014,-0.0198
0,A,3,3,2017-07-31,118,-0.0100,-0.0212
0,A,2,3,2017-07-31,108,-0.0080,-0.0231
0,A,5,2,2017-07-31,78,-0.0077,-0.0111
0,A,3,2,2017-07-31,104,0.0046,-0.0120
0,A,1,2,2017-07-31,118,-0.0252,-0.0238
0,A,5,1,2017-07-31,57,-0.0258,-0.0372
0,A,4,1,2017-07-31,74,-0.0215,-0.0490
0,A,2,1,2017-07-31,104,-0.0169,-0.0456
0,A,1,1,2017-07-31,178,-0.0242,-0.0242
0,A,5,2,2017-08-31,79,0.0432,0.0494
0,A,4,3,2017-08-31,104,0.0320,0.0320
0,A,1,2,2017-08-31,118,0.0312,0.0414
0,A,1,4,2017-08-31,75,0.0217,0.0395
0,A,2,5,2017-08-31,81,0.0190,0.0209
0,A,3,4,2017-08-31,116,0.0245,0.0213
0,A,5,5,2017-08-31,198,0.0073,0.0043
0,A,4,5,2017-08-31,113,0.0290,0.0245
0,A,3,5,2017-08-31,91,0.0328,0.0257
0,A,1,5,2017-08-31,37,0.0222,0.0096
0,A,5,4,2017-08-31,93,-0.0006,0.0045
0,A,4,4,2017-08-31,124,0.0279,0.0251
0,A,2,4,2017-08-31,111,0.0227,0.0130
0,A,5,3,2017-08-31,76,0.0080,0.0310
0,A,3,3,2017-08-31,119,0.0296,0.0381
0,A,2,3,2017-08-31,106,0.0147,0.0421
0,A,1,3,2017-08-31,98,0.0479,0.0333
0,A,4,2,2017-08-31,90,0.0398,0.0404
0,A,3,2,2017-08-31,102,0.0576,0.0466
0,A,2,2,2017-08-31,105,0.0244,0.0308
0,A,5,1,2017-08-31,52,0.0475,0.0449
0,A,4,1,2017-08-31,73,0.0450,0.0393
0,A,3,1,2017-08-31,68,0.0203,0.0334
0,A,2,1,2017-08-31,103,0.0319,0.0402
0,A,1,1,2017-08-31,177,0.0466,0.0314
0,A,3,5,2017-09-29,92,0.0112,0.0076
0,A,5,5,2017-09-29,202,0.0002,0.0005
0,A,5,1,2017-09-29,56,0.0358,0.0349
0,A,2,2,2017-09-29,106,0.0370,0.0093
0,A,4,2,2017-09-29,93,0.0142,0.0207
0,A,3,3,2017-09-29,123,0.0288,0.0168
0,A,2,4,2017-09-29,111,0.0041,0.0107
0,A,1,5,2017-09-29,37,0.0088,0.0007
0,A,4,5,2017-09-29,113,-0.0026,-0.0009
0,A,2,5,2017-09-29,81,0.0190,-0.0023
0,A,5,4,2017-09-29,94,0.0194,0.0171
0,A,4,4,2017-09-29,126,0.0179,0.0201
0,A,3,4,2017-09-29,116,-0.0050,0.0141
0,A,1,4,2017-09-29,75,0.0216,0.0032
0,A,5,3,2017-09-29,78,0.0187,0.0306
0,A,4,3,2017-09-29,106,0.0312,0.0151
0,A,2,3,2017-09-29,107,0.0154,0.0282
0,A,1,3,2017-09-29,98,0.0033,0.0356
0,A,5,2,2017-09-29,81,0.0299,0.0315
0,A,3,2,2017-09-29,103,0.0237,0.0219
0,A,1,2,2017-09-29,119,0.0327,0.0191
0,A,4,1,2017-09-29,74,0.0365,0.0394
0,A,3,1,2017-09-29,70,0.0055,0.0391
0,A,2,1,2017-09-29,104,0.0194,0.0173
0,A,1,1,2017-09-29,181,0.0119,0.0153
0,A,4,5,2017-10-31,113,-0.0268,-0.0164
0,A,4,1,2017-10-31,72,-0.0197,-0.0161
0,A,2,3,2017-10-31,108,-0.0354,-0.0321
0,A,1,4,2017-10-31,75,-0.0348,-0.0316
0,A,3,2,2017-10-31,100,-0.0502,-0.0277
0,A,5,4,2017-10-31,92,0.0442,0.0353
0,A,5,5,2017-10-31,202,0.0226,0.0256
0,A,3,5,2017-10-31,92,-0.0307,-0.0415
0,A,2,5,2017-10-31,82,-0.0261,-0.0410
0,A,1,5,2017-10-31,37,-0.0125,-0.0353
0,A,4,4,2017-10-31,124,-0.0202,-0.0188
0,A,3,4,2017-10-31,116,-0.0215,-0.0144
0,A,2,4,2017-10-31,112,-0.0366,-0.0351
0,A,5,3,2017-10-31,81,0.0429,0.0398
0,A,4,3,2017-10-31,107,-0.0233,-0.0265
0,A,3,3,2017-10-31,126,-0.0318,-0.0321
0,A,1,3,2017-10-31,96,-0.0332,-0.0416
0,A,5,2,2017-10-31,80,0.0393,0.0707
0,A,4,2,2017-10-31,93,-0.0399,-0.0382
0,A,2,2,2017-10-31,107,-0.0291,-0.0299
0,A,1,2,2017-10-31,119,-0.0334,-0.0454
0,A,5,1,2017-10-31,56,0.0824,0.0487
0,A,3,1,2017-10-31,73,-0.0244,-0.0176
0,A,2,1,2017-10-31,101,-0.0347,-0.0335
0,A,1,1,2017-10-31,181,-0.0294,-0.0292
0,A,5,4,2017-11-30,93,-0.0319,-0.0230
0,A,4,5,2017-11-30,111,-0.0268,-0.0263
0,A,3,5,2017-11-30,92,-0.0442,-0.0544
0,A,2,5,2017-11-30,82,-0.0641,-0.0659
0,A,4,4,2017-11-30,123,-0.0524,-0.0486
0,A,3,4,2017-11-30,117,-0.0631,-0.0511
0,A,1,5,2017-11-30,37,-0.0813,-0.0601
0,A,5,5,2017-11-30,203,-0.0017,-0.0122
0,A,3,1,2017-11-30,72,-0.0733,-0.0694
0,A,2,2,2017-11-30,111,-0.0843,-0.0907
0,A,1,3,2017-11-30,95,-0.0857,-0.0797
0,A,5,3,2017-11-30,82,-0.0319,-0.0445
0,A,2,4,2017-11-30,112,-0.0653,-0.0687
0,A,1,4,2017-11-30,75,-0.0899,-0.0894
0,A,4,3,2017-11-30,109,-0.0569,-0.0639
0,A,3,3,2017-11-30,126,-0.0690,-0.0585
0,A,2,3,2017-11-30,109,-0.0945,-0.0773
0,A,5,2,2017-11-30,80,-0.0411,-0.0324
0,A,4,2,2017-11-30,94,-0.0553,-0.0735
0,A,3,2,2017-11-30,106,-0.0530,-0.0659
0,A,1,2,2017-11-30,119,-0.0762,-0.0740
0,A,5,1,2017-11-30,56,-0.0394,-0.0590
0,A,4,1,2017-11-30,73,-0.0777,-0.0630
0,A,2,1,2017-11-30,104,-0.0840,-0.0967
0,A,1,1,2017-11-30,181,-0.0903,-0.0833
0,A,3,5,2017-12-29,91,-0.0349,-0.0234
0,A,2,2,2017-12-29,110,-0.0377,-0.0347
0,A,2,5,2017-12-29,83,-0.0029,-0.0310
0,A,1,5,2017-12-29,37,-0.0094,-0.0362
0,A,1,2,2017-12-29,115,-0.0315,-0.0210
0,A,5,4,2017-12-29,91,0.0223,0.0261
0,A,4,4,2017-12-29,119,-0.0070,-0.0075
0,A,3,4,2017-12-29,118,-0.0323,-0.0202
0,A,5,1,2017-12-29,61,0.0444,0.0250
0,A,2,4,2017-12-29,108,-0.0066,-0.0220
0,A,4,1,2017-12-29,75,-0.0179,-0.0188
0,A,1,4,2017-12-29,76,-0.0169,-0.0197
0,A,3,1,2017-12-29,75,-0.0323,-0.0254
0,A,5,3,2017-12-29,81,0.0325,0.0037
0,A,4,3,2017-12-29,108,-0.0163,0.0010
0,A,3,3,2017-12-29,124,-0.0131,-0.0173
0,A,2,3,2017-12-29,108,-0.0187,-0.0172
0,A,2,1,2017-12-29,103,-0.0292,-0.0311
0,A,1,3,2017-12-29,93,-0.0334,-0.0237
0,A,1,1,2017-12-29,182,-0.0360,-0.0362
0,A,5,2,2017-12-29,80,0.0125,0.0293
0,A,4,2,2017-12-29,95,0.0047,-0.0106
0,A,5,5,2017-12-29,199,-0.0005,0.0021
0,A,3,2,2017-12-29,106,-0.0225,-0.0169
0,A,4,5,2017-12-29,111,-0.0211,-0.0257
0,A,5,5,2018-01-31,200,0.0816,0.0733
0,A,4,5,2018-01-31,110,0.0212,0.0251
0,A,3,5,2018-01-31,90,-0.0039,-0.0113
0,A,2,5,2018-01-31,83,-0.0298,-0.0140
0,A,1,5,2018-01-31,37,-0.0334,0.0493
0,A,5,4,2018-01-31,87,0.0262,0.0357
0,A,4,4,2018-01-31,120,-0.0159,-0.0276
0,A,3,4,2018-01-31,118,-0.0318,-0.0325
0,A,2,4,2018-01-31,107,-0.0349,-0.0190
0,A,1,4,2018-01-31,77,-0.0570,-0.0415
0,A,5,3,2018-01-31,79,0.0284,-0.0072
0,A,4,3,2018-01-31,106,-0.0395,-0.0467
0,A,3,3,2018-01-31,123,-0.0335,-0.0373
0,A,2,3,2018-01-31,108,-0.0448,-0.0624
0,A,1,3,2018-01-31,93,-0.0447,-0.0524
0,A,5,2,2018-01-31,80,0.0018,0.0166
0,A,4,2,2018-01-31,94,-0.0597,-0.0565
0,A,3,2,2018-01-31,105,-0.0452,-0.0369
0,A,2,2,2018-01-31,112,-0.0528,-0.0436
0,A,1,2,2018-01-31,115,-0.0520,-0.0659
0,A,5,1,2018-01-31,64,0.0069,-0.0369
0,A,4,1,2018-01-31,76,-0.0492,-0.0433
0,A,3,1,2018-01-31,77,-0.0527,-0.0435
0,A,2,1,2018-01-31,99,-0.0681,-0.0490
0,A,1,1,2018-01-31,189,-0.0682,-0.0645
0,A,5,1,2018-02-28,62,-0.0168,-0.0153
0,A,4,1,2018-02-28,76,-0.0364,-0.0288
0,A,3,1,2018-02-28,75,-0.0378,-0.0513
0,A,2,1,2018-02-28,98,-0.0653,-0.0449
0,A,1,1,2018-02-28,191,-0.0726,-0.0820
0,A,5,5,2018-02-28,197,-0.0704,-0.0693
0,A,4,5,2018-02-28,110,-0.0505,-0.0516
0,A,3,5,2018-02-28,90,-0.0518,-0.0591
0,A,2,5,2018-02-28,80,-0.0378,-0.0599
0,A,1,5,2018-02-28,36,-0.0594,-0.0848
0,A,5,4,2018-02-28,87,-0.0413,-0.0426
0,A,4,4,2018-02-28,121,-0.0267,-0.0169
0,A,3,4,2018-02-28,118,-0.0445,-0.0417
0,A,2,4,2018-02-28,107,-0.0387,-0.0465
0,A,1,4,2018-02-28,76,-0.0578,-0.0571
0,A,5,3,2018-02-28,77,-0.0346,-0.0125
0,A,4,3,2018-02-28,105,-0.0127,-0.0285
0,A,3,3,2018-02-28,122,-0.0472,-0.0418
0,A,2,3,2018-02-28,108,-0.0458,-0.0451
0,A,1,3,2018-02-28,92,-0.0526,-0.0536
0,A,5,2,2018-02-28,79,-0.0192,-0.0065
0,A,4,2,2018-02-28,92,-0.0119,-0.0096
0,A,3,2,2018-02-28,106,-0.0466,-0.0247
0,A,2,2,2018-02-28,110,-0.0450,-0.0446
0,A,1,2,2018-02-28,117,-0.0680,-0.0756
0,A,5,5,2018-03-30,198,-0.0433,-0.0403
0,A,4,5,2018-03-30,111,-0.0261,-0.0404
0,A,3,5,2018-03-30,88,-0.0085,-0.0135
0,A,2,5,2018-03-30,81,0.0466,0.0144
0,A,1,5,2018-03-30,36,0.0170,0.0009
0,A,5,4,2018-03-30,90,-0.0219,-0.0192
0,A,4,4,2018-03-30,120,-0.0018,0.0041
0,A,3,4,2018-03-30,116,0.0362,0.0234
0,A,2,4,2018-03-30,108,0.0261,0.0104
0,A,1,4,2018-03-30,77,0.0540,0.0469
0,A,5,3,2018-03-30,77,-0.0206,0.0071
0,A,4,3,2018-03-30,102,0.0228,0.0386
0,A,3,3,2018-03-30,120,0.0324,0.0371
0,A,2,3,2018-03-30,105,0.0596,0.0609
0,A,1,3,2018-03-30,92,0.0510,0.0543
0,A,5,2,2018-03-30,80,0.0213,0.0026
0,A,4,2,2018-03-30,90,0.0400,0.0551
0,A,3,2,2018-03-30,101,0.0608,0.0697
0,A,2,2,2018-03-30,110,0.0609,0.0644
0,A,1,2,2018-03-30,116,0.0937,0.0682
0,A,5,1,2018-03-30,60,0.0288,0.0495
0,A,4,1,2018-03-30,71,0.0744,0.0856
0,A,3,1,2018-03-30,72,0.0711,0.0620
0,A,2,1,2018-03-30,97,0.0602,0.0850
0,A,1,1,2018-03-30,189,0.0757,0.0667
0,A,4,4,2018-04-27,122,-0.0358,-0.0525
0,A,3,4,2018-04-27,114,-0.0514,-0.0379
0,A,2,4,2018-04-27,107,-0.0405,-0.0532
0,A,1,4,2018-04-27,75,-0.0422,-0.0555
0,A,5,3,2018-04-27,79,-0.0514,-0.0397
0,A,4,3,2018-04-27,100,-0.0421,-0.0446
0,A,3,3,2018-04-27,122,-0.0372,-0.0402
0,A,2,3,2018-04-27,105,-0.0543,-0.0437
0,A,1,3,2018-04-27,91,-0.0424,-0.0468
0,A,5,2,2018-04-27,77,-0.0363,-0.0431
0,A,4,2,2018-04-27,91,-0.0388,-0.0304
0,A,3,2,2018-04-27,99,-0.0514,-0.0300
0,A,2,2,2018-04-27,110,-0.0333,-0.0534
0,A,1,2,2018-04-27,115,-0.0320,-0.0306
0,A,5,1,2018-04-27,60,-0.0405,-0.0361
