ret_S1BM1E1,ret_S1BM1E2,ret_S1BM1E3,ret_S1BM1E4,ret_S1BM1E5,ret_S1BM2E1,ret_S1BM2E2,ret_S1BM2E3,ret_S1BM2E4,ret_S1BM2E5,ret_S1BM3E1,ret_S1BM3E2,ret_S1BM3E3,ret_S1BM3E4,ret_S1BM3E5,ret_S2BM1E1,ret_S2BM1E2,ret_S2BM1E3,ret_S2BM1E4,ret_S2BM1E5,ret_S2BM2E1,ret_S2BM2E2,ret_S2BM2E3,ret_S2BM2E4,ret_S2BM2E5,ret_S2BM3E1,ret_S2BM3E2,ret_S2BM3E3,ret_S2BM3E4,ret_S2BM3E5
0.023266925673504735,0.023909474936379797,0.02372387614819905,0.014011451291026055,0.017234669716793306,0.02652576911713929,0.022372641539675664,0.02994544743578772,0.028749348659419936,0.02200069120722001,0.03348550985737952,0.01784653736282927,0.029600747231557804,0.023934465106087807,0.02264059374952615,0.027528311946574405,0.0150163380794189,0.019304912352568093,0.020563741626739403,0.015531516173656789,0.032024061638569246,0.03454506018636582,0.025608435228030167,0.0178176978188162,0.025562174716743002,0.027366506599102832,0.026675182070751084,0.029974286611449255,0.027244734303562706,0.028786229491001084
-0.011276216592125356,-0.010040959603981938,-0.007494860387777842,-0.017099491118334743,-0.010620464046370636,-0.008884918844933353,-0.01037107252927132,-0.015996636060276063,-0.009110775313560304,-0.009947454831950074,-0.011315678331410702,-0.014552571815660158,-0.009278162368070072,-0.006251681899268631,-0.021591151099338766,0.006247794903859756,-0.009721198584835531,-0.00485448885897773,-0.017976956152950217,-0.0176503987742905,0.02936078788527394,0.019671658752071927,0.01110124910557434,0.009631921572679367,-0.003690552429458019,0.015132596503855185,0.013137780537641664,0.013315737240786458,0.0037285962911310622,0.010256320975672096
-0.0022131722102433802,-0.019856936079804842,-0.00011119613807690216,-0.01617794527182545,0.0009125194905319541,-0.0039944619747250484,-0.011486244160334143,-0.02072477638140098,-0.021659175854554007,-0.022119278457532317,-0.015835451125439094,-0.013530014859955334,-0.010680507431254267,-0.01440511981992999,-0.024073791746754974,-0.012015150204175188,-0.0020252695317236544,-0.014038207576968123,-0.014827840447282293,-0.014169277785295326,-0.0005510429417250899,0.027849818542428063,-0.007559514559118813,-0.009544218152155622,-0.01372669628575245,-0.004611778793437783,-0.012093225509153219,-0.01098613920308991,-0.013917614432746998,-0.017549095675415082
0.026550426004771775,0.0248970943789396,0.03192225183015353,0.02880908884134251,0.02245341304405964,0.036217956709933746,0.028269804944561362,0.03328354016835253,0.03783208650804142,0.031005890884500703,0.028484604050921614,0.03527139300894055,0.035761646321258216,0.03190152285906957,0.030375962112535765,0.021872666215950336,0.02764901894400312,0.04004900110848404,0.027005620718166305,0.03123542399797829,0.018408308306932086,0.015414263766024727,0.023126114467793932,0.0175991870516505,0.022686393217935738,0.03536382145417984,0.029422428290886152,0.014005215971827422,0.015703389059013074,0.01946933306955812
0.024673521641155674,0.027789945517633634,0.022925503229539897,0.027392119647452393,0.01735654842243758,0.025605385823918567,0.021428163416996118,0.03138574877530572,0.029004375597822287,0.02589755909830798,0.025589240802266565,0.03341072845109563,0.02993105093762018,0.033349629055036106,0.02530140814431514,0.016366831641629196,0.02010661473841405,0.030588052208659674,0.020814474480228513,0.02165375404985817,0.012261941920537173,0.040873593656704475,0.015248577025855886,0.010538513037725433,0.015207864877258899,0.025375940776035433,0.02443845901947604,0.03109576698555761,0.02083456105625911,0.028862650952688963
0.009160726341847846,0.006384896242085704,0.00968323129852938,0.0023232712629619964,0.011427271689872365,-0.001075488031437565,-0.0018026944156408708,0.008341260087857853,-0.0009554496914383039,0.0013773365047465526,0.0011310237814209957,0.006874736452018366,0.005370833437365812,0.0015201731020839278,0.011765688454280599,0.0002726103661573312,0.005793300560295053,0.0012395085926365148,-0.0003592926929815169,-0.007164613837957261,0.004926483816184058,0.034815203871587694,0.008274475987626123,0.0008183572435436881,0.007299741814394793,-0.008841639657802486,0.007552038502380442,-0.0002429852114269335,0.00041289696757694597,0.018548016695257425
-0.03293016956889891,-0.03732863047548112,-0.03256240619888829,-0.03740244554155025,-0.030371210313995787,-0.03324688020036215,-0.041518462805403625,-0.045654952529354254,-0.039174687660485055,-0.04314455306168821,-0.04002575617795397,-0.034685671087276354,-0.04361638748153195,-0.04267288615623543,-0.03395511313847355,-0.039033464887641894,-0.04157216132522767,-0.03730872357440996,-0.03498278920825672,-0.037819083818863154,-0.015626700643828262,0.005576670419161619,-0.013660599716679626,-0.02911119521003703,-0.03342493430450553,0.002126083049208626,-0.006350000699792281,0.0033293953173053714,-0.014975733333092607,-0.007036759345412233
0.014954428088176479,0.011360857374560888,0.009065228025302258,0.009451391559096183,0.009074932270080055,0.008556769333610843,0.015418339394940642,0.011954209935092622,0.011818674961673532,0.01483817819667989,0.011330515031191656,0.009510903858476532,0.010342251699463702,0.010189883575581298,0.01189474321632155,0.011378162023264398,0.021099690527111185,0.026364702568350978,0.0139664467455095,0.012299494623967767,0.033506888985107085,0.052750470955073785,0.03158458323783811,0.025934193979631377,0.024789947100710367,0.040100037934009215,0.026578162085654368,0.0342698635294058,0.030166275558246754,0.0160627429916675
0.0015295130734232145,0.009706817010243455,0.002993554786374556,-0.0024197961059252023,0.008810926169006647,0.004192845210291834,0.00402775041714059,0.0021699304605794878,0.00032845787546295895,0.004336263951815713,0.014925077349035629,0.017129246388544454,0.010517258185574264,0.015143306946174094,0.009976941064647164,0.011555810857768687,0.00935057616294822,0.011125418992259975,0.011513133300522236,-0.0010014693125091163,0.02027497654368919,0.05438435119336776,0.02880222762118708,0.015861273187980213,0.02013626680978754,-0.002357259357705895,0.0314322378371356,0.025653651037949973,0.022253318002106538,0.048298830943854815
-0.01868045567703317,-0.0215614280084506,-0.020126424608196164,-0.030206258751625914,-0.029236080957030453,-0.03210240303485821,-0.020576581476906153,-0.032476969042763884,-0.03821186849970494,-0.03427441428388706,-0.0320143069151053,-0.01839867279099644,-0.019988158464297877,-0.01934351192888729,-0.012272258925271583,-0.01377490792876709,-0.02358000205886296,-0.015096772977757788,-0.01625109373524939,-0.027620396448737247,-0.03846034895377267,0.001349660595913609,-0.006250361371633276,-0.0215468697352009,-0.013217991214494065,-0.032812879188245776,0.006984399520973581,-0.020647868363280218,-0.008369313516754871,0.009171347076168554
