ret_S1BM1E1,ret_S1BM1E2,ret_S1BM1E3,ret_S1BM1E4,ret_S1BM1E5,ret_S1BM2E1,ret_S1BM2E2,ret_S1BM2E3,ret_S1BM2E4,ret_S1BM2E5,ret_S1BM3E1,ret_S1BM3E2,ret_S1BM3E3,ret_S1BM3E4,ret_S1BM3E5,ret_S1BM4E1,ret_S1BM4E2,ret_S1BM4E3,ret_S1BM4E4,ret_S1BM4E5,ret_S1BM5E1,ret_S1BM5E2,ret_S1BM5E3,ret_S1BM5E4,ret_S1BM5E5,ret_S2BM1E1,ret_S2BM1E2,ret_S2BM1E3,ret_S2BM1E4,ret_S2BM1E5,ret_S2BM2E1,ret_S2BM2E2,ret_S2BM2E3,ret_S2BM2E4,ret_S2BM2E5,ret_S2BM3E1,ret_S2BM3E2,ret_S2BM3E3,ret_S2BM3E4,ret_S2BM3E5,ret_S2BM4E1,ret_S2BM4E2,ret_S2BM4E3,ret_S2BM4E4,ret_S2BM4E5,ret_S2BM5E1,ret_S2BM5E2,ret_S2BM5E3,ret_S2BM5E4,ret_S2BM5E5,ret_S3BM1E1,ret_S3BM1E2,ret_S3BM1E3,ret_S3BM1E4,ret_S3BM1E5,ret_S3BM2E1,ret_S3BM2E2,ret_S3BM2E3,ret_S3BM2E4,ret_S3BM2E5,ret_S3BM3E1,ret_S3BM3E2,ret_S3BM3E3,ret_S3BM3E4,ret_S3BM3E5,ret_S3BM4E1,ret_S3BM4E2,ret_S3BM4E3,ret_S3BM4E4,ret_S3BM4E5,ret_S3BM5E1,ret_S3BM5E2,ret_S3BM5E3,ret_S3BM5E4,ret_S3BM5E5
0.02290220419783604,0.019719728804376682,0.018160944074518542,0.029241353557164226,0.014664072116690314,0.021165095761359522,0.025766994219621628,0.026716685127536152,0.026674566416801618,0.02283428500297109,0.019334926124330347,0.01804157610122743,0.03491293350076942,0.024938455783942402,0.027379247668296053,0.026082573804586826,0.02892842890379967,0.026595629255677312,0.017408080723829177,0.017154443859756015,0.03327154897962996,0.019808790685487198,0.01807894196697107,0.02227085714725765,0.006734443167867641,0.016559746565253646,0.02910507026444896,0.013180432197850636,0.0016197058362433215,0.0293689590199763,0.022707058600044638,0.020950408482514227,0.015390828806244854,0.02878205507746756,0.018575296213709624,0.024220176925825832,0.029118096069378763,0.029004523277070534,0.022948914169891588,0.03004960507864186,0.02591737794677967,0.025693703219375117,0.03217540502971242,0.026995357796747194,0.016570173705219887,0.0382938401817347,0.035068708255816004,0.023136965263255187,0.030182577365772536,0.03195392456337993,0.02565348455973054,0.021094405840911875,0.025396112939025682,0.01947417062595204,0.014877998602835256,0.03309432213776019,0.01547190569751851,0.02660801121556526,0.04197657154568473,0.003340453443125517,0.035858602686237744,0.01917235794837822,0.03567295128806502,0.01726360185571141,0.017445548251897678,0.01751955999776965,0.028774768877213697,0.023655014386280808,0.02250400224632053,0.032853437730079,0.018709837933531884,0.022067960022030788,0.030925333290938162,0.03420200500093265,0.02333235348912173
-0.00122268727925498,-0.02021761940796494,-0.009597563647778692,-0.005432683424715096,-0.001453278299029633,-0.010456945771499958,-0.011683638423440505,-0.0005489192107431089,-0.014743506575192335,-0.006206566027999724,-0.020225835878599517,-0.02096317072502954,-0.013372079874805397,-0.005471609689660808,0.006890873660123694,-0.011961169985866675,-0.007119295226953158,-0.00612971706687081,-0.003368455954944732,-0.014122451959723104,-0.021735367929121195,-0.004388198724826314,-0.0069413806625255575,-0.022307413015421385,-0.009088109413747512,-0.0035803041047645515,-0.02208482852279143,-0.01406147461195394,-0.008012863635880533,0.004596702168088749,-0.0019353996800705686,-0.01033751255006361,-0.02652249218248835,-0.01772950126774324,-0.014132041734718796,-0.004576747348288509,0.003007172777282621,-0.018088991301429703,-0.019732184081873796,-0.007108774051197457,-0.02101464024016165,-0.008845217052134459,-0.017444464963388064,-0.009742532120101632,-0.005430172285459625,0.0006754454444273261,-0.01394754150737936,-0.007346285832509788,-0.002806287145074249,-0.010245723587778768,0.000128505816530124,-0.003005305078948932,-0.013443457662955297,-0.012639309773115807,-0.023353311145195985,-0.002771850330802424,0.01406107985971352,0.00662048735376089,0.030678837099087034,-0.02625169295882184,0.032302036710138454,0.007121638765244591,0.02866322129316987,0.01167368562809667,-0.004082245859142104,0.010997323567247398,0.013069446097238393,0.003788435901520749,-0.0017807004071611018,-0.004327889023703434,-1.0444884639013597e-05,0.0108088409796206,0.016209155923405123,0.00809819367456141,0.014052996367431573
0.011211693798274792,-0.0014652321765610543,-0.010857293922911643,0.0017912156958886836,-0.01281976169659349,-0.0001894776983059073,-0.002087540666746523,0.00026355348635872557,-0.02668465720805447,-0.0030584941324667612,-0.012285090372584368,-0.005357880437831041,-0.010250540540140454,-0.020396101543256842,-0.030609916795467672,-0.003916445501790909,-0.009448363871212654,-0.014900323224620343,0.0059710336839279956,-0.01611174397644053,-0.018384824743338992,-0.015901210668434047,0.0063904601728488495,-0.01708983969297333,-0.029573859614507696,-0.006310890984247018,-0.02281851624659744,-0.006371412791308531,0.01829480946815964,-0.011756296905941774,-0.0018371266528625484,-0.027010542528821062,-0.023172615753915805,-0.013869613896784268,-0.0005781652847280823,-0.011541101475693899,-0.009070038721907744,-0.012129571158468857,-0.007063943445670284,-0.009247447730744896,-0.007732797844179363,-0.012699446671322294,-0.02467598692548901,-0.01291784984655117,-0.006116405405709098,-0.024873077643795073,-0.024380482275800027,-0.011862417957421711,-0.02647312971680629,-0.014496851446771479,-0.004996482635474787,-0.008734003398400228,-0.012009033494998964,-0.011289340525159931,-0.02328679965736104,-0.017624416630770263,-0.020280994258744463,-0.0032330865009982347,0.016537993131003,-0.0045228138138368925,-0.00921765236400516,-0.0029176364340865275,0.020510336779780293,-0.008817054921555368,-0.01652800034747449,-0.0030847583791648835,-0.00033689143045787006,-0.0160457895227359,-0.014625685809878487,-0.01022191900363638,-0.012611521232088337,-0.00742708004694969,-0.011962208460950778,-0.01015918384897885,-0.023611579940768717
0.03133129307714685,0.01708492367225734,0.01770394582387445,0.039463420202942176,0.018447610711813455,0.02712153200522063,0.023853986969485683,0.023357095645889846,0.03565804022722307,0.033120064936065126,0.03879556592505004,0.03646286792628264,0.03718017378091992,0.027649311340079818,0.03336150884801521,0.027852111659425676,0.03628600713182303,0.03513139804558212,0.043644555569017494,0.028900833251181417,0.023285682462821616,0.041929583184386096,0.029284643174117057,0.03539341752692247,0.029479951596876865,0.02996557317157307,0.02630983938787493,0.04187140882667451,0.04443329072747998,0.01672412995232561,0.03234679229206005,0.04367041992580467,0.02972494344767425,0.022995246112809214,0.00884813649217329,0.0400885829827264,0.026682399308843946,0.02305415968516702,0.02931065945156586,0.022217942662166992,0.038892632731939325,0.028228829598509877,0.03782883639116003,0.03126163329715484,0.025959591195299902,0.03161944669616945,0.029036735120069136,0.030289285734034613,0.026932315384056445,0.015355073569179511,0.020319022018130007,0.05251461599090384,0.02461564993516341,0.029028819719633635,0.03993633584949956,0.023970063863038658,0.014654166739989434,0.03474932909414214,0.011555802935934611,0.027868895830185123,0.02619061656339926,0.028335696573706604,0.004419060615685062,0.011782659609302581,0.018424280750182324,0.020841151135959336,0.03272673052235834,0.041342489611910255,0.017220962567146832,0.017862155478751862,0.038237202635490214,0.01887546984239998,0.01231541452863397,0.019064335745401183,0.026502360091888673
0.03646916684002235,0.013275941130662133,0.024870533484652662,0.041692486386262786,0.03291240910527476,0.035969193989982835,0.011844092138496458,0.013392668321322089,0.0320735057420653,0.029755243099096388,0.02688384241949536,0.03958331201719772,0.02608495203845315,0.02230517957280534,0.02639412647163868,0.030566749130827145,0.02641124650955716,0.02240066815872437,0.02164555638512731,0.03556386372153063,0.029552468119536837,0.032329009123292535,0.03202912439336103,0.03355089695231091,0.03027816960382878,0.024367196351447268,0.009196191911843152,0.031908236046998016,0.02242891153972486,0.01635203897319283,0.02402675486172565,0.03629393633473034,0.03146118761018376,0.03410237811620243,0.013802401584165812,0.03690108791896393,0.02919770833513304,0.023375963054700327,0.0385172321252014,0.02068828947965008,0.03251935667990053,0.027761015308681265,0.030375377578476897,0.034167215830779446,0.023047783753540656,0.02421436624112663,0.0374191348463635,0.03498127262088649,0.029611094019552777,0.028641204165677232,0.009166937717925601,0.05806938357794551,0.01297713369017724,0.01658505164132839,0.02490036229703452,0.022904441335558207,0.009986278543324295,0.015279084784172572,0.05680026174251949,0.028529609079096574,-0.002074143061047314,0.0152870891043372,0.02748862012158931,-0.0022303422120465476,0.009861191284107245,0.007949024917340765,0.0028271210521094627,0.012741161104543352,0.020087321852569937,0.010199810696381983,0.025760120296892106,0.0369101017058486,0.024130728461920402,0.02018910177103831,0.0399662743433223
-0.005286920948574031,0.0018827423230251457,0.019935389217219306,0.018325255934708323,0.0075623614463171136,0.005204357519512271,0.002729470906891065,-0.0002574318927308066,0.01361154602163244,0.014558118252343183,-0.012541068419347807,-0.012837866956626313,0.017286754576353813,0.0013508613229173377,-0.0013993307991957682,0.0036932172582026055,0.004717529067963363,0.009137505992625505,0.01811982509808887,0.0028897693255304693,-0.007263829723399203,-0.001802705704496655,-0.0014353295476127645,0.0003346423350803968,0.030968953670673677,0.008979436827513149,-0.004927461211615481,0.00834347642513658,-0.008215855719881692,0.01261554054238468,-0.007295539889153071,0.0024422669334074484,0.007704966222895475,0.004674497665939472,0.007710038004521142,0.014927036235051884,-0.007944837569706315,-0.001827567666982027,0.014084939506207534,0.0012342532167230547,-0.011307364403595959,0.002269338454393959,0.012528523327622425,-0.0014525413217256794,-0.0013564570559004337,-2.3489126661289006e-05,0.02013873521042941,0.010349289883495375,0.0069878237054767575,0.010785511508226545,-0.004076385853370718,0.0025873247383663644,-0.0018265069900673607,-0.010347413225603768,-0.0005856765701107695,-0.020563597585437358,0.007478755433891679,0.005859060633479277,0.04581675974123603,0.008197804970396691,-0.013463577323788294,-0.0021113450253560147,0.027596570371384667,0.0017616005254485296,0.007365004730628936,0.005422094703865237,-0.018536112332750692,-0.004894470820627592,0.02941237487219691,0.010714134803027795,-0.010349918419635238,-0.004061126924300133,-0.004776286565636932,0.0032784147068740145,0.042895101085168974
-0.03543990624936623,-0.05034534543334698,-0.021050130238537426,-0.03460545044456933,-0.038456560197359095,-0.03774323962935547,-0.043530837987619295,-0.02751956507367961,-0.022294019376063352,-0.03141533228528649,-0.039601968043622225,-0.04191400581163979,-0.03850523229376435,-0.04277507385442113,-0.03934106880752143,-0.03319236750872635,-0.037787306572383765,-0.035711859094782895,-0.03140839588210931,-0.04990984004124266,-0.051087643268816665,-0.043949194299235356,-0.04146764581883519,-0.04484046339643901,-0.02715140956756932,-0.0426224825104211,-0.03568466004382719,-0.03994302361465129,-0.03667968053248565,-0.0469495084748741,-0.04767598985214962,-0.03716693268784124,-0.0373251323229816,-0.04586726632077723,-0.03153946887363572,-0.03884965120346642,-0.04867238140311813,-0.03289067513440701,-0.04598081324241571,-0.04696576004307923,-0.02634079048063703,-0.03511479762960685,-0.04210128041440891,-0.0476991941374269,-0.03726775992712231,-0.04046157847844217,-0.01728407646103689,-0.04426986990936131,-0.03891667711619337,-0.03758382911968174,-0.042357074312030854,-0.03657503985291588,-0.021091350426518544,-0.03829966382314167,-0.046108164131261765,-0.03077904045157174,-0.025914255114309514,-0.04132063374251487,0.022215105626407067,-0.04420197538201667,-0.0333857587126991,-0.029469910643316412,0.008061818656010047,-0.042253744020195154,-0.03280179370134367,-0.03737954792046965,-0.03258176024485582,-0.023526630633138233,-0.03452464142805812,0.01276261670874062,-0.03615854314854566,0.020465725676023602,0.0022142147093914305,-0.01978305062238036,-0.0013908735504589973
0.014117414803317293,0.005261679413062654,0.015466363577001986,0.006311720030032724,0.015604401366189046,0.014340284519526687,0.008879418607563201,0.018326627419279984,0.005756225674744185,0.0014628432575980958,0.01744716447139248,0.025225943170599355,0.00811065601534507,0.004801001979175798,0.0074398006866359286,0.007301658562310995,0.014173961140478572,0.011131709194032304,0.009153990545487106,0.01491048024550112,0.0077535105042228734,0.009921425494014938,0.005815687318604936,0.006075438652297828,0.0378999295565941,0.024375571429529126,0.016164292593461246,0.010438750362589256,0.015623626814777754,0.006808905679110152,0.0063029957579073545,0.007342715019145095,0.005012083952853699,0.008442519496429655,0.006437286565886267,0.01563831892976687,0.004880486412984691,0.023169429873773413,0.014759853935491785,0.023857961017041896,0.013343278279160627,0.010567882175215747,0.01519108346140851,0.004591788627344954,0.018586122993428635,0.011327310055478006,0.0011501134002851717,0.011756831745806719,0.013547593879047285,0.0013267901334426961,0.0037044854460446686,0.010868127932831576,0.013280842485287783,0.01895395645314272,0.025088698822967576,0.01753503680358145,0.050187198184447786,0.01899073261597606,0.05040929561378863,0.009170721372015331,0.02424936593265168,0.013438794228937415,0.05512107822745743,0.02321339779941148,0.032712575354841296,0.01904074141646527,0.028383239358231078,0.04864246011684459,0.04236807469914597,0.014140928319566254,0.02241249601283079,0.03683333329145339,0.03118411990374616,0.029691476235825208,0.013595038901080525
0.0024811428409645987,-0.002803756357009527,0.0007902407555397743,0.006290176457708318,0.0010007259716974738,0.008434868932447563,0.00237702425806996,0.010706395437882762,-0.01604631091283853,0.0056905707665934275,-0.003780243420151716,-0.0025729683688773108,-0.0012112302666519243,0.0038211568486858343,0.001877701444233658,0.0041590619823201665,0.024902714694413557,0.019482457105218655,-0.007777423897565758,0.011289131737260028,0.009065138762807082,0.004274351810951786,0.015839874925554474,0.007583140408152035,0.02548215321242069,-0.0005516743800981743,0.016927711628500673,-0.0007302724689848132,-0.004664455504770307,0.007584478103489795,0.007197412570915575,0.007659106470453254,-0.0012396282584285784,0.014339311570386476,0.006731077626581713,0.002549923095672447,0.00863159082285702,0.012205209005965759,-0.0048170961826302094,-0.0023007889472143094,0.0026953886764403785,0.0073180155998015415,0.007119978272142039,0.011708209546270786,0.014224212846983064,0.016868926032759225,0.012321736025490233,0.010414382799421536,0.010883722916949397,0.015341693110472242,0.007528024613261653,-0.0017754666334462547,0.008578686813943878,-9.469404351770098e-06,0.019238610064809866,0.009996134769025807,0.015306594736962352,0.009910387993555666,0.046836991383747834,0.021369259267759056,-0.0006238129693320854,0.00698697985006926,0.04197657773111789,0.01943077417518096,0.03050829741412809,0.012351637966421712,0.00800504314135833,0.013508939763253392,0.044771092856255454,0.05755739621534372,0.01411682791279261,0.00252616394616906,0.03321077619660393,0.022183698371772295,0.06583196126873214
-0.034602448579690935,-0.021750467055633813,-0.012452449538290411,-0.023100925314976727,-0.009793059570446766,-0.028967853279501195,-0.020676114444429582,-0.013039265270252967,-0.039038434264072754,-0.023415576558819578,-0.031416266202928575,-0.042366883338990205,-0.019454862042627207,-0.03917072547989933,-0.04777578244758375,-0.03549483844872347,-0.0022154376827481404,-0.02770805821167142,-0.0312556618827302,-0.028191031283646962,-0.034777651838384965,-0.03488360848396982,-0.023390927312439937,-0.03025360903236076,0.004347271211553624,-0.023144570391559288,-0.017330631898064507,-0.002469794632142928,-0.04028197749846942,-0.022969244931920343,-0.02381146883881235,-0.026630762090262584,-0.0205100303957951,-0.033085525969715236,-0.026080163919576793,-0.038946817591863525,-0.006908717395847637,-0.018707889189485495,-0.034965160476954506,-0.03690490355649004,-0.03154845874609914,-0.01731410467020872,-0.018608105687012093,-0.025236993011860883,-0.02060632611555718,-0.0300032397812567,-0.02301228657911303,-0.024687737017816937,-0.016036957270417637,-0.009840454769602661,-0.028937163750672255,-0.03829468964991217,-0.004559082933825257,-0.02120767163780172,-0.009649864234201947,-0.037554824914979926,-0.007587497742753796,-0.016565428751983337,-0.015141252242752673,-0.007641673598661345,-0.046176942325819106,-0.025516259685251872,-0.025730142602230933,-0.031227639586924816,0.0034588613254328843,-0.03813732648746996,-0.0410086285692713,-0.02265495593360028,0.004933951772324989,0.03021038930800879,-0.020209862987771044,-0.03031646628941924,-0.012450266756387008,-0.012615246636742423,0.0463342054408516
