date,g_preMsgBSI,g_intMsgBSI,g_aftMsgBSI,g_preallMsgBSI,g_aftallMsgBSI,g_preArgS,g_intArgS,g_aftArgS,g_preallArgS,g_aftallArgS
2015-01-05,0.9074250278416296,-1.166152449713338,-0.6067657367621934,0.9267799863249236,-1.0442157566831383,0.013001310092548572,0.019741230481472628,0.00821828444485605,0.01339999756441582,0.013554905742303485
2015-01-06,-0.6067657367621934,-1.457206681232548,-0.6431884150169591,-1.0442157566831383,-1.3149940662394244,0.00821828444485605,0.030001085973745668,0.010495515219746607,0.013554905742303485,0.020822747660647196
2015-01-07,-0.6431884150169591,-1.1010032228264177,0.6568309457459143,-1.3149940662394244,-0.5929525118561865,0.010495515219746607,0.02117925273594229,0.01719235615728331,0.020822747660647196,0.008867535493331673
2015-01-08,0.6568309457459143,-1.6258678823397867,-1.194788441542952,-0.5929525118561865,-1.6461241186177065,0.01719235615728331,0.03953477320687005,0.02264652551602912,0.008867535493331673,0.03214684796773835
2015-01-09,-1.194788441542952,-2.264714614527297,-1.8020686498359513,-1.6461241186177065,-2.295032568736079,0.02264652551602912,0.06819298852570047,0.05426050441329967,0.03214684796773835,0.05676697136856411
2015-01-12,-0.6939888686009007,-1.9108020451047392,-0.6268252981185797,-1.2513535752040383,-1.6266195064069742,0.0059156273037617195,0.046696780227456706,0.006237929952436227,0.01798421722860002,0.029434795359639443
2015-01-13,-0.6268252981185797,-1.4072385652836787,0.1253373462737657,-1.6266195064069742,-0.9636925745196355,0.006237929952436227,0.027818529597710112,0.000449126249254422,0.029434795359639443,0.011564099804213928
2015-01-14,0.1253373462737657,-2.274840638987123,-0.30116272046370507,-0.9636925745196355,-1.7259919186948898,0.000449126249254422,0.07280306439360194,0.0015100792264387784,0.011564099804213928,0.03523207353129174
2015-01-15,-0.30116272046370507,-1.6401917142939972,0.7108764786540865,-1.7259919186948898,-0.8597689483129686,0.0015100792264387784,0.041309173235644564,0.007797613284869108,0.03523207353129174,0.01117081145160579
2015-01-16,0.7108764786540865,-2.0633686734649554,0.034599992709751795,-0.8597689483129686,-1.5705807386586461,0.007797613284869108,0.05989144067130867,0.00800877440997693,0.01117081145160579,0.029653113850840872
2015-01-19,-0.7983371031782874,-3.4326009538024196,-2.411134953765206,-1.1860587183843974,-3.3956275953891817,0.008986128992224753,0.1191755167712983,0.06948822598818624,0.016459258399930426,0.10285389980780678
2015-01-20,-2.411134953765206,-2.3699019932655805,-0.4351392190450351,-3.3956275953891817,-1.9551167306046118,0.06948822598818624,0.0727518294496144,0.008888587688573549,0.10285389980780678,0.04425817611890941
2015-01-21,-0.4351392190450351,-1.875959892824782,-0.3058254478242594,-1.9551167306046118,-1.4382121229876699,0.008888587688573549,0.049439788207893826,0.0022832471298129134,0.04425817611890941,0.024113127266619
2015-01-22,-0.3058254478242594,-0.40015242593907807,0.3596063603889449,-1.4382121229876699,-0.10234206909421592,0.0022832471298129134,0.0026632402255715396,0.003807473763446108,0.024113127266619,0.000755233450936764
2015-01-23,0.3596063603889449,-1.3461536063978201,-1.1615595621714987,-0.10234206909421592,-1.415351546584949,0.003807473763446108,0.022398183396626057,0.024888613106210492,0.000755233450936764,0.022830921512235255
2015-01-26,-0.37131864900468925,-1.1337209147443337,-0.1437066302385599,-0.8136338824084649,-0.8364909948937562,0.0022018830983848397,0.019445451931221245,0.006055743186473119,0.008252013768921082,0.01021143535274861
2015-01-27,-0.1437066302385599,-2.2095780694638565,-0.600402011183953,-0.8364909948937562,-1.8827742313049565,0.006055743186473119,0.06598334424095355,0.005741584524834716,0.01021143535274861,0.04140015448826119
2015-01-28,-0.600402011183953,-1.9082780470760756,-1.8893363500283806,-1.8827742313049565,-2.115616550764995,0.005741584524834716,0.049940504170982024,0.051751040775284314,0.04140015448826119,0.050781827216956045
2015-01-29,-1.8893363500283806,-2.270375300528782,-0.6768795159030561,-2.115616550764995,-1.8654391599430864,0.051751040775284314,0.0713212590011269,0.01051853119407053,0.050781827216956045,0.04186098310703277
2015-01-30,-0.6768795159030561,-2.2770602563334266,-1.8911685879998177,-1.8654391599430864,-2.3789390851042884,0.01051853119407053,0.061599406158027746,0.05413690627695796,0.04186098310703277,0.06005890951423267
2015-02-02,-1.3383580790727228,-2.1771669760821006,-2.0195486232564015,-1.7533501761399526,-2.3351393259071247,0.02005969772561635,0.06239609154491112,0.06284334366583219,0.032503031063359035,0.06231452994634155
2015-02-03,-2.0195486232564015,-1.7478090447556962,0.5189848983807943,-2.3351393259071247,-1.1222300327536128,0.06284334366583219,0.042777280752206714,0.01412419312501496,0.06231452994634155,0.014545283577864927
2015-02-04,0.5189848983807943,-1.6125611211789221,-0.00011129677665776619,-1.1222300327536128,-0.8614134893651959,0.01412419312501496,0.03668737481283674,0.0004622661787141819,0.014545283577864927,0.007960742830956966
2015-02-05,-0.00011129677665776619,-2.281648944592419,-2.187725596364268,-0.8614134893651959,-2.48526365049777,0.0004622661787141819,0.06148942781934503,0.06544265936172124,0.007960742830956966,0.06279937536687122
2015-02-06,-2.187725596364268,-2.785486297858252,-2.6387476193237354,-2.48526365049777,-2.980299933355448,0.06544265936172124,0.08540000009843708,0.10087230856079339,0.06279937536687122,0.08870703557272198
2015-02-09,-1.6706134830877437,-1.5985348714318741,-0.21506861442392355,-2.2589859688395935,-1.3197358691218284,0.03376076090536587,0.035058453095906265,0.013087755534341494,0.054613878682906805,0.021560965534231036
2015-02-10,-0.21506861442392355,-1.9067893875386495,0.17707006947432613,-1.3197358691218284,-1.3852308681739414,0.013087755534341494,0.06444187245792625,0.011507239785125871,0.021560965534231036,0.0311328962164574
2015-02-11,0.17707006947432613,-2.5330814619238384,0.7928280512503405,-1.3852308681739414,-1.6519107673364406,0.011507239785125871,0.1100612608480868,0.03598822429285822,0.0311328962164574,0.03819447130023622
2015-02-12,0.7928280512503405,-0.9660024357956168,0.5143992777054645,-1.6519107673364406,-0.5245372066660191,0.03598822429285822,0.01626593386448237,0.006376710620548452,0.03819447130023622,0.0041389932661464405
2015-02-13,0.5143992777054645,-0.7208797827428817,0.04774966162748885,-0.5245372066660191,-0.5735631571955853,0.006376710620548452,0.009368274194632549,0.0034257458432432075,0.0041389932661464405,0.005349030969706071
2015-02-16,0.40618832521523784,-0.9270972370558577,0.8238346180069734,-0.0270887054189704,-0.2811187571702199,0.006922340433935027,0.015309268724008663,0.01583386311225635,2.35573455935175e-05,0.001497131270671836
2015-02-17,0.8238346180069734,-1.0848892290601473,0.9229098028276971,-0.2811187571702199,-0.646665188228365,0.01583386311225635,0.023476790195114897,0.033728729982321765,0.001497131270671836,0.010018992749560427
2015-02-25,0.7136185636984441,-1.3045994317702805,-1.1974437127645445,0.6386667947450921,-1.4105975039067395,0.009806642745051301,0.02939846449680911,0.03472649229546493,0.0074388272985057005,0.030848176700882225
2015-02-26,-1.1974437127645445,-0.8465049913477063,0.6583821942609994,-1.4105975039067395,-0.3060034032748583,0.03472649229546493,0.013466326280687073,0.00903692268918138,0.030848176700882225,0.0019037301191557738
2015-02-27,0.6583821942609994,0.09219457186617704,-0.7086071798775554,-0.3060034032748583,-0.170300212293314,0.00903692268918138,0.0006103299041782404,0.013022681956257437,0.0019037301191557738,0.0004481633330391716
2015-03-02,1.5097973851058832,-0.30554062853210645,0.6399292247498315,1.283324840394549,0.05704871530937929,0.03429300753523963,0.0032314240102998904,0.00925974889044415,0.023673722236514105,0.0005641048081666112
2015-03-03,0.6399292247498315,-1.2664152905318715,-1.144561008475749,0.05704871530937929,-1.3598823981140837,0.00925974889044415,0.02272579648447499,0.02488610983381486,0.0005641048081666112,0.022974247986945716
2015-03-04,-1.144561008475749,-0.9546847371814147,0.2784444690174917,-1.3598823981140837,-0.5868378239484342,0.02488610983381486,0.020221775367581414,0.002066167536369005,0.022974247986945716,0.009210107834903995
2015-03-05,0.2784444690174917,-1.9441945993352574,-0.062473371855131556,-0.5868378239484342,-1.5357535918704142,0.002066167536369005,0.05505937510732275,0.010302252133407597,0.009210107834903995,0.030807128850854685
2015-03-06,-0.062473371855131556,-1.7721777127288487,-0.6318017639940612,-1.5357535918704142,-1.5529032890981813,0.010302252133407597,0.05027415483929116,0.01382038039584529,0.030807128850854685,0.034029606749204716
2015-03-09,-0.20509539621445674,-0.9243460663152739,1.0042236586671387,-0.6969525709749488,-0.21081016682202242,0.004157175995064369,0.014010464152550783,0.018438340359338657,0.009099393086993266,0.0013041566497148781
2015-03-10,1.0042236586671387,0.39655820664759234,-0.20825442790247337,-0.21081016682202242,0.20995706451789717,0.018438340359338657,0.002561522062021221,0.006028227381805088,0.0013041566497148781,0.0007527411673839293
2015-03-11,-0.20825442790247337,-1.4348710035243335,0.4094104160547849,0.20995706451789717,-0.8622768182734964,0.006028227381805088,0.03393777129749377,0.007258439770098965,0.0007527411673839293,0.011957081823368585
2015-03-12,0.4094104160547849,0.2896028475279515,2.044360396674901,-0.8622768182734964,1.1130365057286868,0.007258439770098965,0.0016038266335170128,0.07609469232223313,0.011957081823368585,0.01653370213165
2015-03-13,2.044360396674901,-0.4639104455211324,0.4509952716384739,1.1130365057286868,-0.22637105948137584,0.07609469232223313,0.005160228220610066,0.0050242724480224835,0.01653370213165,0.002307907367532839
2015-03-16,0.8655271426505121,0.4196211781358679,0.5020490766792349,0.45151252403440895,0.5089127390832924,0.011354180380882825,0.0030764332289269104,0.004771896909237912,0.0030578441109140662,0.0034555192404994786
2015-03-17,0.5020490766792349,0.269071633916028,1.0597092832133295,0.5089127390832924,0.6477251457477603,0.004771896909237912,0.0022450669859974395,0.018928948390990206,0.0034555192404994786,0.006429651803078737
2015-03-18,1.0597092832133295,-0.5240419391250434,0.08923798421143828,0.6477251457477603,-0.2642096842333397,0.018928948390990206,0.00496883667192533,0.008679010826577826,0.006429651803078737,0.002537502998439789
2015-03-19,0.08923798421143828,-1.442967084719771,0.29364436707611585,-0.2642096842333397,-1.0283235147111252,0.008679010826577826,0.02966440224958477,0.005043917904808502,0.002537502998439789,0.014122089269323245
2015-03-20,0.29364436707611585,-1.1232738311880053,0.7287858325639355,-1.0283235147111252,-0.6378214835144834,0.005043917904808502,0.018624521542089576,0.011332106299861162,0.014122089269323245,0.005706649452176864
2015-03-23,1.1764753711228446,-1.4864386128204983,0.21135326348088712,0.4031900003242757,-0.9434563952334716,0.02076730335241859,0.031469730272680546,0.0007269592988807784,0.0033119005159060943,0.010815428699917763
2015-03-24,0.21135326348088712,-1.142391724860271,0.1629769545539575,-0.9434563952334716,-0.8490334888724256,0.0007269592988807784,0.016764645118624584,0.005980353021009812,0.010815428699917763,0.007782006160002138
2015-03-25,0.1629769545539575,-1.5971038704839187,-0.16044552755288785,-0.8490334888724256,-1.231167575344236,0.005980353021009812,0.03414589185967833,0.0019350485414174911,0.007782006160002138,0.01784581094116201
2015-03-26,-0.16044552755288785,-1.627991824696913,-0.43157526407231667,-1.231167575344236,-1.3887538884586261,0.0019350485414174911,0.03474004830069893,0.003200100941544822,0.01784581094116201,0.022299409650039473
2015-03-27,-0.43157526407231667,-1.2197209518264964,-0.12478279019379562,-1.3887538884586261,-1.0555317332554754,0.003200100941544822,0.02286850604081357,0.0021056433449872397,0.022299409650039473,0.014816562863519095
2015-03-30,0.438523344538115,-0.7748077868108629,-0.05115794500888585,-0.14193655453642307,-0.5438523742081084,0.004382783274833196,0.010192062151491271,6.267066175259209e-05,0.00030758156697683643,0.0040778278406297715
2015-03-31,-0.05115794500888585,-1.3714549955975586,-0.7801933639626197,-0.5438523742081084,-1.2942573379404807,6.267066175259209e-05,0.024812515492828723,0.011504837205590996,0.0040778278406297715,0.01897262123466171
2015-04-01,-0.7801933639626197,-1.1744458347286661,1.3947856194032475,-1.2942573379404807,-0.34889409331580534,0.011504837205590996,0.021821461531976203,0.03200871571552731,0.01897262123466171,0.002271914304304839
2015-04-02,1.3947856194032475,-1.8904720834406936,-0.3543481433367178,-0.34889409331580534,-1.4963120800432272,0.03200871571552731,0.04995558822268166,0.0018040227238602686,0.002271914304304839,0.025764835770839482
2015-04-03,-0.3543481433367178,-2.4375812232035377,-0.6404967584794158,-1.4963120800432272,-2.2384858225136464,0.0018040227238602686,0.08007825268455561,0.014444991385470823,0.025764835770839482,0.06119111963908567
2015-04-07,0.9855828080266599,-1.557418907315198,0.8320465575350032,0.14345926973191722,-0.7788574289611928,0.014153773833147285,0.03410092474686048,0.0171105737810656,0.00025684725087190863,0.007452109964130531
2015-04-08,0.8320465575350032,-1.7139646578371033,0.6893812662848614,-0.7788574289611928,-1.1152957646854809,0.0171105737810656,0.035074333598285726,0.0075103351039388505,0.007452109964130531,0.012830983335280398
2015-04-09,0.6893812662848614,-0.9931732114346058,-0.3507439029668901,-1.1152957646854809,-0.8998523242049571,0.0075103351039388505,0.011918045406032668,0.0033990608137587086,0.012830983335280398,0.008751594971424725
2015-04-10,-0.3507439029668901,-1.3156946232535098,-0.17833609859282293,-0.8998523242049571,-1.1001424296442657,0.0033990608137587086,0.023868663065068046,0.0015075383017780775,0.008751594971424725,0.014675448817513176
2015-04-13,0.922165571486901,-1.2253731139691582,1.255944440640741,0.10129308758382778,-0.3334117192293984,0.011718799743976542,0.022903370796553666,0.028100207812218617,0.00012571438867009773,0.0033708704672918057
2015-04-14,1.255944440640741,-1.1530110466165953,0.1081202218756448,-0.3334117192293984,-0.8235215188918688,0.028100207812218617,0.0171607608923971,0.0019702336860551815,0.0033708704672918057,0.0075517790264527825
