date,MktRet,SMB,HML,rft
2015-01-06,0.002519890479877781,0.012392727812990254,-0.011721272704043302,0.00025812359837784626
2015-01-07,0.006113652972901948,-0.003849453907077617,0.003848396519726611,0.00025812359837784626
2015-01-08,-0.019548647869325118,0.017066600211561256,-0.01585303665955689,0.00025812359837784626
2015-01-09,-0.0039035269931975364,-0.003957507387583121,0.0008208012403907207,0.00025812359837784626
2015-01-12,-0.014816023546162757,-0.004895086049382083,-0.016791099090132357,0.00025812359837784626
2015-01-13,0.004734065564891627,0.011481623080230225,-0.005932709208555336,0.00025812359837784626
2015-01-14,-0.0046094154570202935,0.0021342050522563656,0.002295986391541339,0.00025812359837784626
2015-01-15,0.031454355957022076,-0.02024413700616532,0.018459409810987468,0.00025812359837784626
2015-01-16,0.012229105806439163,-3.4077970853507375e-05,-0.004856261023326333,0.00025812359837784626
2015-01-19,-0.06981942701394442,0.04085284861283783,-0.03007669046858475,0.00025812359837784626
2015-01-20,0.023574193595816327,0.014587440585552787,-0.009900942982244518,0.00025812359837784626
2015-01-21,0.04396687902016558,-0.0187428568833092,0.00958848114875678,0.00025812359837784626
2015-01-22,0.00881020763405013,0.006173754788345514,-0.0108992523269549,0.00025812359837784626
2015-01-23,0.0008312046920351712,-0.008013929338793545,0.004858566481626901,0.00025812359837784626
2015-01-26,0.02001385530338206,0.006959320312933226,-0.003962054128682585,0.00025812359837784626
2015-01-27,-0.0053847675246860615,0.012314817899139564,-0.007525788811179134,0.00025812359837784626
2015-01-28,-0.012972743589271623,0.010568661753981433,-0.0028696604887188185,0.00025812359837784626
2015-01-29,-0.01142725513467976,0.008319822867532661,-0.0037506394032912893,0.00025812359837784626
2015-01-30,-0.014537778338175036,0.004359612044934598,0.0012555161629455233,0.00025812359837784626
2015-02-02,-0.020375657998015318,0.014720486563561955,-0.015558960962755228,0.00025812359837784626
2015-02-03,0.025139138106396224,-0.008749441960379738,0.00029264191655745814,0.00025812359837784626
2015-02-04,-0.007461430038877036,0.0033546215414699885,-0.006739775228063061,0.00025812359837784626
2015-02-05,-0.010393452238676626,0.005350017401266786,-0.008157719960293835,0.00025812359837784626
2015-02-06,-0.019491405300990847,0.00100351507866233,-0.0014996771991002168,0.00025812359837784626
2015-02-09,0.005349605641215337,-0.012282003794761371,0.0076116896422278235,0.00025812359837784626
2015-02-10,0.016523169489846862,-0.010254896272669048,-0.0012349889680998323,0.00025812359837784626
2015-02-11,0.00777275921858047,0.003246334921309879,-0.011974162474280643,0.00025812359837784626
2015-02-12,0.00585470193715641,0.006708935170284026,-0.0013560745738780723,0.00025812359837784626
2015-02-13,0.011135372867566058,0.007292802690513207,-0.004375411937922624,0.00025812359837784626
2015-02-16,0.0094976409686773,0.007855441751468344,-0.011908677581872678,0.00025812359837784626
2015-02-17,0.008233466995953669,0.0018523342744461895,-0.004017562623864776,0.00025812359837784626
2015-02-25,-0.004635006034326839,0.00795095997194486,0.004260810807935507,0.00025812359837784626
2015-02-26,0.019926361329784575,-0.008908033313624004,0.011937538871941366,0.00025812359837784626
2015-02-27,0.005048219379185082,0.007177719715123598,-0.004812795561051478,0.00025812359837784626
2015-03-02,0.012074008040119865,0.009781627065826862,-0.009623328868662863,0.00023094376543442152
2015-03-03,-0.01924288277350874,0.015553986092911955,-0.010528747821038584,0.00023094376543442152
2015-03-04,0.009187265527287701,0.00889189986016432,-0.0077328045083127125,0.00023094376543442152
2015-03-05,-0.006134590982743549,0.017817300125847042,-0.006756599146999553,0.00023094376543442152
