stret,date,cols
-0.038641733110359074,2015-07-30,ret_S1BM1
-0.013664574910667415,2015-07-31,ret_S1BM1
-0.039304445697234965,2015-08-03,ret_S1BM1
0.06791316350491146,2015-08-04,ret_S1BM1
0.008402093305582167,2015-08-05,ret_S1BM1
-0.012493053101817704,2015-08-06,ret_S1BM1
0.046658240597606516,2015-08-07,ret_S1BM1
0.059039375741475934,2015-08-10,ret_S1BM1
0.012083309869299959,2015-08-11,ret_S1BM1
-0.028270170460795226,2015-08-12,ret_S1BM1
0.031720525489596335,2015-08-13,ret_S1BM1
0.007876188255065458,2015-08-14,ret_S1BM1
-0.007111054683546411,2015-08-17,ret_S1BM1
-0.08400126029769912,2015-08-18,ret_S1BM1
0.02900458001694656,2015-08-19,ret_S1BM1
-0.0410034880861411,2015-08-20,ret_S1BM1
-0.06410424187466816,2015-08-21,ret_S1BM1
-0.09455034987170674,2015-08-24,ret_S1BM1
-0.08290867339573367,2015-08-25,ret_S1BM1
-0.020201339595245785,2015-08-26,ret_S1BM1
0.045138622764528936,2015-08-27,ret_S1BM1
0.0721834450984107,2015-08-28,ret_S1BM1
-0.06221903802697092,2015-08-31,ret_S1BM1
-0.07676437707917272,2015-09-01,ret_S1BM1
-0.05477379305292046,2015-09-02,ret_S1BM1
0.03225627716232341,2015-09-07,ret_S1BM1
0.07347870424016249,2015-09-08,ret_S1BM1
0.0573496516679746,2015-09-09,ret_S1BM1
-0.015661810698515827,2015-09-10,ret_S1BM1
0.022614607590265914,2015-09-11,ret_S1BM1
-0.08709809943545682,2015-09-14,ret_S1BM1
-0.067125071199131,2015-09-15,ret_S1BM1
0.09097335600980612,2015-09-16,ret_S1BM1
-0.018346706308334258,2015-09-17,ret_S1BM1
0.020871457137541828,2015-09-18,ret_S1BM1
0.06410142781745684,2015-09-21,ret_S1BM1
0.009483949400830024,2015-09-22,ret_S1BM1
0.004132233354369436,2015-09-23,ret_S1BM1
0.019800341892462485,2015-09-24,ret_S1BM1
-0.05391832882352315,2015-09-25,ret_S1BM1
0.04865427065164745,2015-09-28,ret_S1BM1
-0.014137621326929048,2015-09-29,ret_S1BM1
-0.004713244302969147,2015-09-30,ret_S1BM1
0.056196714670092116,2015-10-08,ret_S1BM1
0.02032299532098312,2015-10-09,ret_S1BM1
0.059937425537945024,2015-10-12,ret_S1BM1
0.01578217911888011,2015-10-13,ret_S1BM1
-0.010026755942055685,2015-10-14,ret_S1BM1
0.04584014723146193,2015-10-15,ret_S1BM1
0.021192895127830763,2015-10-16,ret_S1BM1
0.007562068049475281,2015-10-19,ret_S1BM1
0.02476305718832924,2015-10-20,ret_S1BM1
-0.07123866882816067,2015-10-21,ret_S1BM1
0.05441051035858041,2015-10-22,ret_S1BM1
0.04115237932969158,2015-10-23,ret_S1BM1
0.010480267214778254,2015-10-26,ret_S1BM1
0.023934243573593642,2015-10-27,ret_S1BM1
-0.022287493245221585,2015-10-28,ret_S1BM1
0.012500771624800698,2015-10-29,ret_S1BM1
0.008865504758980852,2015-10-30,ret_S1BM1
-0.003031330434896675,2015-11-02,ret_S1BM1
0.008874835217126094,2015-11-03,ret_S1BM1
0.0545415424153445,2015-11-04,ret_S1BM1
-0.005269167148772971,2015-11-05,ret_S1BM1
0.047922889915091305,2015-11-06,ret_S1BM1
0.038931719681627966,2015-11-09,ret_S1BM1
0.014425131387131916,2015-11-10,ret_S1BM1
0.05373408107678772,2015-11-11,ret_S1BM1
0.03781902844457548,2015-11-12,ret_S1BM1
-0.05500749524050493,2015-11-13,ret_S1BM1
0.019306203802520558,2015-11-16,ret_S1BM1
-0.017643484395436074,2015-11-17,ret_S1BM1
-0.02808459059609085,2015-11-18,ret_S1BM1
0.05001457987855623,2015-11-19,ret_S1BM1
0.018258786694942238,2015-11-20,ret_S1BM1
-0.012905294032982116,2015-11-23,ret_S1BM1
0.04953444632862263,2015-11-24,ret_S1BM1
0.024985105911796854,2015-11-25,ret_S1BM1
-0.011307658376914964,2015-11-26,ret_S1BM1
-0.04881555894827097,2015-11-27,ret_S1BM1
0.03780041638374861,2015-11-30,ret_S1BM1
-0.02299294186894115,2015-12-01,ret_S1BM1
-0.030175697293468976,2015-12-02,ret_S1BM1
0.04193852243117882,2015-12-03,ret_S1BM1
0.004050935301344636,2015-12-04,ret_S1BM1
0.016871332463572947,2015-12-07,ret_S1BM1
-0.008252214464073988,2015-12-08,ret_S1BM1
-0.01517392530146281,2015-12-09,ret_S1BM1
-0.005719093439192966,2015-12-10,ret_S1BM1
-0.014048323916720656,2015-12-11,ret_S1BM1
0.01918318897586991,2015-12-14,ret_S1BM1
0.011123882448280113,2015-12-15,ret_S1BM1
0.019663665619729445,2015-12-16,ret_S1BM1
0.04512811556929058,2015-12-17,ret_S1BM1
-0.006270343113944928,2015-12-18,ret_S1BM1
-0.0006529341657270575,2015-12-21,ret_S1BM1
0.0112421072275102,2015-12-22,ret_S1BM1
-0.008318153669922754,2015-12-23,ret_S1BM1
0.0160428162740807,2015-12-24,ret_S1BM1
0.0005147859967557128,2015-12-25,ret_S1BM1
-0.02374948518068226,2015-12-28,ret_S1BM1
0.012302261817564835,2015-12-29,ret_S1BM1
0.018727034435221918,2015-12-30,ret_S1BM1
-0.027645074575545058,2015-12-31,ret_S1BM1
-0.08720366903754488,2016-01-04,ret_S1BM1
-0.018682548866355,2016-01-05,ret_S1BM1
0.041468223201776115,2016-01-06,ret_S1BM1
-0.08827667193230154,2016-01-07,ret_S1BM1
0.010205343372970166,2016-01-08,ret_S1BM1
-0.07826043622337597,2016-01-11,ret_S1BM1
-0.003745875028036533,2016-01-12,ret_S1BM1
-0.05095396515442077,2016-01-13,ret_S1BM1
0.049635734248909096,2016-01-14,ret_S1BM1
-0.0385602691137323,2016-01-15,ret_S1BM1
0.03297284581380496,2016-01-18,ret_S1BM1
0.049813739686626564,2016-01-19,ret_S1BM1
0.0014474420523107512,2016-01-20,ret_S1BM1
-0.049033492002491484,2016-01-21,ret_S1BM1
0.027514688968735657,2016-01-22,ret_S1BM1
0.018431521535428742,2016-01-25,ret_S1BM1
-0.0876640444940914,2016-01-26,ret_S1BM1
-0.00403034282082027,2016-01-27,ret_S1BM1
-0.06521723075822325,2016-01-28,ret_S1BM1
0.04432398751737406,2016-01-29,ret_S1BM1
-0.016884753513042944,2016-02-01,ret_S1BM1
0.04738180455271894,2016-02-02,ret_S1BM1
0.008069370652736213,2016-02-03,ret_S1BM1
0.041654982536729716,2016-02-04,ret_S1BM1
-0.01101232330995486,2016-02-05,ret_S1BM1
0.0011290908130832512,2016-02-15,ret_S1BM1
0.05282690085139398,2016-02-16,ret_S1BM1
0.017503221115654496,2016-02-17,ret_S1BM1
0.002292955861439817,2016-02-18,ret_S1BM1
0.004341264099745893,2016-02-19,ret_S1BM1
0.025960713437883014,2016-02-22,ret_S1BM1
-0.005289118106899549,2016-02-23,ret_S1BM1
-0.013323512159201837,2016-02-24,ret_S1BM1
-0.08685144344229323,2016-02-25,ret_S1BM1
-0.015678669589661142,2016-02-26,ret_S1BM1
-0.08118675604068329,2016-02-29,ret_S1BM1
0.023250653610771117,2016-03-01,ret_S1BM1
0.05380625309373259,2016-03-02,ret_S1BM1
0.0007930094570918836,2016-03-03,ret_S1BM1
-0.05550581550502241,2016-03-04,ret_S1BM1
0.0320654965734893,2016-03-07,ret_S1BM1
0.014103960228717618,2016-03-08,ret_S1BM1
-0.019705268702232832,2016-03-09,ret_S1BM1
-0.014608316843084385,2016-03-10,ret_S1BM1
0.009305075764345586,2016-03-11,ret_S1BM1
0.05460497072152543,2016-03-14,ret_S1BM1
-0.01151061968719665,2016-03-15,ret_S1BM1
-0.004275520783449071,2016-03-16,ret_S1BM1
0.04892059413591925,2016-03-17,ret_S1BM1
0.04626035146046384,2016-03-18,ret_S1BM1
0.03301481424430664,2016-03-21,ret_S1BM1
-0.00044909173365322014,2016-03-22,ret_S1BM1
0.021309732963870637,2016-03-23,ret_S1BM1
-0.009481737272930163,2016-03-24,ret_S1BM1
0.006214131603331567,2016-03-25,ret_S1BM1
-0.007162620967831448,2016-03-28,ret_S1BM1
-0.02364048138290236,2016-03-29,ret_S1BM1
0.05415776701635119,2016-03-30,ret_S1BM1
0.017239939977860882,2016-03-31,ret_S1BM1
-0.004450514404364785,2016-04-01,ret_S1BM1
0.03863217293952366,2016-04-05,ret_S1BM1
0.011269456791002469,2016-04-06,ret_S1BM1
-0.015321817941432156,2016-04-07,ret_S1BM1
-0.0064881858665801605,2016-04-08,ret_S1BM1
0.03110845402312488,2016-04-11,ret_S1BM1
-0.017961343428060772,2016-04-12,ret_S1BM1
0.02072228749982695,2016-04-13,ret_S1BM1
0.02439474006989341,2016-04-14,ret_S1BM1
0.0005660023272622636,2016-04-15,ret_S1BM1
-0.018236191420597944,2016-04-18,ret_S1BM1
0.01013199675991052,2016-04-19,ret_S1BM1
-0.056453995898096965,2016-04-20,ret_S1BM1
-0.021408234091737817,2016-04-21,ret_S1BM1
0.014153219339906913,2016-04-22,ret_S1BM1
-0.0025372360993101925,2016-04-25,ret_S1BM1
0.02149569565495778,2016-04-26,ret_S1BM1
-0.0002551359222405393,2016-04-27,ret_S1BM1
0.004766562195680443,2016-04-28,ret_S1BM1
0.0035065288713863807,2016-04-29,ret_S1BM1
0.03888269678261138,2016-05-03,ret_S1BM1
0.005074677121626525,2016-05-04,ret_S1BM1
0.018795792643589,2016-05-05,ret_S1BM1
-0.04321321221821714,2016-05-06,ret_S1BM1
-0.0498892487977584,2016-05-09,ret_S1BM1
-0.002457375390604374,2016-05-10,ret_S1BM1
-0.02141630450338096,2016-05-11,ret_S1BM1
-0.008049827185055595,2016-05-12,ret_S1BM1
-0.0034933238728751827,2016-05-13,ret_S1BM1
0.028420115723405182,2016-05-16,ret_S1BM1
0.0041900178406703925,2016-05-17,ret_S1BM1
-0.04633154175837241,2016-05-18,ret_S1BM1
0.014920857171246197,2016-05-19,ret_S1BM1
0.025474830811586816,2016-05-20,ret_S1BM1
0.03308261995456679,2016-05-23,ret_S1BM1
-0.008134005714026409,2016-05-24,ret_S1BM1
0.004795668854938392,2016-05-25,ret_S1BM1
0.013954174695706126,2016-05-26,ret_S1BM1
-0.002604994093186377,2016-05-27,ret_S1BM1
-0.004370985646580455,2016-05-30,ret_S1BM1
0.0550999517418176,2016-05-31,ret_S1BM1
0.01665603561217614,2016-06-01,ret_S1BM1
0.028153173923684393,2016-06-02,ret_S1BM1
0.007967616506493124,2016-06-03,ret_S1BM1
0.0014160987560597358,2016-06-06,ret_S1BM1
0.027685305945329117,2016-06-07,ret_S1BM1
-0.013678397783112105,2016-06-08,ret_S1BM1
-0.07226254205137904,2016-06-13,ret_S1BM1
0.004615427477104625,2016-06-14,ret_S1BM1
0.04987890627679255,2016-06-15,ret_S1BM1
0.0062867897807358285,2016-06-16,ret_S1BM1
0.01879637772743344,2016-06-17,ret_S1BM1
0.013995153610319656,2016-06-20,ret_S1BM1
-0.015264766838709353,2016-06-21,ret_S1BM1
0.022661527089209127,2016-06-22,ret_S1BM1
0.0016558590766354074,2016-06-23,ret_S1BM1
-0.0027269309884722986,2016-06-24,ret_S1BM1
0.036492534985173734,2016-06-27,ret_S1BM1
0.019027706256668168,2016-06-28,ret_S1BM1
0.016201231530999022,2016-06-29,ret_S1BM1
-0.01088362456008642,2016-06-30,ret_S1BM1
0.005812621422079103,2016-07-01,ret_S1BM1
0.024027697172344438,2016-07-04,ret_S1BM1
0.01621490405860754,2016-07-05,ret_S1BM1
0.0018503802595648234,2016-07-06,ret_S1BM1
0.003936464685164863,2016-07-07,ret_S1BM1
0.00040417175455724486,2016-07-08,ret_S1BM1
-0.02787152935333418,2016-07-11,ret_S1BM1
0.016461603172896,2016-07-12,ret_S1BM1
0.007478806626810581,2016-07-13,ret_S1BM1
0.007623969621724429,2016-07-14,ret_S1BM1
0.002281093486893825,2016-07-15,ret_S1BM1
-0.007581612589271786,2016-07-18,ret_S1BM1
0.011759500257375231,2016-07-19,ret_S1BM1
0.006665353903972563,2016-07-20,ret_S1BM1
-0.005680413945368489,2016-07-21,ret_S1BM1
-0.017670262401098126,2016-07-22,ret_S1BM1
-0.004066731335352188,2016-07-25,ret_S1BM1
0.013599858274198344,2016-07-26,ret_S1BM1
-0.06360954165889539,2016-07-27,ret_S1BM1
-0.0047481502263960074,2016-07-28,ret_S1BM1
-0.005530123502296482,2016-07-29,ret_S1BM1
-0.023819161337945833,2016-08-01,ret_S1BM1
0.013333178060781608,2016-08-02,ret_S1BM1
0.01959712713532255,2016-08-03,ret_S1BM1
0.0071512828902778125,2016-08-04,ret_S1BM1
-0.0076558168435314905,2016-08-05,ret_S1BM1
0.008873176077528522,2016-08-08,ret_S1BM1
0.01841143355457893,2016-08-09,ret_S1BM1
0.00790644830088591,2016-08-10,ret_S1BM1
-0.020974670455820944,2016-08-11,ret_S1BM1
0.01368086986516899,2016-08-12,ret_S1BM1
0.029513264332864417,2016-08-15,ret_S1BM1
0.012966125044404732,2016-08-16,ret_S1BM1
0.016928952079956566,2016-08-17,ret_S1BM1
0.0032543492781214765,2016-08-18,ret_S1BM1
-0.0011500974516057765,2016-08-19,ret_S1BM1
-0.01978479829752736,2016-08-22,ret_S1BM1
0.013639498175690198,2016-08-23,ret_S1BM1
0.00825255746341546,2016-08-24,ret_S1BM1
0.002981666148408277,2016-08-25,ret_S1BM1
0.001044467744701768,2016-08-26,ret_S1BM1
0.0018871761779922312,2016-08-29,ret_S1BM1
0.005684188228908967,2016-08-30,ret_S1BM1
0.010662145724695864,2016-08-31,ret_S1BM1
-0.004448941926299208,2016-09-01,ret_S1BM1
-0.0015597437261246096,2016-09-02,ret_S1BM1
0.0033556211124823395,2016-09-05,ret_S1BM1
0.023515333604468384,2016-09-06,ret_S1BM1
-0.00443149835773375,2016-09-07,ret_S1BM1
0.005108112949438731,2016-09-08,ret_S1BM1
-0.009204722302667664,2016-09-09,ret_S1BM1
-0.0315827637794677,2016-09-12,ret_S1BM1
0.009503294044067159,2016-09-13,ret_S1BM1
-0.002414122850229158,2016-09-14,ret_S1BM1
0.015917945215023422,2016-09-19,ret_S1BM1
0.00037059949620493813,2016-09-20,ret_S1BM1
0.004111109797264896,2016-09-21,ret_S1BM1
0.006130845102274771,2016-09-22,ret_S1BM1
-0.005217296157921117,2016-09-23,ret_S1BM1
-0.03612908922738231,2016-09-26,ret_S1BM1
0.014013810718249805,2016-09-27,ret_S1BM1
-0.0039497501959390785,2016-09-28,ret_S1BM1
0.004862478972121614,2016-09-29,ret_S1BM1
0.003213943343230713,2016-09-30,ret_S1BM1
0.0377843495577217,2016-10-10,ret_S1BM1
0.008438445727647997,2016-10-11,ret_S1BM1
0.011147451194571974,2016-10-12,ret_S1BM1
0.0032775313127518073,2016-10-13,ret_S1BM1
0.0015717204985524885,2016-10-14,ret_S1BM1
-0.010673386793131385,2016-10-17,ret_S1BM1
0.020837649412927383,2016-10-18,ret_S1BM1
0.005526859479225893,2016-10-19,ret_S1BM1
0.0054903157331170965,2016-10-20,ret_S1BM1
0.004412824979520993,2016-10-21,ret_S1BM1
0.010058850486918227,2016-10-24,ret_S1BM1
0.010332614003732957,2016-10-25,ret_S1BM1
-0.0008983235632177924,2016-10-26,ret_S1BM1
0.008743742013424271,2016-10-27,ret_S1BM1
-0.00970511793218327,2016-10-28,ret_S1BM1
-0.002673553434589775,2016-10-31,ret_S1BM1
0.024596745771687408,2016-11-01,ret_S1BM1
0.0007652157665836796,2016-11-02,ret_S1BM1
0.008777347287806787,2016-11-03,ret_S1BM1
0.011850102151269273,2016-11-04,ret_S1BM1
0.0040560765438265286,2016-11-07,ret_S1BM1
0.013851845232074276,2016-11-08,ret_S1BM1
0.0029124318487526433,2016-11-09,ret_S1BM1
0.032032236125223434,2016-11-10,ret_S1BM1
0.002470602162861859,2016-11-11,ret_S1BM1
0.006172768093481399,2016-11-14,ret_S1BM1
0.003931397490059012,2016-11-15,ret_S1BM1
-0.008544906668360771,2016-11-16,ret_S1BM1
-0.008296036745866266,2016-11-17,ret_S1BM1
0.013286365678570831,2016-11-18,ret_S1BM1
0.020241398326780104,2016-11-21,ret_S1BM1
0.020382675401151514,2016-11-22,ret_S1BM1
-0.010366808656660124,2016-11-23,ret_S1BM1
-0.009216494299173414,2016-11-24,ret_S1BM1
0.003987087195321943,2016-11-25,ret_S1BM1
-0.012965297746413036,2016-11-28,ret_S1BM1
-0.018359089060068525,2016-11-29,ret_S1BM1
0.006108020368272628,2016-11-30,ret_S1BM1
0.006827396353584895,2016-12-01,ret_S1BM1
-0.026245690565405287,2016-12-02,ret_S1BM1
-0.0065946301880761065,2016-12-05,ret_S1BM1
0.005959416384467324,2016-12-06,ret_S1BM1
0.011299596323106304,2016-12-07,ret_S1BM1
-0.009125725498310606,2016-12-08,ret_S1BM1
-0.012149289496587579,2016-12-09,ret_S1BM1
-0.07143567317586022,2016-12-12,ret_S1BM1
-0.00035993082064721626,2016-12-13,ret_S1BM1
-0.007177522663015697,2016-12-14,ret_S1BM1
0.01701135913360469,2016-12-15,ret_S1BM1
0.014253308577263426,2016-12-16,ret_S1BM1
-0.0033264944249625193,2016-12-19,ret_S1BM1
0.0057829151725621855,2016-12-20,ret_S1BM1
0.012762209880094631,2016-12-21,ret_S1BM1
-0.0017084141194973208,2016-12-22,ret_S1BM1
-0.024436034011833176,2016-12-23,ret_S1BM1
0.008963493351871738,2016-12-26,ret_S1BM1
0.0017335615200101224,2016-12-27,ret_S1BM1
-0.002569835320905676,2016-12-28,ret_S1BM1
-0.004894419979342065,2016-12-29,ret_S1BM1
-0.000497464580285993,2016-12-30,ret_S1BM1
0.017735516109904537,2017-01-03,ret_S1BM1
0.013954904532502126,2017-01-04,ret_S1BM1
-0.008892293471697805,2017-01-05,ret_S1BM1
-0.022247432516656774,2017-01-06,ret_S1BM1
-0.0007482261158143964,2017-01-09,ret_S1BM1
0.0022054999381661304,2017-01-10,ret_S1BM1
-0.01864007556391045,2017-01-11,ret_S1BM1
-0.007910786718932486,2017-01-12,ret_S1BM1
-0.030658097105263887,2017-01-13,ret_S1BM1
-0.05656107467128605,2017-01-16,ret_S1BM1
0.02543883088012364,2017-01-17,ret_S1BM1
-0.021240511706655446,2017-01-18,ret_S1BM1
-0.00457866451765716,2017-01-19,ret_S1BM1
0.0242793377638047,2017-01-20,ret_S1BM1
0.01327153065168918,2017-01-23,ret_S1BM1
-0.00792414105230358,2017-01-24,ret_S1BM1
0.013641810567015349,2017-01-25,ret_S1BM1
0.008324744331330305,2017-01-26,ret_S1BM1
-0.0012651567506255792,2017-02-03,ret_S1BM1
0.02393637648729624,2017-02-06,ret_S1BM1
0.0006977774706669808,2017-02-07,ret_S1BM1
0.02004952674992123,2017-02-08,ret_S1BM1
0.009553195017885487,2017-02-09,ret_S1BM1
-0.01298044982534761,2017-02-10,ret_S1BM1
0.01918819966947795,2017-02-13,ret_S1BM1
0.005010984485276331,2017-02-14,ret_S1BM1
0.002152173722589921,2017-02-15,ret_S1BM1
-0.0009752716958340336,2017-02-16,ret_S1BM1
-0.015051596844009928,2017-02-17,ret_S1BM1
-0.005058190222743597,2017-02-20,ret_S1BM1
0.02366319205341109,2017-02-21,ret_S1BM1
0.007483822773595965,2017-02-22,ret_S1BM1
0.015650693038921054,2017-02-23,ret_S1BM1
0.014411770559939975,2017-02-24,ret_S1BM1
-0.0033688999456154265,2017-02-27,ret_S1BM1
0.012163356064230515,2017-02-28,ret_S1BM1
0.0046567920647074094,2017-03-01,ret_S1BM1
0.002481433541317011,2017-03-02,ret_S1BM1
0.006774660394069227,2017-03-03,ret_S1BM1
0.024640249549791847,2017-03-06,ret_S1BM1
0.012938224109758449,2017-03-07,ret_S1BM1
-0.0009459166456650569,2017-03-08,ret_S1BM1
-0.00623107271499522,2017-03-09,ret_S1BM1
0.007487659615719622,2017-03-10,ret_S1BM1
0.015716179254037628,2017-03-13,ret_S1BM1
0.005623902337874184,2017-03-14,ret_S1BM1
0.002068608950474473,2017-03-15,ret_S1BM1
0.023162298966034268,2017-03-16,ret_S1BM1
-0.011006777078241051,2017-03-17,ret_S1BM1
0.014640040241374044,2017-03-20,ret_S1BM1
0.013053768591030608,2017-03-21,ret_S1BM1
0.006376400024432218,2017-03-22,ret_S1BM1
-0.003082556646634064,2017-03-23,ret_S1BM1
0.0051639294112614436,2017-03-24,ret_S1BM1
0.0030623423501939468,2017-03-27,ret_S1BM1
-0.010896794063535631,2017-03-28,ret_S1BM1
-0.030317966742061574,2017-03-29,ret_S1BM1
-0.038697794442746604,2017-03-30,ret_S1BM1
-0.006609997427784873,2017-03-31,ret_S1BM1
0.0219724072387378,2017-04-05,ret_S1BM1
